,telemetrica,convencional,vazao
1992-12-07,,36.29,36.29
1992-12-08,,30.84,30.84
1992-12-09,,27.77,27.77
1992-12-10,,25.65,25.65
1992-12-11,,24.15,24.15
1992-12-12,,24.9,24.9
1992-12-13,,23.41,23.41
1992-12-14,,21.17,21.17
1992-12-15,,20.42,20.42
1992-12-16,,19.68,19.68
1992-12-17,,19.68,19.68
1992-12-18,,20.42,20.42
1992-12-19,,20.05,20.05
1992-12-20,,19.3,19.3
1992-12-21,,18.56,18.56
1992-12-22,,17.63,17.63
1992-12-23,,16.71,16.71
1992-12-24,,16.09,16.09
1992-12-25,,14.86,14.86
1992-12-26,,16.4,16.4
1992-12-27,,18.56,18.56
1992-12-28,,17.63,17.63
1992-12-29,,16.71,16.71
1992-12-30,,15.47,15.47
1992-12-31,,14.86,14.86
1993-01-01,,14.24,14.24
1993-01-02,,12.14,12.14
1993-01-03,,11.41,11.41
1993-01-04,,11.9,11.9
1993-01-05,,14.24,14.24
1993-01-06,,21.17,21.17
1993-01-07,,28.21,28.21
1993-01-08,,27.33,27.33
1993-01-09,,26.21,26.21
1993-01-10,,38.8,38.8
1993-01-11,,52.68,52.68
1993-01-12,,59.7,59.7
1993-01-13,,56.4,56.4
1993-01-14,,56.4,56.4
1993-01-15,,61.35,61.35
1993-01-16,,52.68,52.68
1993-01-17,,50.59,50.59
1993-01-18,,46.93,46.93
1993-01-19,,40.82,40.82
1993-01-20,,36.29,36.29
1993-01-21,,30.84,30.84
1993-01-22,,32.65,32.65
1993-01-23,,41.32,41.32
1993-01-24,,41.32,41.32
1993-01-25,,35.35,35.35
1993-01-26,,29.52,29.52
1993-01-27,,29.09,29.09
1993-01-28,,28.21,28.21
1993-01-29,,30.4,30.4
1993-01-30,,50.59,50.59
1993-01-31,,70.94,70.94
1993-02-01,,79.11,79.11
1993-02-02,,85.66,85.66
1993-02-03,,92.5,92.5
1993-02-04,,92.5,92.5
1993-02-05,,92.0,92.0
1993-02-06,,89.4,89.4
1993-02-07,,83.34,83.34
1993-02-08,,71.52,71.52
1993-02-09,,90.5,90.5
1993-02-10,,98.5,98.5
1993-02-11,,91.0,91.0
1993-02-12,,85.76,85.76
1993-02-13,,78.53,78.53
1993-02-14,,68.62,68.62
1993-02-15,,66.88,66.88
1993-02-16,,66.88,66.88
1993-02-17,,64.68,64.68
1993-02-18,,129.25,129.25
1993-02-19,,114.5,114.5
1993-02-20,,105.25,105.25
1993-02-21,,120.75,120.75
1993-02-22,,124.25,124.25
1993-02-23,,129.75,129.75
1993-02-24,,140.4,140.4
1993-02-25,,139.2,139.2
1993-02-26,,137.7,137.7
1993-02-27,,136.8,136.8
1993-02-28,,134.8,134.8
1993-03-01,,128.25,128.25
1993-03-02,,119.5,119.5
1993-03-03,,217.0,217.0
1993-03-04,,152.7,152.7
1993-03-05,,132.65,132.65
1993-03-06,,116.0,116.0
1993-03-07,,116.25,116.25
1993-03-08,,107.5,107.5
1993-03-09,,84.95,84.95
1993-03-10,,69.2,69.2
1993-03-11,,68.62,68.62
1993-03-12,,85.16,85.16
1993-03-13,,70.94,70.94
1993-03-14,,65.2,65.2
1993-03-15,,56.95,56.95
1993-03-16,,62.45,62.45
1993-03-17,,66.88,66.88
1993-03-18,,73.84,73.84
1993-03-19,,76.16,76.16
1993-03-20,,73.84,73.84
1993-03-21,,63.55,63.55
1993-03-22,,61.35,61.35
1993-03-23,,78.5,78.5
1993-03-24,,82.14,82.14
1993-03-25,,81.53,81.53
1993-03-26,,79.11,79.11
1993-03-27,,76.16,76.16
1993-03-28,,72.1,72.1
1993-03-29,,64.65,64.65
1993-03-30,,55.88,55.88
1993-03-31,,50.59,50.59
1993-04-01,,58.6,58.6
1993-04-02,,60.25,60.25
1993-04-03,,58.6,58.6
1993-04-04,,54.28,54.28
1993-04-05,,49.55,49.55
1993-04-06,,51.64,51.64
1993-04-07,,64.1,64.1
1993-04-08,,67.49,67.49
1993-04-09,,67.46,67.46
1993-04-10,,61.9,61.9
1993-04-11,,55.33,55.33
1993-04-12,,49.55,49.55
1993-04-13,,43.33,43.33
1993-04-14,,39.31,39.31
1993-04-15,,36.29,36.29
1993-04-16,,33.47,33.47
1993-04-17,,31.28,31.28
1993-04-18,,29.52,29.52
1993-04-19,,27.77,27.77
1993-04-20,,24.9,24.9
1993-04-21,,27.97,27.97
1993-04-22,,28.65,28.65
1993-04-23,,59.15,59.15
1993-04-24,,66.88,66.88
1993-04-25,,67.46,67.46
1993-04-26,,64.13,64.13
1993-04-27,,53.21,53.21
1993-04-28,,42.32,42.32
1993-04-29,,34.84,34.84
1993-04-30,,31.28,31.28
1993-05-01,,29.09,29.09
1993-05-02,,27.33,27.33
1993-05-03,,26.08,26.08
1993-05-04,,25.27,25.27
1993-05-05,,33.92,33.92
1993-05-06,,49.55,49.55
1993-05-07,,55.33,55.33
1993-05-08,,50.07,50.07
1993-05-09,,43.85,43.85
1993-05-10,,36.29,36.29
1993-05-11,,30.84,30.84
1993-05-12,,27.77,27.77
1993-05-13,,33.92,33.92
1993-05-14,,210.6,210.6
1993-05-15,,171.1,171.1
1993-05-16,,146.4,146.4
1993-05-17,,147.6,147.6
1993-05-18,,157.55,157.55
1993-05-19,,160.6,160.6
1993-05-20,,157.2,157.2
1993-05-21,,148.8,148.8
1993-05-22,,137.15,137.15
1993-05-23,,123.0,123.0
1993-05-24,,109.0,109.0
1993-05-25,,83.79,83.79
1993-05-26,,58.6,58.6
1993-05-27,,50.59,50.59
1993-05-28,,46.41,46.41
1993-05-29,,45.89,45.89
1993-05-30,,52.19,52.19
1993-05-31,,93.0,93.0
1993-06-01,,86.98,86.98
1993-06-02,,85.16,85.16
1993-06-03,,82.74,82.74
1993-06-04,,79.11,79.11
1993-06-05,,120.25,120.25
1993-06-06,,110.25,110.25
1993-06-07,,105.75,105.75
1993-06-08,,103.75,103.75
1993-06-09,,103.0,103.0
1993-06-10,,99.5,99.5
1993-06-11,,98.75,98.75
1993-06-12,,87.58,87.58
1993-06-13,,77.34,77.34
1993-06-14,,69.2,69.2
1993-06-15,,63.55,63.55
1993-06-16,,59.15,59.15
1993-06-17,,56.4,56.4
1993-06-18,,85.64,85.64
1993-06-19,,102.75,102.75
1993-06-20,,103.5,103.5
1993-06-21,,104.75,104.75
1993-06-22,,105.5,105.5
1993-06-23,,104.25,104.25
1993-06-24,,101.75,101.75
1993-06-25,,95.5,95.5
1993-06-26,,83.34,83.34
1993-06-27,,68.07,68.07
1993-06-28,,58.05,58.05
1993-06-29,,52.16,52.16
1993-06-30,,49.02,49.02
1993-07-01,,55.85,55.85
1993-07-02,,59.15,59.15
1993-07-03,,60.25,60.25
1993-07-04,,56.4,56.4
1993-07-05,,51.12,51.12
1993-07-06,,45.89,45.89
1993-07-07,,44.34,44.34
1993-07-08,,41.32,41.32
1993-07-09,,39.31,39.31
1993-07-10,,37.8,37.8
1993-07-11,,36.79,36.79
1993-07-12,,73.66,73.66
1993-07-13,,127.25,127.25
1993-07-14,,121.25,121.25
1993-07-15,,119.5,119.5
1993-07-16,,122.25,122.25
1993-07-17,,127.25,127.25
1993-07-18,,138.0,138.0
1993-07-19,,135.4,135.4
1993-07-20,,127.5,127.5
1993-07-21,,119.25,119.25
1993-07-22,,110.0,110.0
1993-07-23,,98.5,98.5
1993-07-24,,73.84,73.84
1993-07-25,,60.25,60.25
1993-07-26,,54.25,54.25
1993-07-27,,49.55,49.55
1993-07-28,,46.41,46.41
1993-07-29,,45.36,45.36
1993-07-30,,53.21,53.21
1993-07-31,,58.05,58.05
1993-08-01,,58.05,58.05
1993-08-02,,58.6,58.6
1993-08-03,,58.6,58.6
1993-08-04,,60.25,60.25
1993-08-05,,58.05,58.05
1993-08-06,,54.25,54.25
1993-08-07,,50.07,50.07
1993-08-08,,45.36,45.36
1993-08-09,,42.32,42.32
1993-08-10,,40.31,40.31
1993-08-11,,38.8,38.8
1993-08-12,,38.3,38.3
1993-08-13,,36.29,36.29
1993-08-14,,33.9,33.9
1993-08-15,,32.59,32.59
1993-08-16,,31.71,31.71
1993-08-17,,31.28,31.28
1993-08-18,,33.9,33.9
1993-08-19,,36.29,36.29
1993-08-20,,35.79,35.79
1993-08-21,,32.59,32.59
1993-08-22,,30.84,30.84
1993-08-23,,29.09,29.09
1993-08-24,,27.77,27.77
1993-08-25,,28.21,28.21
1993-08-26,,28.65,28.65
1993-08-27,,27.77,27.77
1993-08-28,,26.08,26.08
1993-08-29,,24.9,24.9
1993-08-30,,23.41,23.41
1993-08-31,,22.29,22.29
1993-09-01,,31.71,31.71
1993-09-02,,43.83,43.83
1993-09-03,,48.5,48.5
1993-09-04,,47.98,47.98
1993-09-05,,41.82,41.82
1993-09-06,,35.35,35.35
1993-09-07,,30.4,30.4
1993-09-08,,29.52,29.52
1993-09-09,,49.35,49.35
1993-09-10,,84.56,84.56
1993-09-11,,88.18,88.18
1993-09-12,,88.79,88.79
1993-09-13,,88.18,88.18
1993-09-14,,86.37,86.37
1993-09-15,,83.95,83.95
1993-09-16,,79.72,79.72
1993-09-17,,68.07,68.07
1993-09-18,,56.98,56.98
1993-09-19,,81.53,81.53
1993-09-20,,89.87,89.87
1993-09-21,,211.1,211.1
1993-09-22,,200.2,200.2
1993-09-23,,202.75,202.75
1993-09-24,,351.4,351.4
1993-09-25,,375.4,375.4
1993-09-26,,380.8,380.8
1993-09-27,,408.45,408.45
1993-09-28,,386.45,386.45
1993-09-29,,356.45,356.45
1993-09-30,,478.25,478.25
1993-10-01,,458.8,458.8
1993-10-02,,440.1,440.1
1993-10-03,,443.0,443.0
1993-10-04,,438.05,438.05
1993-10-05,,492.5,492.5
1993-10-06,,432.9,432.9
1993-10-07,,375.1,375.1
1993-10-08,,332.2,332.2
1993-10-09,,291.3,291.3
1993-10-10,,256.7,256.7
1993-10-11,,227.75,227.75
1993-10-12,,198.75,198.75
1993-10-13,,174.05,174.05
1993-10-14,,151.75,151.75
1993-10-15,,134.2,134.2
1993-10-16,,124.0,124.0
1993-10-17,,112.75,112.75
1993-10-18,,105.0,105.0
1993-10-19,,100.75,100.75
1993-10-20,,96.0,96.0
1993-10-21,,92.5,92.5
1993-10-22,,91.0,91.0
1993-10-23,,98.5,98.5
1993-10-24,,98.0,98.0
1993-10-25,,100.0,100.0
1993-10-26,,105.5,105.5
1993-10-27,,104.5,104.5
1993-10-28,,104.0,104.0
1993-10-29,,102.75,102.75
1993-10-30,,101.0,101.0
1993-10-31,,97.0,97.0
1993-11-01,,90.4,90.4
1993-11-02,,79.16,79.16
1993-11-03,,66.94,66.94
1993-11-04,,56.95,56.95
1993-11-05,,51.12,51.12
1993-11-06,,48.5,48.5
1993-11-07,,47.98,47.98
1993-11-08,,47.46,47.46
1993-11-09,,43.83,43.83
1993-11-10,,41.32,41.32
1993-11-11,,38.3,38.3
1993-11-12,,34.84,34.84
1993-11-13,,32.59,32.59
1993-11-14,,30.84,30.84
1993-11-15,,31.71,31.71
1993-11-16,,29.09,29.09
1993-11-17,,29.09,29.09
1993-11-18,,29.52,29.52
1993-11-19,,30.84,30.84
1993-11-20,,30.4,30.4
1993-11-21,,30.4,30.4
1993-11-22,,29.09,29.09
1993-11-23,,26.08,26.08
1993-11-24,,24.15,24.15
1993-11-25,,32.28,32.28
1993-11-26,,57.58,57.58
1993-11-27,,72.68,72.68
1993-11-28,,73.84,73.84
1993-11-29,,68.62,68.62
1993-11-30,,59.7,59.7
1993-12-01,,55.85,55.85
1993-12-02,,76.81,76.81
1993-12-03,,70.36,70.36
1993-12-04,,66.33,66.33
1993-12-05,,67.06,67.06
1993-12-06,,103.0,103.0
1993-12-07,,89.58,89.58
1993-12-08,,80.32,80.32
1993-12-09,,88.18,88.18
1993-12-10,,98.0,98.0
1993-12-11,,75.6,75.6
1993-12-12,,63.55,63.55
1993-12-13,,54.28,54.28
1993-12-14,,46.41,46.41
1993-12-15,,85.16,85.16
1993-12-16,,74.42,74.42
1993-12-17,,67.49,67.49
1993-12-18,,61.9,61.9
1993-12-19,,56.4,56.4
1993-12-20,,50.59,50.59
1993-12-21,,44.36,44.36
1993-12-22,,39.81,39.81
1993-12-23,,33.9,33.9
1993-12-24,,30.84,30.84
1993-12-25,,28.65,28.65
1993-12-26,,28.21,28.21
1993-12-27,,29.52,29.52
1993-12-28,,35.85,35.85
1993-12-29,,37.8,37.8
1993-12-30,,37.3,37.3
1993-12-31,,33.03,33.03
1994-01-01,,29.09,29.09
1994-01-02,,25.65,25.65
1994-01-03,,24.53,24.53
1994-01-04,,26.96,26.96
1994-01-05,,29.09,29.09
1994-01-06,,26.46,26.46
1994-01-07,,24.15,24.15
1994-01-08,,26.28,26.28
1994-01-09,,37.3,37.3
1994-01-10,,41.32,41.32
1994-01-11,,37.3,37.3
1994-01-12,,33.47,33.47
1994-01-13,,28.65,28.65
1994-01-14,,23.78,23.78
1994-01-15,,24.15,24.15
1994-01-16,,32.59,32.59
1994-01-17,,36.29,36.29
1994-01-18,,29.52,29.52
1994-01-19,,26.46,26.46
1994-01-20,,33.53,33.53
1994-01-21,,34.34,34.34
1994-01-22,,54.42,54.42
1994-01-23,,68.04,68.04
1994-01-24,,69.78,69.78
1994-01-25,,64.1,64.1
1994-01-26,,52.16,52.16
1994-01-27,,43.33,43.33
1994-01-28,,56.48,56.48
1994-01-29,,69.78,69.78
1994-01-30,,66.3,66.3
1994-01-31,,74.13,74.13
1994-02-01,,92.5,92.5
1994-02-02,,94.5,94.5
1994-02-03,,98.0,98.0
1994-02-04,,99.0,99.0
1994-02-05,,88.58,88.58
1994-02-06,,76.16,76.16
1994-02-07,,74.42,74.42
1994-02-08,,80.93,80.93
1994-02-09,,88.18,88.18
1994-02-10,,93.5,93.5
1994-02-11,,96.5,96.5
1994-02-12,,104.0,104.0
1994-02-13,,112.75,112.75
1994-02-14,,115.5,115.5
1994-02-15,,116.0,116.0
1994-02-16,,107.0,107.0
1994-02-17,,96.5,96.5
1994-02-18,,81.53,81.53
1994-02-19,,70.94,70.94
1994-02-20,,76.99,76.99
1994-02-21,,74.42,74.42
1994-02-22,,76.74,76.74
1994-02-23,,86.26,86.26
1994-02-24,,85.76,85.76
1994-02-25,,65.29,65.29
1994-02-26,,64.1,64.1
1994-02-27,,63.55,63.55
1994-02-28,,60.8,60.8
1994-03-01,,59.15,59.15
1994-03-02,,59.15,59.15
1994-03-03,,50.59,50.59
1994-03-04,,44.86,44.86
1994-03-05,,40.31,40.31
1994-03-06,,35.35,35.35
1994-03-07,,38.93,38.93
1994-03-08,,74.42,74.42
1994-03-09,,82.14,82.14
1994-03-10,,89.98,89.98
1994-03-11,,102.5,102.5
1994-03-12,,112.5,112.5
1994-03-13,,112.5,112.5
1994-03-14,,107.5,107.5
1994-03-15,,100.75,100.75
1994-03-16,,90.9,90.9
1994-03-17,,79.13,79.13
1994-03-18,,66.94,66.94
1994-03-19,,60.25,60.25
1994-03-20,,56.95,56.95
1994-03-21,,49.02,49.02
1994-03-22,,48.5,48.5
1994-03-23,,44.34,44.34
1994-03-24,,39.81,39.81
1994-03-25,,36.79,36.79
1994-03-26,,35.79,35.79
1994-03-27,,39.81,39.81
1994-03-28,,40.31,40.31
1994-03-29,,33.9,33.9
1994-03-30,,32.15,32.15
1994-03-31,,32.15,32.15
1994-04-01,,47.52,47.52
1994-04-02,,56.95,56.95
1994-04-03,,50.59,50.59
1994-04-04,,44.36,44.36
1994-04-05,,38.8,38.8
1994-04-06,,33.9,33.9
1994-04-07,,31.28,31.28
1994-04-08,,31.28,31.28
1994-04-09,,28.65,28.65
1994-04-10,,25.65,25.65
1994-04-11,,24.53,24.53
1994-04-12,,24.15,24.15
1994-04-13,,26.21,26.21
1994-04-14,,41.36,41.36
1994-04-15,,56.4,56.4
1994-04-16,,55.85,55.85
1994-04-17,,52.16,52.16
1994-04-18,,45.89,45.89
1994-04-19,,41.82,41.82
1994-04-20,,37.3,37.3
1994-04-21,,33.03,33.03
1994-04-22,,37.3,37.3
1994-04-23,,35.79,35.79
1994-04-24,,35.79,35.79
1994-04-25,,32.59,32.59
1994-04-26,,39.31,39.31
1994-04-27,,53.73,53.73
1994-04-28,,52.16,52.16
1994-04-29,,41.82,41.82
1994-04-30,,35.79,35.79
1994-05-01,,31.28,31.28
1994-05-02,,27.77,27.77
1994-05-03,,23.78,23.78
1994-05-04,,24.53,24.53
1994-05-05,,23.78,23.78
1994-05-06,,23.04,23.04
1994-05-07,,22.66,22.66
1994-05-08,,22.29,22.29
1994-05-09,,21.17,21.17
1994-05-10,,20.42,20.42
1994-05-11,,23.04,23.04
1994-05-12,,37.05,37.05
1994-05-13,,60.25,60.25
1994-05-14,,62.45,62.45
1994-05-15,,57.5,57.5
1994-05-16,,54.78,54.78
1994-05-17,,46.93,46.93
1994-05-18,,38.3,38.3
1994-05-19,,33.47,33.47
1994-05-20,,30.84,30.84
1994-05-21,,28.21,28.21
1994-05-22,,26.46,26.46
1994-05-23,,24.9,24.9
1994-05-24,,35.43,35.43
1994-05-25,,50.07,50.07
1994-05-26,,59.15,59.15
1994-05-27,,56.95,56.95
1994-05-28,,55.85,55.85
1994-05-29,,50.59,50.59
1994-05-30,,44.86,44.86
1994-05-31,,39.81,39.81
1994-06-01,,47.46,47.46
1994-06-02,,50.07,50.07
1994-06-03,,47.46,47.46
1994-06-04,,55.35,55.35
1994-06-05,,58.6,58.6
1994-06-06,,56.4,56.4
1994-06-07,,55.33,55.33
1994-06-08,,54.78,54.78
1994-06-09,,51.64,51.64
1994-06-10,,46.93,46.93
1994-06-11,,43.33,43.33
1994-06-12,,40.31,40.31
1994-06-13,,36.29,36.29
1994-06-14,,33.47,33.47
1994-06-15,,31.71,31.71
1994-06-16,,30.84,30.84
1994-06-17,,28.65,28.65
1994-06-18,,27.33,27.33
1994-06-19,,28.65,28.65
1994-06-20,,81.45,81.45
1994-06-21,,110.75,110.75
1994-06-22,,105.25,105.25
1994-06-23,,101.5,101.5
1994-06-24,,100.25,100.25
1994-06-25,,122.25,122.25
1994-06-26,,111.25,111.25
1994-06-27,,102.25,102.25
1994-06-28,,89.18,89.18
1994-06-29,,71.52,71.52
1994-06-30,,59.7,59.7
1994-07-01,,52.16,52.16
1994-07-02,,92.54,92.54
1994-07-03,,139.6,139.6
1994-07-04,,138.3,138.3
1994-07-05,,128.5,128.5
1994-07-06,,124.5,124.5
1994-07-07,,126.5,126.5
1994-07-08,,133.0,133.0
1994-07-09,,123.75,123.75
1994-07-10,,116.5,116.5
1994-07-11,,111.25,111.25
1994-07-12,,105.0,105.0
1994-07-13,,96.0,96.0
1994-07-14,,77.37,77.37
1994-07-15,,64.65,64.65
1994-07-16,,57.5,57.5
1994-07-17,,52.16,52.16
1994-07-18,,48.5,48.5
1994-07-19,,45.36,45.36
1994-07-20,,43.33,43.33
1994-07-21,,41.32,41.32
1994-07-22,,39.31,39.31
1994-07-23,,81.55,81.55
1994-07-24,,86.98,86.98
1994-07-25,,88.18,88.18
1994-07-26,,106.25,106.25
1994-07-27,,115.25,115.25
1994-07-28,,110.5,110.5
1994-07-29,,105.25,105.25
1994-07-30,,101.0,101.0
1994-07-31,,93.0,93.0
1994-08-01,,77.97,77.97
1994-08-02,,63.0,63.0
1994-08-03,,57.5,57.5
1994-08-04,,52.68,52.68
1994-08-05,,49.02,49.02
1994-08-06,,45.36,45.36
1994-08-07,,42.83,42.83
1994-08-08,,40.31,40.31
1994-08-09,,37.8,37.8
1994-08-10,,36.79,36.79
1994-08-11,,35.28,35.28
1994-08-12,,33.9,33.9
1994-08-13,,33.03,33.03
1994-08-14,,33.03,33.03
1994-08-15,,32.15,32.15
1994-08-16,,30.84,30.84
1994-08-17,,30.4,30.4
1994-08-18,,29.09,29.09
1994-08-19,,28.65,28.65
1994-08-20,,28.65,28.65
1994-08-21,,28.65,28.65
1994-08-22,,27.77,27.77
1994-08-23,,26.08,26.08
1994-08-24,,25.27,25.27
1994-08-25,,24.53,24.53
1994-08-26,,24.53,24.53
1994-08-27,,24.53,24.53
1994-08-28,,24.53,24.53
1994-08-29,,23.41,23.41
1994-08-30,,22.66,22.66
1994-08-31,,22.66,22.66
1994-09-01,,21.92,21.92
1994-09-02,,21.17,21.17
1994-09-03,,20.8,20.8
1994-09-04,,20.42,20.42
1994-09-05,,19.68,19.68
1994-09-06,,19.3,19.3
1994-09-07,,20.8,20.8
1994-09-08,,21.17,21.17
1994-09-09,,21.17,21.17
1994-09-10,,20.42,20.42
1994-09-11,,19.3,19.3
1994-09-12,,19.3,19.3
1994-09-13,,18.25,18.25
1994-09-14,,18.93,18.93
1994-09-15,,18.56,18.56
1994-09-16,,18.56,18.56
1994-09-17,,18.56,18.56
1994-09-18,,18.56,18.56
1994-09-19,,18.25,18.25
1994-09-20,,17.33,17.33
1994-09-21,,16.71,16.71
1994-09-22,,16.71,16.71
1994-09-23,,16.71,16.71
1994-09-24,,16.09,16.09
1994-09-25,,14.86,14.86
1994-09-26,,14.55,14.55
1994-09-27,,13.62,13.62
1994-09-28,,13.62,13.62
1994-09-29,,13.62,13.62
1994-09-30,,13.62,13.62
1994-10-01,,14.55,14.55
1994-10-02,,20.8,20.8
1994-10-03,,38.8,38.8
1994-10-04,,41.82,41.82
1994-10-05,,42.83,42.83
1994-10-06,,37.3,37.3
1994-10-07,,30.84,30.84
1994-10-08,,24.9,24.9
1994-10-09,,20.42,20.42
1994-10-10,,17.94,17.94
1994-10-11,,17.02,17.02
1994-10-12,,16.09,16.09
1994-10-13,,16.09,16.09
1994-10-14,,16.71,16.71
1994-10-15,,19.68,19.68
1994-10-16,,18.93,18.93
1994-10-17,,17.94,17.94
1994-10-18,,16.71,16.71
1994-10-19,,32.91,32.91
1994-10-20,,59.15,59.15
1994-10-21,,61.35,61.35
1994-10-22,,52.16,52.16
1994-10-23,,41.82,41.82
1994-10-24,,34.41,34.41
1994-10-25,,33.9,33.9
1994-10-26,,61.78,61.78
1994-10-27,,98.25,98.25
1994-10-28,,93.0,93.0
1994-10-29,,92.0,92.0
1994-10-30,,94.0,94.0
1994-10-31,,90.4,90.4
1994-11-01,,70.97,70.97
1994-11-02,,49.55,49.55
1994-11-03,,42.32,42.32
1994-11-04,,36.79,36.79
1994-11-05,,33.9,33.9
1994-11-06,,39.31,39.31
1994-11-07,,79.76,79.76
1994-11-08,,80.32,80.32
1994-11-09,,106.25,106.25
1994-11-10,,96.5,96.5
1994-11-11,,78.55,78.55
1994-11-12,,68.62,68.62
1994-11-13,,60.8,60.8
1994-11-14,,61.9,61.9
1994-11-15,,63.0,63.0
1994-11-16,,65.2,65.2
1994-11-17,,76.21,76.21
1994-11-18,,138.2,138.2
1994-11-19,,127.75,127.75
1994-11-20,,119.25,119.25
1994-11-21,,114.25,114.25
1994-11-22,,111.25,111.25
1994-11-23,,106.5,106.5
1994-11-24,,98.0,98.0
1994-11-25,,83.95,83.95
1994-11-26,,65.81,65.81
1994-11-27,,55.3,55.3
1994-11-28,,50.59,50.59
1994-11-29,,51.12,51.12
1994-11-30,,51.64,51.64
1994-12-01,,46.93,46.93
1994-12-02,,43.83,43.83
1994-12-03,,42.32,42.32
1994-12-04,,36.79,36.79
1994-12-05,,33.47,33.47
1994-12-06,,60.8,60.8
1994-12-07,,78.58,78.58
1994-12-08,,71.52,71.52
1994-12-09,,70.94,70.94
1994-12-10,,70.94,70.94
1994-12-11,,71.52,71.52
1994-12-12,,74.42,74.42
1994-12-13,,74.42,74.42
1994-12-14,,69.78,69.78
1994-12-15,,65.78,65.78
1994-12-16,,76.16,76.16
1994-12-17,,77.32,77.32
1994-12-18,,81.53,81.53
1994-12-19,,83.34,83.34
1994-12-20,,83.95,83.95
1994-12-21,,84.56,84.56
1994-12-22,,86.37,86.37
1994-12-23,,90.0,90.0
1994-12-24,,85.76,85.76
1994-12-25,,84.56,84.56
1994-12-26,,96.25,96.25
1994-12-27,,115.5,115.5
1994-12-28,,111.0,111.0
1994-12-29,,102.25,102.25
1994-12-30,,88.48,88.48
1994-12-31,,93.18,93.18
1995-01-01,,89.29,89.29
1995-01-02,,85.76,85.76
1995-01-03,,79.72,79.72
1995-01-04,,66.36,66.36
1995-01-05,,87.47,87.47
1995-01-06,,63.55,63.55
1995-01-07,,166.7,166.7
1995-01-08,,332.0,332.0
1995-01-09,,294.1,294.1
1995-01-10,,379.4,379.4
1995-01-11,,660.4,660.4
1995-01-12,,703.15,703.15
1995-01-13,,758.05,758.05
1995-01-14,,800.5,800.5
1995-01-15,,764.45,764.45
1995-01-16,,713.5,713.5
1995-01-17,,642.7,642.7
1995-01-18,,557.75,557.75
1995-01-19,,492.55,492.55
1995-01-20,,404.1,404.1
1995-01-21,,357.25,357.25
1995-01-22,,344.1,344.1
1995-01-23,,318.3,318.3
1995-01-24,,290.65,290.65
1995-01-25,,264.15,264.15
1995-01-26,,236.45,236.45
1995-01-27,,209.8,209.8
1995-01-28,,189.25,189.25
1995-01-29,,171.65,171.65
1995-01-30,,156.5,156.5
1995-01-31,,143.4,143.4
1995-02-01,,136.85,136.85
1995-02-02,,138.3,138.3
1995-02-03,,172.65,172.65
1995-02-04,,165.5,165.5
1995-02-05,,177.95,177.95
1995-02-06,,232.65,232.65
1995-02-07,,218.2,218.2
1995-02-08,,206.2,206.2
1995-02-09,,203.45,203.45
1995-02-10,,209.8,209.8
1995-02-11,,190.45,190.45
1995-02-12,,196.9,196.9
1995-02-13,,182.4,182.4
1995-02-14,,189.9,189.9
1995-02-15,,201.0,201.0
1995-02-16,,201.8,201.8
1995-02-17,,199.8,199.8
1995-02-18,,191.5,191.5
1995-02-19,,185.4,185.4
1995-02-20,,158.85,158.85
1995-02-21,,142.5,142.5
1995-02-22,,131.75,131.75
1995-02-23,,124.75,124.75
1995-02-24,,128.75,128.75
1995-02-25,,124.25,124.25
1995-02-26,,118.25,118.25
1995-02-27,,121.0,121.0
1995-02-28,,116.25,116.25
1995-03-01,,110.75,110.75
1995-03-02,,107.25,107.25
1995-03-03,,102.5,102.5
1995-03-04,,92.9,92.9
1995-03-05,,87.58,87.58
1995-03-06,,109.5,109.5
1995-03-07,,99.25,99.25
1995-03-08,,96.5,96.5
1995-03-09,,100.0,100.0
1995-03-10,,110.25,110.25
1995-03-11,,105.75,105.75
1995-03-12,,103.5,103.5
1995-03-13,,99.75,99.75
1995-03-14,,101.25,101.25
1995-03-15,,100.0,100.0
1995-03-16,,100.75,100.75
1995-03-17,,101.0,101.0
1995-03-18,,100.75,100.75
1995-03-19,,99.75,99.75
1995-03-20,,97.0,97.0
1995-03-21,,86.98,86.98
1995-03-22,,73.84,73.84
1995-03-23,,64.65,64.65
1995-03-24,,59.7,59.7
1995-03-25,,55.85,55.85
1995-03-26,,53.21,53.21
1995-03-27,,50.07,50.07
1995-03-28,,46.41,46.41
1995-03-29,,43.83,43.83
1995-03-30,,50.59,50.59
1995-03-31,,58.05,58.05
1995-04-01,,53.73,53.73
1995-04-02,,49.02,49.02
1995-04-03,,44.36,44.36
1995-04-04,,41.32,41.32
1995-04-05,,38.3,38.3
1995-04-06,,36.79,36.79
1995-04-07,,36.29,36.29
1995-04-08,,34.84,34.84
1995-04-09,,34.84,34.84
1995-04-10,,38.8,38.8
1995-04-11,,38.8,38.8
1995-04-12,,38.3,38.3
1995-04-13,,43.83,43.83
1995-04-14,,40.82,40.82
1995-04-15,,35.79,35.79
1995-04-16,,32.15,32.15
1995-04-17,,30.84,30.84
1995-04-18,,32.59,32.59
1995-04-19,,34.84,34.84
1995-04-20,,64.8,64.8
1995-04-21,,81.53,81.53
1995-04-22,,80.93,80.93
1995-04-23,,78.5,78.5
1995-04-24,,75.58,75.58
1995-04-25,,68.04,68.04
1995-04-26,,58.05,58.05
1995-04-27,,49.02,49.02
1995-04-28,,41.32,41.32
1995-04-29,,36.79,36.79
