,telemetrica,convencional,vazao
1995-04-30,,33.47,33.47
1995-05-01,,32.59,32.59
1995-05-02,,30.84,30.84
1995-05-03,,29.52,29.52
1995-05-04,,28.21,28.21
1995-05-05,,27.33,27.33
1995-05-06,,27.33,27.33
1995-05-07,,27.77,27.77
1995-05-08,,32.15,32.15
1995-05-09,,33.9,33.9
1995-05-10,,32.59,32.59
1995-05-11,,33.53,33.53
1995-05-12,,35.28,35.28
1995-05-13,,33.03,33.03
1995-05-14,,32.59,32.59
1995-05-15,,30.84,30.84
1995-05-16,,30.4,30.4
1995-05-17,,32.59,32.59
1995-05-18,,42.32,42.32
1995-05-19,,41.82,41.82
1995-05-20,,38.3,38.3
1995-05-21,,32.59,32.59
1995-05-22,,29.96,29.96
1995-05-23,,28.21,28.21
1995-05-24,,28.21,28.21
1995-05-25,,27.33,27.33
1995-05-26,,26.46,26.46
1995-05-27,,26.46,26.46
1995-05-28,,26.9,26.9
1995-05-29,,26.9,26.9
1995-05-30,,26.02,26.02
1995-05-31,,26.02,26.02
1995-06-01,,25.65,25.65
1995-06-02,,24.9,24.9
1995-06-03,,24.53,24.53
1995-06-04,,24.9,24.9
1995-06-05,,24.53,24.53
1995-06-06,,23.78,23.78
1995-06-07,,23.78,23.78
1995-06-08,,24.15,24.15
1995-06-09,,24.53,24.53
1995-06-10,,26.9,26.9
1995-06-11,,27.33,27.33
1995-06-12,,26.46,26.46
1995-06-13,,24.53,24.53
1995-06-14,,24.15,24.15
1995-06-15,,23.41,23.41
1995-06-16,,22.66,22.66
1995-06-17,,23.04,23.04
1995-06-18,,25.34,25.34
1995-06-19,,39.81,39.81
1995-06-20,,40.31,40.31
1995-06-21,,35.28,35.28
1995-06-22,,32.15,32.15
1995-06-23,,27.77,27.77
1995-06-24,,28.27,28.27
1995-06-25,,139.1,139.1
1995-06-26,,115.25,115.25
1995-06-27,,105.0,105.0
1995-06-28,,102.5,102.5
1995-06-29,,109.75,109.75
1995-06-30,,106.0,106.0
1995-07-01,,101.5,101.5
1995-07-02,,95.5,95.5
1995-07-03,,78.58,78.58
1995-07-04,,62.45,62.45
1995-07-05,,56.4,56.4
1995-07-06,,54.25,54.25
1995-07-07,,93.74,93.74
1995-07-08,,276.9,276.9
1995-07-09,,213.4,213.4
1995-07-10,,209.8,209.8
1995-07-11,,225.4,225.4
1995-07-12,,224.6,224.6
1995-07-13,,209.4,209.4
1995-07-14,,186.55,186.55
1995-07-15,,162.3,162.3
1995-07-16,,137.95,137.95
1995-07-17,,118.75,118.75
1995-07-18,,101.0,101.0
1995-07-19,,75.0,75.0
1995-07-20,,65.75,65.75
1995-07-21,,62.45,62.45
1995-07-22,,59.15,59.15
1995-07-23,,61.35,61.35
1995-07-24,,61.35,61.35
1995-07-25,,58.6,58.6
1995-07-26,,55.35,55.35
1995-07-27,,50.59,50.59
1995-07-28,,44.86,44.86
1995-07-29,,40.82,40.82
1995-07-30,,38.3,38.3
1995-07-31,,36.79,36.79
1995-08-01,,35.28,35.28
1995-08-02,,35.28,35.28
1995-08-03,,34.78,34.78
1995-08-04,,48.5,48.5
1995-08-05,,74.42,74.42
1995-08-06,,86.37,86.37
1995-08-07,,88.18,88.18
1995-08-08,,88.18,88.18
1995-08-09,,84.56,84.56
1995-08-10,,78.53,78.53
1995-08-11,,67.49,67.49
1995-08-12,,56.43,56.43
1995-08-13,,47.46,47.46
1995-08-14,,42.83,42.83
1995-08-15,,39.31,39.31
1995-08-16,,36.29,36.29
1995-08-17,,34.34,34.34
1995-08-18,,33.9,33.9
1995-08-19,,33.9,33.9
1995-08-20,,34.41,34.41
1995-08-21,,38.8,38.8
1995-08-22,,39.31,39.31
1995-08-23,,36.79,36.79
1995-08-24,,35.79,35.79
1995-08-25,,33.03,33.03
1995-08-26,,30.84,30.84
1995-08-27,,27.77,27.77
1995-08-28,,26.46,26.46
1995-08-29,,26.02,26.02
1995-08-30,,26.02,26.02
1995-08-31,,25.65,25.65
1995-09-01,,22.66,22.66
1995-09-02,,20.8,20.8
1995-09-03,,20.05,20.05
1995-09-04,,19.68,19.68
1995-09-05,,18.56,18.56
1995-09-06,,18.56,18.56
1995-09-07,,18.56,18.56
1995-09-08,,18.25,18.25
1995-09-09,,17.63,17.63
1995-09-10,,17.33,17.33
1995-09-11,,17.33,17.33
1995-09-12,,17.33,17.33
1995-09-13,,17.63,17.63
1995-09-14,,17.94,17.94
1995-09-15,,18.25,18.25
1995-09-16,,18.56,18.56
1995-09-17,,18.56,18.56
1995-09-18,,17.94,17.94
1995-09-19,,17.63,17.63
1995-09-20,,33.66,33.66
1995-09-21,,56.4,56.4
1995-09-22,,54.25,54.25
1995-09-23,,85.16,85.16
1995-09-24,,127.0,127.0
1995-09-25,,115.75,115.75
1995-09-26,,149.35,149.35
1995-09-27,,183.6,183.6
1995-09-28,,194.35,194.35
1995-09-29,,190.8,190.8
1995-09-30,,184.4,184.4
1995-10-01,,177.2,177.2
1995-10-02,,170.55,170.55
1995-10-03,,152.65,152.65
1995-10-04,,134.5,134.5
1995-10-05,,122.25,122.25
1995-10-06,,117.25,117.25
1995-10-07,,105.25,105.25
1995-10-08,,94.5,94.5
1995-10-09,,85.76,85.76
1995-10-10,,74.42,74.42
1995-10-11,,68.04,68.04
1995-10-12,,63.0,63.0
1995-10-13,,70.12,70.12
1995-10-14,,83.34,83.34
1995-10-15,,86.98,86.98
1995-10-16,,86.98,86.98
1995-10-17,,110.5,110.5
1995-10-18,,100.75,100.75
1995-10-19,,106.75,106.75
1995-10-20,,107.5,107.5
1995-10-21,,105.0,105.0
1995-10-22,,103.5,103.5
1995-10-23,,98.0,98.0
1995-10-24,,88.08,88.08
1995-10-25,,73.84,73.84
1995-10-26,,63.55,63.55
1995-10-27,,55.3,55.3
1995-10-28,,64.1,64.1
1995-10-29,,91.0,91.0
1995-10-30,,86.37,86.37
1995-10-31,,81.53,81.53
1995-11-01,,73.84,73.84
1995-11-02,,66.33,66.33
1995-11-03,,62.45,62.45
1995-11-04,,59.15,59.15
1995-11-05,,57.5,57.5
1995-11-06,,57.5,57.5
1995-11-07,,55.3,55.3
1995-11-08,,54.25,54.25
1995-11-09,,52.16,52.16
1995-11-10,,50.07,50.07
1995-11-11,,52.68,52.68
1995-11-12,,47.98,47.98
1995-11-13,,44.86,44.86
1995-11-14,,41.32,41.32
1995-11-15,,39.81,39.81
1995-11-16,,99.0,99.0
1995-11-17,,106.0,106.0
1995-11-18,,92.0,92.0
1995-11-19,,83.34,83.34
1995-11-20,,77.32,77.32
1995-11-21,,72.1,72.1
1995-11-22,,65.2,65.2
1995-11-23,,55.35,55.35
1995-11-24,,45.38,45.38
1995-11-25,,40.31,40.31
1995-11-26,,40.82,40.82
1995-11-27,,38.8,38.8
1995-11-28,,38.8,38.8
1995-11-29,,34.84,34.84
1995-11-30,,31.28,31.28
1995-12-01,,27.33,27.33
1995-12-02,,25.27,25.27
1995-12-03,,24.53,24.53
1995-12-04,,30.84,30.84
1995-12-05,,37.8,37.8
1995-12-06,,40.31,40.31
1995-12-07,,37.8,37.8
1995-12-08,,34.34,34.34
1995-12-09,,32.59,32.59
1995-12-10,,27.77,27.77
1995-12-11,,23.41,23.41
1995-12-12,,29.96,29.96
1995-12-13,,32.78,32.78
1995-12-14,,46.95,46.95
1995-12-15,,47.46,47.46
1995-12-16,,40.82,40.82
1995-12-17,,32.15,32.15
1995-12-18,,26.08,26.08
1995-12-19,,29.96,29.96
1995-12-20,,26.46,26.46
1995-12-21,,24.9,24.9
1995-12-22,,24.15,24.15
1995-12-23,,23.04,23.04
1995-12-24,,28.21,28.21
1995-12-25,,47.98,47.98
1995-12-26,,59.7,59.7
1995-12-27,,81.53,81.53
1995-12-28,,100.25,100.25
1995-12-29,,107.75,107.75
1995-12-30,,109.0,109.0
1995-12-31,,109.25,109.25
1996-01-01,,111.0,111.0
1996-01-02,,113.25,113.25
1996-01-03,,114.25,114.25
1996-01-04,,114.0,114.0
1996-01-05,,112.75,112.75
1996-01-06,,162.15,162.15
1996-01-07,,151.7,151.7
1996-01-08,,133.65,133.65
1996-01-09,,166.85,166.85
1996-01-10,,147.9,147.9
1996-01-11,,138.9,138.9
1996-01-12,,147.6,147.6
1996-01-13,,160.7,160.7
1996-01-14,,178.05,178.05
1996-01-15,,185.9,185.9
1996-01-16,,170.55,170.55
1996-01-17,,169.85,169.85
1996-01-18,,181.6,181.6
1996-01-19,,200.25,200.25
1996-01-20,,184.0,184.0
1996-01-21,,187.45,187.45
1996-01-22,,251.2,251.2
1996-01-23,,363.6,363.6
1996-01-24,,289.15,289.15
1996-01-25,,265.25,265.25
1996-01-26,,258.0,258.0
1996-01-27,,248.6,248.6
1996-01-28,,223.1,223.1
1996-01-29,,198.7,198.7
1996-01-30,,173.0,173.0
1996-01-31,,155.15,155.15
1996-02-01,,144.0,144.0
1996-02-02,,131.25,131.25
1996-02-03,,118.0,118.0
1996-02-04,,107.5,107.5
1996-02-05,,100.5,100.5
1996-02-06,,151.1,151.1
1996-02-07,,109.5,109.5
1996-02-08,,105.75,105.75
1996-02-09,,143.75,143.75
1996-02-10,,175.1,175.1
1996-02-11,,179.5,179.5
1996-02-12,,204.2,204.2
1996-02-13,,210.2,210.2
1996-02-14,,208.2,208.2
1996-02-15,,199.8,199.8
1996-02-16,,188.25,188.25
1996-02-17,,172.3,172.3
1996-02-18,,201.8,201.8
1996-02-19,,177.9,177.9
1996-02-20,,164.75,164.75
1996-02-21,,154.3,154.3
1996-02-22,,137.7,137.7
1996-02-23,,128.75,128.75
1996-02-24,,118.75,118.75
1996-02-25,,118.75,118.75
1996-02-26,,111.25,111.25
1996-02-27,,113.25,113.25
1996-02-28,,109.25,109.25
1996-02-29,,109.25,109.25
1996-03-01,,120.25,120.25
1996-03-02,,122.25,122.25
1996-03-03,,144.3,144.3
1996-03-04,,155.1,155.1
1996-03-05,,159.25,159.25
1996-03-06,,148.5,148.5
1996-03-07,,217.8,217.8
1996-03-08,,174.1,174.1
1996-03-09,,291.3,291.3
1996-03-10,,236.9,236.9
1996-03-11,,212.6,212.6
1996-03-12,,196.35,196.35
1996-03-13,,178.4,178.4
1996-03-14,,161.0,161.0
1996-03-15,,152.3,152.3
1996-03-16,,132.25,132.25
1996-03-17,,132.25,132.25
1996-03-18,,132.25,132.25
1996-03-19,,131.25,131.25
1996-03-20,,161.65,161.65
1996-03-21,,153.35,153.35
1996-03-22,,158.1,158.1
1996-03-23,,159.85,159.85
1996-03-24,,152.25,152.25
1996-03-25,,140.7,140.7
1996-03-26,,131.75,131.75
1996-03-27,,259.4,259.4
1996-03-28,,253.5,253.5
1996-03-29,,223.8,223.8
1996-03-30,,269.4,269.4
1996-03-31,,258.0,258.0
1996-04-01,,260.0,260.0
1996-04-02,,241.4,241.4
1996-04-03,,217.8,217.8
1996-04-04,,194.55,194.55
1996-04-05,,171.6,171.6
1996-04-06,,153.55,153.55
1996-04-07,,140.4,140.4
1996-04-08,,134.15,134.15
1996-04-09,,125.0,125.0
1996-04-10,,117.5,117.5
1996-04-11,,111.75,111.75
1996-04-12,,106.25,106.25
1996-04-13,,100.25,100.25
1996-04-14,,89.79,89.79
1996-04-15,,83.95,83.95
1996-04-16,,82.74,82.74
1996-04-17,,79.11,79.11
1996-04-18,,74.42,74.42
1996-04-19,,69.2,69.2
1996-04-20,,63.55,63.55
1996-04-21,,59.7,59.7
1996-04-22,,56.4,56.4
1996-04-23,,53.73,53.73
1996-04-24,,52.16,52.16
1996-04-25,,49.55,49.55
1996-04-26,,46.93,46.93
1996-04-27,,45.89,45.89
1996-04-28,,46.93,46.93
1996-04-29,,47.98,47.98
1996-04-30,,48.5,48.5
1996-05-01,,49.02,49.02
1996-05-02,,48.5,48.5
1996-05-03,,47.46,47.46
1996-05-04,,46.41,46.41
1996-05-05,,44.34,44.34
1996-05-06,,43.83,43.83
1996-05-07,,41.32,41.32
1996-05-08,,40.31,40.31
1996-05-09,,39.31,39.31
1996-05-10,,37.8,37.8
1996-05-11,,37.3,37.3
1996-05-12,,35.79,35.79
1996-05-13,,34.78,34.78
1996-05-14,,33.9,33.9
1996-05-15,,32.59,32.59
1996-05-16,,32.15,32.15
1996-05-17,,31.71,31.71
1996-05-18,,32.15,32.15
1996-05-19,,31.71,31.71
1996-05-20,,31.28,31.28
1996-05-21,,31.28,31.28
1996-05-22,,31.28,31.28
1996-05-23,,31.28,31.28
1996-05-24,,30.84,30.84
1996-05-25,,29.52,29.52
1996-05-26,,29.09,29.09
1996-05-27,,28.21,28.21
1996-05-28,,27.33,27.33
1996-05-29,,26.9,26.9
1996-05-30,,26.46,26.46
1996-05-31,,25.65,25.65
1996-06-01,,28.65,28.65
1996-06-02,,40.31,40.31
1996-06-03,,39.81,39.81
1996-06-04,,35.79,35.79
1996-06-05,,33.47,33.47
1996-06-06,,32.15,32.15
1996-06-07,,32.15,32.15
1996-06-08,,33.03,33.03
1996-06-09,,30.84,30.84
1996-06-10,,28.21,28.21
1996-06-11,,25.65,25.65
1996-06-12,,25.27,25.27
1996-06-13,,25.27,25.27
1996-06-14,,25.27,25.27
1996-06-15,,25.27,25.27
1996-06-16,,26.15,26.15
1996-06-17,,40.59,40.59
1996-06-18,,71.52,71.52
1996-06-19,,70.36,70.36
1996-06-20,,66.33,66.33
1996-06-21,,59.7,59.7
1996-06-22,,51.64,51.64
1996-06-23,,42.32,42.32
1996-06-24,,34.34,34.34
1996-06-25,,31.28,31.28
1996-06-26,,30.4,30.4
1996-06-27,,43.97,43.97
1996-06-28,,64.1,64.1
1996-06-29,,69.78,69.78
1996-06-30,,76.74,76.74
1996-07-01,,76.74,76.74
1996-07-02,,72.68,72.68
1996-07-03,,69.2,69.2
1996-07-04,,63.0,63.0
1996-07-05,,59.7,59.7
1996-07-06,,53.21,53.21
1996-07-07,,72.08,72.08
1996-07-08,,110.75,110.75
1996-07-09,,139.2,139.2
1996-07-10,,147.6,147.6
1996-07-11,,141.9,141.9
1996-07-12,,143.7,143.7
1996-07-13,,141.6,141.6
1996-07-14,,133.75,133.75
1996-07-15,,123.5,123.5
1996-07-16,,113.5,113.5
1996-07-17,,104.0,104.0
1996-07-18,,86.16,86.16
1996-07-19,,65.23,65.23
1996-07-20,,54.78,54.78
1996-07-21,,50.07,50.07
1996-07-22,,46.41,46.41
1996-07-23,,44.34,44.34
1996-07-24,,42.32,42.32
1996-07-25,,40.31,40.31
1996-07-26,,40.31,40.31
1996-07-27,,41.32,41.32
1996-07-28,,41.32,41.32
1996-07-29,,40.31,40.31
1996-07-30,,38.8,38.8
1996-07-31,,36.79,36.79
1996-08-01,,34.34,34.34
1996-08-02,,32.59,32.59
1996-08-03,,31.71,31.71
1996-08-04,,30.4,30.4
1996-08-05,,30.4,30.4
1996-08-06,,29.96,29.96
1996-08-07,,29.52,29.52
1996-08-08,,29.52,29.52
1996-08-09,,30.4,30.4
1996-08-10,,74.42,74.42
1996-08-11,,81.53,81.53
1996-08-12,,82.74,82.74
1996-08-13,,79.72,79.72
1996-08-14,,99.29,99.29
1996-08-15,,109.0,109.0
1996-08-16,,101.75,101.75
1996-08-17,,100.25,100.25
1996-08-18,,100.0,100.0
1996-08-19,,96.5,96.5
1996-08-20,,92.0,92.0
1996-08-21,,79.72,79.72
1996-08-22,,61.9,61.9
1996-08-23,,50.59,50.59
1996-08-24,,44.34,44.34
1996-08-25,,39.81,39.81
1996-08-26,,37.3,37.3
1996-08-27,,34.78,34.78
1996-08-28,,35.79,35.79
1996-08-29,,37.8,37.8
1996-08-30,,35.28,35.28
1996-08-31,,33.9,33.9
1996-09-01,,47.48,47.48
1996-09-02,,57.5,57.5
1996-09-03,,87.23,87.23
1996-09-04,,108.0,108.0
1996-09-05,,102.5,102.5
1996-09-06,,98.0,98.0
1996-09-07,,95.5,95.5
1996-09-08,,107.25,107.25
1996-09-09,,138.75,138.75
1996-09-10,,132.95,132.95
1996-09-11,,130.75,130.75
1996-09-12,,129.75,129.75
1996-09-13,,136.25,136.25
1996-09-14,,138.9,138.9
1996-09-15,,133.3,133.3
1996-09-16,,126.75,126.75
1996-09-17,,122.75,122.75
1996-09-18,,110.5,110.5
1996-09-19,,101.5,101.5
1996-09-20,,89.79,89.79
1996-09-21,,76.76,76.76
1996-09-22,,68.04,68.04
1996-09-23,,60.25,60.25
1996-09-24,,54.25,54.25
1996-09-25,,77.34,77.34
1996-09-26,,82.74,82.74
1996-09-27,,80.32,80.32
1996-09-28,,92.72,92.72
1996-09-29,,104.0,104.0
1996-09-30,,104.75,104.75
1996-10-01,,101.0,101.0
1996-10-02,,97.5,97.5
1996-10-03,,102.25,102.25
1996-10-04,,106.0,106.0
1996-10-05,,104.0,104.0
1996-10-06,,105.5,105.5
1996-10-07,,106.0,106.0
1996-10-08,,106.5,106.5
1996-10-09,,103.75,103.75
1996-10-10,,100.25,100.25
1996-10-11,,94.5,94.5
1996-10-12,,92.22,92.22
1996-10-13,,112.25,112.25
1996-10-14,,113.75,113.75
1996-10-15,,105.0,105.0
1996-10-16,,99.25,99.25
1996-10-17,,92.0,92.0
1996-10-18,,82.74,82.74
1996-10-19,,143.26,143.26
1996-10-20,,149.1,149.1
1996-10-21,,142.2,142.2
1996-10-22,,137.4,137.4
1996-10-23,,153.15,153.15
1996-10-24,,158.25,158.25
1996-10-25,,167.3,167.3
1996-10-26,,165.8,165.8
1996-10-27,,172.65,172.65
1996-10-28,,166.35,166.35
1996-10-29,,170.2,170.2
1996-10-30,,165.45,165.45
1996-10-31,,154.1,154.1
1996-11-01,,157.9,157.9
1996-11-02,,139.5,139.5
1996-11-03,,133.25,133.25
1996-11-04,,128.5,128.5
1996-11-05,,120.0,120.0
1996-11-06,,112.25,112.25
1996-11-07,,105.5,105.5
1996-11-08,,101.5,101.5
1996-11-09,,92.0,92.0
1996-11-10,,79.11,79.11
1996-11-11,,83.34,83.34
1996-11-12,,88.79,88.79
1996-11-13,,97.5,97.5
1996-11-14,,120.0,120.0
1996-11-15,,145.5,145.5
1996-11-16,,143.1,143.1
1996-11-17,,155.1,155.1
1996-11-18,,152.8,152.8
1996-11-19,,148.8,148.8
1996-11-20,,147.3,147.3
1996-11-21,,143.4,143.4
1996-11-22,,134.6,134.6
1996-11-23,,125.5,125.5
1996-11-24,,115.75,115.75
1996-11-25,,106.0,106.0
1996-11-26,,95.5,95.5
1996-11-27,,80.93,80.93
1996-11-28,,69.78,69.78
1996-11-29,,63.0,63.0
1996-11-30,,57.5,57.5
1996-12-01,,53.73,53.73
1996-12-02,,50.59,50.59
1996-12-03,,55.85,55.85
1996-12-04,,65.2,65.2
1996-12-05,,66.91,66.91
1996-12-06,,68.62,68.62
1996-12-07,,68.62,68.62
1996-12-08,,68.04,68.04
1996-12-09,,63.0,63.0
1996-12-10,,56.4,56.4
1996-12-11,,90.98,90.98
1996-12-12,,109.0,109.0
1996-12-13,,122.25,122.25
1996-12-14,,120.75,120.75
1996-12-15,,119.5,119.5
1996-12-16,,123.25,123.25
1996-12-17,,124.0,124.0
1996-12-18,,117.5,117.5
1996-12-19,,109.0,109.0
1996-12-20,,117.25,117.25
1996-12-21,,105.75,105.75
1996-12-22,,251.25,251.25
1996-12-23,,277.7,277.7
1996-12-24,,227.75,227.75
1996-12-25,,210.2,210.2
1996-12-26,,197.8,197.8
1996-12-27,,191.1,191.1
1996-12-28,,198.25,198.25
1996-12-29,,265.7,265.7
1996-12-30,,253.6,253.6
1996-12-31,,244.1,244.1
1997-01-01,,229.3,229.3
1997-01-02,,215.4,215.4
1997-01-03,,198.2,198.2
1997-01-04,,180.25,180.25
1997-01-05,,161.35,161.35
1997-01-06,,186.55,186.55
1997-01-07,,156.2,156.2
1997-01-08,,128.5,128.5
1997-01-09,,120.0,120.0
1997-01-10,,135.55,135.55
1997-01-11,,117.25,117.25
1997-01-12,,128.5,128.5
1997-01-13,,125.25,125.25
1997-01-14,,120.75,120.75
1997-01-15,,127.25,127.25
1997-01-16,,121.75,121.75
1997-01-17,,116.75,116.75
1997-01-18,,111.25,111.25
1997-01-19,,103.0,103.0
1997-01-20,,104.25,104.25
1997-01-21,,330.9,330.9
1997-01-22,,308.4,308.4
1997-01-23,,336.45,336.45
1997-01-24,,347.2,347.2
1997-01-25,,335.05,335.05
1997-01-26,,332.6,332.6
1997-01-27,,345.4,345.4
1997-01-28,,355.05,355.05
1997-01-29,,351.2,351.2
1997-01-30,,340.0,340.0
1997-01-31,,323.8,323.8
1997-02-01,,295.4,295.4
1997-02-02,,313.6,313.6
1997-02-03,,292.0,292.0
1997-02-04,,273.0,273.0
1997-02-05,,232.05,232.05
1997-02-06,,201.0,201.0
1997-02-07,,174.05,174.05
1997-02-08,,152.7,152.7
1997-02-09,,136.8,136.8
1997-02-10,,132.5,132.5
1997-02-11,,139.5,139.5
1997-02-12,,132.9,132.9
1997-02-13,,154.95,154.95
1997-02-14,,152.75,152.75
1997-02-15,,159.6,159.6
1997-02-16,,195.5,195.5
1997-02-17,,238.25,238.25
1997-02-18,,217.8,217.8
1997-02-19,,200.2,200.2
1997-02-20,,192.55,192.55
1997-02-21,,177.2,177.2
1997-02-22,,162.3,162.3
1997-02-23,,144.6,144.6
1997-02-24,,138.45,138.45
1997-02-25,,129.5,129.5
1997-02-26,,146.2,146.2
1997-02-27,,123.75,123.75
1997-02-28,,114.25,114.25
1997-03-01,,106.75,106.75
1997-03-02,,101.5,101.5
1997-03-03,,93.5,93.5
1997-03-04,,86.98,86.98
1997-03-05,,93.06,93.06
1997-03-06,,112.75,112.75
1997-03-07,,102.75,102.75
1997-03-08,,98.5,98.5
1997-03-09,,98.0,98.0
1997-03-10,,100.5,100.5
1997-03-11,,102.75,102.75
1997-03-12,,102.0,102.0
1997-03-13,,97.0,97.0
1997-03-14,,89.9,89.9
1997-03-15,,102.0,102.0
1997-03-16,,89.29,89.29
1997-03-17,,81.53,81.53
1997-03-18,,74.42,74.42
1997-03-19,,66.91,66.91
1997-03-20,,59.7,59.7
1997-03-21,,54.25,54.25
1997-03-22,,51.12,51.12
1997-03-23,,48.5,48.5
1997-03-24,,45.36,45.36
1997-03-25,,42.83,42.83
1997-03-26,,42.83,42.83
1997-03-27,,42.83,42.83
1997-03-28,,40.82,40.82
1997-03-29,,37.8,37.8
1997-03-30,,35.28,35.28
1997-03-31,,34.78,34.78
1997-04-01,,34.78,34.78
1997-04-02,,37.8,37.8
1997-04-03,,39.81,39.81
1997-04-04,,37.3,37.3
1997-04-05,,42.83,42.83
1997-04-06,,41.32,41.32
1997-04-07,,36.79,36.79
1997-04-08,,34.34,34.34
1997-04-09,,33.03,33.03
1997-04-10,,33.03,33.03
1997-04-11,,32.59,32.59
1997-04-12,,31.28,31.28
1997-04-13,,30.84,30.84
1997-04-14,,29.09,29.09
1997-04-15,,27.33,27.33
1997-04-16,,26.9,26.9
1997-04-17,,27.33,27.33
1997-04-18,,45.36,45.36
1997-04-19,,42.32,42.32
1997-04-20,,39.81,39.81
1997-04-21,,41.32,41.32
1997-04-22,,39.81,39.81
1997-04-23,,34.84,34.84
1997-04-24,,31.71,31.71
1997-04-25,,29.09,29.09
1997-04-26,,27.77,27.77
1997-04-27,,26.46,26.46
1997-04-28,,25.27,25.27
1997-04-29,,23.78,23.78
1997-04-30,,23.41,23.41
1997-05-01,,23.04,23.04
1997-05-02,,23.04,23.04
1997-05-03,,22.29,22.29
1997-05-04,,21.54,21.54
1997-05-05,,21.54,21.54
1997-05-06,,21.54,21.54
1997-05-07,,21.17,21.17
1997-05-08,,21.54,21.54
1997-05-09,,21.54,21.54
1997-05-10,,20.8,20.8
1997-05-11,,20.8,20.8
1997-05-12,,20.42,20.42
1997-05-13,,19.68,19.68
1997-05-14,,19.3,19.3
1997-05-15,,19.3,19.3
1997-05-16,,19.3,19.3
1997-05-17,,19.3,19.3
1997-05-18,,19.68,19.68
1997-05-19,,20.8,20.8
1997-05-20,,20.8,20.8
1997-05-21,,20.8,20.8
1997-05-22,,26.59,26.59
1997-05-23,,37.8,37.8
1997-05-24,,39.81,39.81
1997-05-25,,33.03,33.03
1997-05-26,,31.28,31.28
1997-05-27,,30.84,30.84
1997-05-28,,33.97,33.97
1997-05-29,,44.88,44.88
1997-05-30,,47.46,47.46
1997-05-31,,40.31,40.31
1997-06-01,,33.9,33.9
1997-06-02,,29.52,29.52
1997-06-03,,26.08,26.08
1997-06-04,,25.27,25.27
1997-06-05,,25.27,25.27
1997-06-06,,25.65,25.65
1997-06-07,,26.9,26.9
1997-06-08,,25.27,25.27
1997-06-09,,22.66,22.66
1997-06-10,,19.68,19.68
1997-06-11,,20.05,20.05
1997-06-12,,20.05,20.05
1997-06-13,,21.54,21.54
1997-06-14,,24.53,24.53
1997-06-15,,36.42,36.42
1997-06-16,,42.83,42.83
1997-06-17,,37.3,37.3
1997-06-18,,31.28,31.28
1997-06-19,,27.33,27.33
1997-06-20,,54.97,54.97
1997-06-21,,69.2,69.2
1997-06-22,,64.65,64.65
1997-06-23,,53.76,53.76
1997-06-24,,42.32,42.32
1997-06-25,,35.35,35.35
1997-06-26,,31.28,31.28
1997-06-27,,43.64,43.64
1997-06-28,,83.95,83.95
1997-06-29,,97.5,97.5
1997-06-30,,132.6,132.6
1997-07-01,,120.0,120.0
1997-07-02,,117.5,117.5
1997-07-03,,119.5,119.5
1997-07-04,,120.0,120.0
1997-07-05,,115.5,115.5
1997-07-06,,107.0,107.0
1997-07-07,,97.75,97.75
1997-07-08,,72.68,72.68
1997-07-09,,55.35,55.35
1997-07-10,,47.98,47.98
1997-07-11,,42.83,42.83
1997-07-12,,39.81,39.81
1997-07-13,,37.3,37.3
1997-07-14,,34.78,34.78
1997-07-15,,32.59,32.59
1997-07-16,,31.71,31.71
1997-07-17,,31.71,31.71
1997-07-18,,49.61,49.61
1997-07-19,,58.6,58.6
1997-07-20,,58.6,58.6
1997-07-21,,66.33,66.33
1997-07-22,,75.58,75.58
1997-07-23,,75.0,75.0
1997-07-24,,71.52,71.52
1997-07-25,,64.65,64.65
1997-07-26,,56.95,56.95
1997-07-27,,49.02,49.02
1997-07-28,,42.83,42.83
1997-07-29,,37.3,37.3
1997-07-30,,34.34,34.34
1997-07-31,,32.59,32.59
1997-08-01,,31.28,31.28
1997-08-02,,30.84,30.84
1997-08-03,,31.28,31.28
1997-08-04,,34.34,34.34
1997-08-05,,36.79,36.79
1997-08-06,37.225002,39.31,39.31
1997-08-07,42.0225,44.86,44.86
1997-08-08,43.98639,45.36,45.36
1997-08-09,40.09432,41.32,41.32
1997-08-10,35.18125,36.79,36.79
1997-08-11,31.573437,32.59,32.59
1997-08-12,29.135626,29.96,29.96
1997-08-13,27.74,29.09,29.09
1997-08-14,27.223438,28.65,28.65
1997-08-15,26.274376,26.9,26.9
1997-08-16,25.289062,26.02,26.02
1997-08-17,24.695312,25.27,25.27
1997-08-18,23.6875,24.15,24.15
1997-08-19,22.794271,23.41,23.41
1997-08-20,22.4375,23.04,23.04
1997-08-21,33.74323,37.8,37.8
1997-08-22,64.25083,72.15,72.15
1997-08-23,97.84979,99.75,99.75
1997-08-24,115.375,119.5,119.5
1997-08-25,118.55729,118.0,118.0
1997-08-26,108.010414,107.25,107.25
1997-08-27,102.84896,102.75,102.75
1997-08-28,99.760414,99.75,99.75
1997-08-29,93.126144,93.0,93.0
1997-08-30,79.33719,77.39,77.39
1997-08-31,59.2375,57.53,57.53
1997-09-01,46.049168,45.89,45.89
1997-09-02,38.59271,38.8,38.8
1997-09-03,34.52448,34.84,34.84
1997-09-04,31.664062,32.59,32.59
1997-09-05,30.322813,31.28,31.28
1997-09-06,30.313751,31.28,31.28
1997-09-07,30.241251,31.28,31.28
1997-09-08,28.215782,29.96,29.96
1997-09-09,26.400938,27.77,27.77
1997-09-10,25.398438,26.46,26.46
