,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
1410,19884391,SABARÁ - Ravena,CEMADEN,P,-43.906,-19.885,,2014-08-04
1411,21414267,CATAGUASES - Taquara Preta,CEMADEN,P,-42.672,-21.407,,2014-08-04
1412,21114417,TIRADENTES - Parque das Abelhas,CEMADEN,P,-44.166,-21.107,,2014-08-04
1413,20494077,MARECHAL FLORIANO - Araguaia,CEMADEN,P,-40.77155,-20.4907,,
1414,20414349,OURO PRETO - Rodovia Melo Frando,CEMADEN,P,-43.49,-20.407,,2014-08-04
1415,20954381,CARANDAÍ - Centro,CEMADEN,P,-43.807,-20.953,,2014-08-04
1416,26924979,WITMARSUM - Vila Nova,CEMADEN,P,-49.788,-26.918,,2014-07-25
1417,21454357,SANTOS DUMONT - Nossa Senhora da Gloria,CEMADEN,P,-43.566,-21.454,,2014-08-04
1418,20784168,GUAÇUÍ - Antonio E. Moreira,CEMADEN,P,-41.685,-20.78,,2014-08-06
1419,29965172,SÃO JERÔNIMO - Centro,CEMADEN,P,-51.716,-29.959,,2014-07-29
1420,20514386,CONGONHAS - Alto do Cruzeiro,CEMADEN,P,-43.858,-20.513,,2014-08-04
1421,22344232,NOVA FRIBURGO - Lumiar,CEMADEN,P,-42.327,-22.348,,2014-08-06
1422,21874270,ALÉM PARAÍBA - Jardim Paraíso,CEMADEN,P,-42.698,-21.872,,2014-08-04
1423,8803563,XEXÉU - Centro,CEMADEN,P,-35.627,-8.805,,2015-02-05
1424,12893834,LAURO DE FREITAS - Itinga,CEMADEN,P,-38.336,-12.892,,2015-02-05
1425,22174291,SÃO JOSÉ DO VALE DO RIO PRETO - Estrada do Oirindi,CEMADEN,P,-42.907,-22.172,,2015-02-05
1426,22804363,SEROPÉDICA - Dom Bosco,CEMADEN,P,-43.637,-22.806,,2014-08-06
1427,21844257,CARMO - RJ 158 km10,CEMADEN,P,-42.579,-21.844,,2014-08-06
1428,22664328,DUQUE DE CAXIAS - São Judas Tadeu,CEMADEN,P,-43.285,-22.661,,2014-08-06
1429,22784302,SÃO GONÇALO - Fazenda dos Mineiros,CEMADEN,P,-43.027,-22.781,,2014-08-06
1430,22544320,PETRÓPOLIS - Independência2,CEMADEN,P,-43.209,-22.548,,2014-08-06
1431,22754284,ITABORAÍ - Nova Cidade,CEMADEN,P,-42.847,-22.755,,2014-08-06
1432,22424305,PETRÓPOLIS - Estrada Petrópolis/Teresópolis,CEMADEN,P,-43.058,-22.428,,2014-08-06
1433,21684344,JUIZ DE FORA - Ponte Preta,CEMADEN,P,-43.436,-21.677,,2014-08-04
1434,23744534,ILHABELA - Armação,CEMADEN,P,-45.345,-23.74,,2014-07-27
1435,20014422,BETIM - Casa Amarela,CEMADEN,P,-44.222,-20.013,,2014-08-04
1436,21264381,BARBACENA - Rodrigo Silva,CEMADEN,P,-43.806,-21.256,,2014-08-04
1437,19854365,CAETÉ - Penedia,CEMADEN,P,-43.649,-19.846,,2014-08-04
1438,22764628,EXTREMA - extrema02,CEMADEN,P,-46.284,-22.765,,2014-08-04
1439,20004409,IBIRITÉ - Jardim das Rosas,CEMADEN,P,-44.091,-19.996,,2014-08-04
1440,21104297,UBÁ - Otacilio Coutinho,CEMADEN,P,-42.971,-21.096,,2014-08-04
1441,22744561,CAMPOS DO JORDÃO - Vila Abernessia,CEMADEN,P,-45.595,-22.742,,2014-07-25
1442,29465181,TEUTÔNIA - Arroio Boa Vista,CEMADEN,H,-51.80812,-29.46732,,2016-08-21
1443,12893835,LAURO DE FREITAS - Itinga2,CEMADEN,P,-38.353,-12.89,,2015-04-07
1444,22704603,CAMANDUCAIA - São Mateus,CEMADEN,P,-46.03481,-22.70473,,2015-02-05
1445,23324659,MAIRIPORÃ - Vila Nova Juqueri,CEMADEN,P,-46.58595,-23.32171,,2015-02-05
1446,7033928,CARIRIAÇU - CARIRIACU,CEMADEN,P,-39.2841,-7.03187,,
1447,25854940,Quitandinha,Águas Paraná,H,-49.52617,-25.85582,,2014-02-20
1448,25544941,Olaria Pioli,Águas Paraná,H,-49.41009,-25.5474,906.0,2016-03-23
1449,23594630,SUZANO - TabaMarajoara,CEMADEN,P,-46.30472,-23.58781,,2015-02-05
1450,8093497,JABOATÃO DOS GUARARAPES - Cavaleiro,CEMADEN,P,-34.971,-8.096,,2014-08-11
1451,22474403,ROSÁRIO - SAÍDA_TÚNEL,LIGHT,F,-44.0503,-22.7911,,
1452,19824026,ARACRUZ - Rod. Primo Bitti,CEMADEN,P,-40.263,-19.826,,2014-08-06
1453,8523572,BONITO - BONITO 2 - APAC,CEMADEN,P,-35.72354,-8.5272,,
1454,23324623,SANTA ISABEL - Recanto imperial,CEMADEN,P,-46.225,-23.315,,2015-02-05
1455,23344613,GUARAREMA - Lambari,CEMADEN,P,-46.13111,-23.3384,,2015-02-05
1456,22714345,NOVA IGUAÇU - Jardim Ocidental,CEMADEN,P,-43.455,-22.709,,2015-02-05
1457,20774168,GUAÇUÍ - Morro do Cristo,CEMADEN,P,-41.672,-20.772,,2014-08-06
1458,15853887,BELMONTE - Centro,CEMADEN,P,-38.877,-15.858,,2014-08-06
1459,22934312,NITERÓI - Jurujuba,CEMADEN,P,-43.116,-22.932,,2015-02-05
1460,4853780,JAGUARUANA - Cardeais,CEMADEN,P,-37.804,-4.851,,2014-08-12
1461,21194780,RIBEIRÃO PRETO - Ribeirao Preto,CEMADEN,H,-47.79766,-21.19022,,2016-11-10
1462,6343537,VÁRZEA - Varzea,CEMADEN,P,-35.376,-6.347,,2014-08-11
1463,22724373,SEROPÉDICA - Santa Sofia,CEMADEN,P,-43.731,-22.721,,2014-08-06
1464,22364311,PETRÓPOLIS - Itaipava2,CEMADEN,P,-43.112,-22.369,,2014-08-06
1465,20264042,CARIACICA - Areinha,CEMADEN,P,-40.425,-20.262,,2014-08-07
1466,20824114,CACHOEIRO DE ITAPEMIRIM - Coramara,CEMADEN,P,-41.142,-20.828,,2014-08-07
1467,22804329,DUQUE DE CAXIAS - Parque Duque,CEMADEN,P,-43.293,-22.801,,2014-08-11
1468,22654299,GUAPIMIRIM - Vale das Pedrinhas,CEMADEN,P,-42.993,-22.655,,2014-08-06
1469,22814299,SÃO GONÇALO - Vila Três,CEMADEN,P,-42.996,-22.818,,2014-08-06
1470,22464265,CACHOEIRAS DE MACACU - Centro,CEMADEN,P,-42.654,-22.463,,2014-08-06
1471,22404309,PETRÓPOLIS - Vila Constância,CEMADEN,P,-43.097,-22.401,,2014-08-06
1472,22064206,TRAJANO DE MORAES - Sede Defesa Civil,CEMADEN,P,-42.068,-22.064,,2014-08-06
1473,22404295,TERESÓPOLIS - Fonte Santa,CEMADEN,P,-42.955,-22.4,,2014-08-06
1474,22764290,ITABORAÍ - Vale do Sol,CEMADEN,P,-42.904,-22.761,,2014-08-06
1475,10883706,ARACAJU - Aracaju04,CEMADEN,P,-37.05567,-10.88691,,2017-03-01
1476,20314032,VITÓRIA - Romão,CEMADEN,P,-40.322,-20.313,,2015-07-08
1477,26155302,Eta Marmeleiro,Águas Paraná,H,-53.02388,-26.15827,625.0,2013-07-15
1478,23514678,OSASCO - Rochdale,CEMADEN,P,-46.776,-23.507,,2015-02-05
1479,22284250,NOVA FRIBURGO - Nova Suiça,CEMADEN,P,-42.498,-22.279,,2015-02-05
1480,22734295,ITABORAÍ - Itambi,CEMADEN,P,-42.946,-22.728,,2015-02-05
1481,4054447,SÃO MATEUS DO MARANHÃO - Casa particular,CEMADEN,P,-44.47239,-4.05466,,2016-06-24
1482,23484744,SOROCABA - Sorocaba,CEMADEN,H,-47.4519,-23.5015,,2014-10-16
1483,7973487,OLINDA - Tabajara,CEMADEN,P,-34.868,-7.973,,2015-02-05
1484,23704811,ITAPETININGA - Conceição,CEMADEN,P,-48.106,-23.704,,2014-12-03
1485,23484796,ITAPETININGA - Bairro do Alto,CEMADEN,P,-47.957,-23.482,,2014-12-03
1486,6143986,CATARINA - CATARINA,CEMADEN,P,-39.86939,-6.14433,,
1487,7313814,Itaporanga,Inmet,M,-38.14084,-7.31846,292.0,2017-11-03
1488,25484919,Ponte BR 277,Águas Paraná,H,-49.19011,-25.48353,,2016-05-18
1489,25524921,Cidade Jardim,Águas Paraná,H,-49.21472,-25.52456,906.0,2013-08-29
1490,20144421,BRUMADINHO - Centro,CEMADEN,P,-44.198,-20.142,,2014-08-05
1491,23054424,ANGRA DOS REIS - Ponta Leste,CEMADEN,P,-44.243,-23.052,,2014-08-06
1492,20214028,SERRA - Carapina Grande,CEMADEN,P,-40.281,-20.219,,2014-08-06
1493,12933848,SALVADOR - EMBASA-Alto do Peru,CEMADEN,P,-38.485,-12.938,,2014-08-06
1494,23094623,PIRACAIA - Pião,CEMADEN,P,-46.236,-23.095,,2014-08-13
1495,20074112,AFONSO CLÁUDIO - Afonso Cláudio,CEMADEN,P,-41.12405,-20.07828,,2014-08-06
1496,22354294,TERESÓPOLIS - Tres Corregos,CEMADEN,P,-42.944,-22.353,,2014-08-06
1497,9643573,MACEIÓ - Farol,CEMADEN,P,-35.735,-9.641,,2014-08-11
1498,22274295,TERESÓPOLIS - Est.RioBahia,CEMADEN,P,-42.958,-22.273,,2014-08-06
1499,23324472,PARATY - BR101 - km588,CEMADEN,P,-44.727,-23.32,,2014-08-06
1500,22724272,TANGUÁ - CEDAE,CEMADEN,P,-42.727,-22.725,,2014-08-10
1501,18434098,ÁGUA DOCE DO NORTE - Bom destino,CEMADEN,P,-40.984,-18.431,,2014-08-11
1502,22884312,NITERÓI - Visconde de Itaboraí,CEMADEN,P,-43.123,-22.882,,2014-08-06
1503,22294258,NOVA FRIBURGO - Cardinot,CEMADEN,P,-42.588,-22.297,,2014-08-06
1504,22734283,ITABORAÍ - Venda das Pedras,CEMADEN,P,-42.83,-22.732,,2014-08-06
1505,22054252,DUAS BARRAS - EMATER,CEMADEN,P,-42.522,-22.051,,2014-08-06
1506,22284272,TERESÓPOLIS - Vieira2,CEMADEN,P,-42.723,-22.282,,2014-08-06
1507,22554321,PETRÓPOLIS - Independência,CEMADEN,P,-43.21,-22.55,,2014-08-06
1508,22624323,DUQUE DE CAXIAS - Taquara,CEMADEN,P,-43.235,-22.621,,2014-08-06
1509,22644365,JAPERI - Estrada Ary Schivo,CEMADEN,P,-43.65,-22.64,,2014-08-06
1510,8763567,PALMARES - SANTO ANTÔNIO DOS PALMARES - APAC,CEMADEN,P,-35.675,-8.76139,,
1511,21134236,MURIAÉ - Centro4,CEMADEN,P,-42.361,-21.132,,2014-08-04
1512,25405259,PCH Arturo Andreoli Flor da Serra,PCH Arturo Andreoli,H,-52.5901,-25.4055,382.0,2015-09-01
1513,25525251,PCH Arturo Andreoli Rio Santana,PCH Arturo Andreoli,H,-52.5146,-25.5256,438.0,2015-09-01
1514,5494746,IMPERATRIZ - Unidade de Saude da Vila Cafeteira,CEMADEN,P,-47.46031,-5.49248,,2016-07-14
1515,18894199,GOVERNADOR VALADARES - Caravelas,CEMADEN,P,-41.988,-18.89,,2014-12-02
1516,20794936,SÃO JOSÉ DO RIO PRETO - Jardim Nazareth,CEMADEN,P,-49.36,-20.785,,2015-02-05
1517,31435798,Salto,Inmet,M,-57.98083,-31.43889,41.0,2016-02-19
1518,25534884,Estrada Anhaia,Simepar,P,-48.84667,-25.53647,51.0,2013-03-01
1519,25534885,Rio do Pinto,Simepar,H,-48.84667,-25.53639,51.0,2013-12-23
1520,21124235,MURIAÉ - Rua Coronel P. Sobrinho,CEMADEN,P,-42.352,-21.127,,2014-08-04
1521,21394271,CATAGUASES - Dico Leite,CEMADEN,P,-42.706,-21.394,,2014-08-04
1522,25325149,Salto Curucaca,ELEJOR,H,-51.81917,-25.53636,762.0,2006-07-27
1523,25495222,PCH Cavernoso II - Jusante,PCH Cavernoso II,H,-52.22731,-25.495,0.0,2012-05-30
1524,19504091,UHE Mascarenhas - Barragem,Mascarenhas,H,-40.91841,-19.50054,,2009-10-25
1525,6463903,CEDRO - CEDRO,CEMADEN,P,-39.03506,-6.46264,,
1526,29815116,SAPUCAIA DO SUL - Colonial,CEMADEN,H,-51.162,-29.8126,,2014-08-12
1527,24565023,PCH Salto Mauá Montante,Klabin,H,-50.3908,-24.9475,759.0,2003-07-24
1528,20554124,CASTELO - Garage,CEMADEN,P,-41.249,-20.555,,2014-08-06
1529,19814085,ITAGUAÇU - Otto Luis Hofman,CEMADEN,P,-40.859,-19.812,,2014-08-06
1530,5753526,NATAL - N. S. da Apresentação,CEMADEN,P,-35.268,-5.751,,2014-08-11
1531,5193736,MOSSORÓ - Rua Candido Barros,CEMADEN,P,-37.369,-5.197,,2014-08-11
1532,8093498,JABOATÃO DOS GUARARAPES - Cavaleiro2,CEMADEN,P,-34.97,-8.09,,2014-08-11
1533,22654303,MAGÉ - Centro,CEMADEN,P,-43.037,-22.656,,2014-08-06
1534,22074240,DUAS BARRAS - Distrito de Monnerat,CEMADEN,P,-42.404,-22.075,,2014-08-06
1535,22774332,DUQUE DE CAXIAS - Jardim Olavo Bilac,CEMADEN,P,-43.327,-22.775,,2014-08-06
1536,22804304,SÃO GONÇALO - Mutuaguaçu,CEMADEN,P,-43.041,-22.807,,2014-08-06
1537,22994424,ANGRA DOS REIS - BNH,CEMADEN,P,-44.241,-22.992,,2014-08-06
1538,22034238,CORDEIRO - Cordeiro,CEMADEN,P,-42.383,-22.034,,2014-08-06
1539,22074207,TRAJANO DE MORAES - Avenida Amaral Teixeira,CEMADEN,P,-42.07,-22.079,,2014-08-06
1540,22984429,ANGRA DOS REIS - Areal,CEMADEN,P,-44.292,-22.982,,2014-08-06
1541,22214331,PARAÍBA DO SUL - Werneck,CEMADEN,P,-43.316,-22.216,,2014-08-06
1542,21904226,CANTAGALO - Euclidelândia,CEMADEN,P,-42.261,-21.908,,2014-08-06
1543,20104052,SANTA LEOPOLDINA - Olaria,CEMADEN,P,-40.521,-20.101,,2014-08-06
1544,21214784,RIBEIRÃO PRETO - Jardim Progresso,CEMADEN,P,-47.843,-21.206,,2014-12-03
1545,22174330,PARAÍBA DO SUL - Jatobá,CEMADEN,P,-43.296,-22.172,,2015-02-05
1546,22164242,BOM JARDIM - EMATER,CEMADEN,P,-42.419,-22.156,,2015-02-05
1547,19754038,JOÃO NEIVA - João Neiva,CEMADEN,P,-40.386,-19.757,,2014-08-06
1548,21914226,CANTAGALO - Euclidelândia,CEMADEN,P,-42.261,-21.908,,2015-02-05
1549,3614072,COREAÚ - COREAU,CEMADEN,P,-40.72753,-3.61008,,
1550,22864310,NITERÓI - Barreto,CEMADEN,P,-43.099,-22.862,,2015-02-05
1551,21104509,PERDÕES - Ribeirão Carapina ou da Vargem,CEMADEN,H,-45.09231,-21.09593,,2016-11-22
1552,22444264,CACHOEIRAS DE MACACU - Valério,CEMADEN,P,-42.636,-22.439,,2015-02-05
1553,23034459,PARATY - Tarituba,CEMADEN,P,-44.595,-23.039,,2014-08-06
1554,14783904,ILHÉUS - Malhado,CEMADEN,P,-39.048,-14.788,,2014-08-13
1555,7743522,NAZARÉ DA MATA - Centro,CEMADEN,P,-35.226,-7.74,,2014-08-22
1556,5183734,MOSSORÓ - Rua Nilo Peçanha,CEMADEN,P,-37.34,-5.187,,2014-08-11
1557,22954279,MARICÁ - Guaratiba,CEMADEN,P,-42.793,-22.957,,2014-08-06
1558,22454314,PETRÓPOLIS - CIEP Brizolão137,CEMADEN,P,-43.143,-22.454,,2014-08-06
1559,23014453,ANGRA DOS REIS - Parque Pereque,CEMADEN,P,-44.533,-23.014,,2014-08-06
1560,22944403,MANGARATIBA - Praia do Saco,CEMADEN,P,-44.038,-22.945,,2014-08-06
1561,22284281,TERESÓPOLIS - Est. Teresópolis/Nova Friburgo,CEMADEN,P,-42.81,-22.288,,2014-08-06
1562,22264261,NOVA FRIBURGO - Campo do Coelho,CEMADEN,P,-42.614,-22.269,,2014-08-06
1563,22574318,MAGÉ - Vila Inhomitim,CEMADEN,P,-43.188,-22.576,,2014-08-06
1564,22774305,SÃO GONÇALO - Itaoca,CEMADEN,P,-43.056,-22.77,,2014-08-06
1565,22864300,SÃO GONÇALO - Arsenal,CEMADEN,P,-43.005,-22.862,,2014-08-06
1566,23014422,ANGRA DOS REIS - Monsuaba,CEMADEN,P,-44.222,-23.01,,2014-08-06
1567,21854227,CANTAGALO - Triangulo,CEMADEN,P,-42.274,-21.854,,2014-08-06
1568,6364436,MIRADOR - HospitalMunicipalRaimundoBorbaGalvão,CEMADEN,P,-44.26167,-6.36288,,2016-06-03
1569,5454072,CRATEÚS - CRATEUS,CEMADEN,P,-40.72581,-5.45653,,
1570,9384054,PETROLINA - Samu,CEMADEN,P,-40.53536,-9.37883,,2016-05-16
1571,23434686,SANTANA DE PARNAÍBA - Cidade São Pedro,CEMADEN,P,-46.85841,-23.43198,,2016-05-02
1572,23684649,SANTO ANDRÉ - Cidade São Jorge,CEMADEN,P,-46.48747,-23.67747,,2015-02-05
1573,8013494,RECIFE - Estação Experimental UFRPE,CEMADEN,P,-34.94706,-8.01838,,2014-08-11
1574,23554679,OSASCO - OSASCO_Afluente do Rio Tiete,CEMADEN,H,-46.7931,-23.5543,,2016-10-22
1575,22704331,DUQUE DE CAXIAS - Cidade dos Meninos,CEMADEN,P,-43.312,-22.705,,2014-08-06
1576,12893845,SALVADOR - EMBASA-Pirajá,CEMADEN,P,-38.45805,-12.89845,,2014-08-06
1577,22474411,Rio do Braço,LIGHT,F,-44.18797,-22.78464,,
1578,29705384,SANTA MARIA - Arroio Candeia,CEMADEN,H,-53.8356,-29.7005,,2016-08-09
1579,22554717,ARTUR NOGUEIRA - Vista Alegre,CEMADEN,P,-47.167,-22.552,,2015-02-05
1580,8693553,ÁGUA PRETA - Bairro D´Ouro,CEMADEN,P,-35.526,-8.694,,2015-02-05
1581,22394299,TERESÓPOLIS - Parque do Imbui,CEMADEN,P,-42.998,-22.39,,2014-08-06
1582,9113711,ÁGUAS BELAS - Centro,CEMADEN,P,-37.118,-9.116,,2014-08-21
1583,22224253,NOVA FRIBURGO - Floresta,CEMADEN,P,-42.526,-22.224,,2015-02-05
1584,5213736,MOSSORÓ - Rua Marinho Dantas,CEMADEN,P,-37.362,-5.211,,2014-08-11
1585,5863520,NATAL - Neópolis,CEMADEN,P,-35.208,-5.861,,2014-08-11
1586,22434263,CACHOEIRAS DE MACACU - Valério,CEMADEN,P,-42.636,-22.439,,2014-08-06
1587,22884427,ANGRA DOS REIS - Serra d`agua,CEMADEN,P,-44.278,-22.889,,2014-08-06
1588,22404304,PETRÓPOLIS - Vale do Cuiabá,CEMADEN,P,-43.047,-22.402,,2014-08-06
1589,22714358,QUEIMADOS - Jardim da Fonte,CEMADEN,P,-43.583,-22.712,,2014-08-06
1590,22794338,SÃO JOÃO DE MERITI - Vila Tiradentes,CEMADEN,P,-43.383,-22.798,,2014-08-06
1591,22364252,NOVA FRIBURGO - RJ116-km69,CEMADEN,P,-42.529,-22.361,,2014-08-06
1592,22224252,NOVA FRIBURGO - Floresta,CEMADEN,P,-42.526,-22.224,,2014-08-06
1593,23014429,ANGRA DOS REIS - Mombaça,CEMADEN,P,-44.291,-23.017,,2014-08-06
1594,22094320,TRÊS RIOS - Purys,CEMADEN,P,-43.209,-22.098,,2014-08-06
1595,23554660,SÃO PAULO - Mooca,CEMADEN,P,-46.596,-23.547,,2015-02-05
1596,18714040,NOVA VENÉCIA - Centro,CEMADEN,P,-40.398,-18.71,,2014-08-06
1597,23754644,RIBEIRÃO PIRES - Represa,CEMADEN,P,-46.439,-23.7504,,2016-09-18
1598,22834361,NOVA IGUAÇU - Jardim Guandu,CEMADEN,P,-43.608,-22.828,,2015-02-05
1599,8123530,VITÓRIA DE SANTO ANTÃO - Livramento,CEMADEN,P,-35.298,-8.121,,2015-02-05
1600,20374032,VILA VELHA - Guaranhuns,CEMADEN,P,-40.321,-20.378,,2014-08-06
1601,20374039,CARIACICA - Padre Gabriel,CEMADEN,P,-40.39,-20.374,,2014-08-06
1602,23224553,SANTA BRANCA - JUSANTE,LIGHT,F,-45.8778,-23.3672,,
1603,23224552,SANTA BRANCA - MONTANTE,LIGHT,H,-45.8694,-23.3731,,
1604,22314349,SANTANA - MONTANTE,LIGHT,H,-43.8186,-22.5314,,
1605,21594254,SAPUCAIA,LIGHT,H,-42.9044,-21.9875,,
1606,23544640,SÃO PAULO - Lajeado,CEMADEN,P,-46.401,-23.545,,2014-08-11
1607,23524669,SÃO PAULO - Lapa,CEMADEN,P,-46.695,-23.522,,2014-08-11
1608,24694800,JACUPIRANGA - Vila Elias,CEMADEN,P,-48.003,-24.699,,2014-08-11
1609,20294030,VITÓRIA - Santa Luiza,CEMADEN,P,-40.304,-20.292,,2014-08-06
1610,9313594,MURICI - Centro,CEMADEN,P,-35.946,-9.311,,2014-08-11
1611,5223731,MOSSORÓ - Rua Margarida Militão,CEMADEN,P,-37.319,-5.228,,2014-08-11
1612,5733523,NATAL - Pajuçara,CEMADEN,P,-35.238,-5.736,,2014-08-11
1613,8183495,JABOATÃO DOS GUARARAPES - Prazeres,CEMADEN,P,-34.953,-8.188,,2014-08-11
1614,23654646,MAUÁ - Jardim Oratório,CEMADEN,P,-46.464,-23.656,,2014-08-12
1615,21964200,SANTA MARIA MADALENA - Arranchadouro,CEMADEN,P,-42.003,-21.968,,2014-08-06
1616,22274279,TERESÓPOLIS - Bonsucesso,CEMADEN,P,-42.796,-22.275,,2014-08-06
1617,23104424,ANGRA DOS REIS - Praia de Bananal,CEMADEN,P,-44.248,-23.109,,2014-08-06
1618,19804086,ITAGUAÇU - Itaguaçu,CEMADEN,P,-40.865,-19.801,,2014-08-06
1619,18374082,ECOPORANGA - Ecoporanga,CEMADEN,P,-40.828,-18.371,,2014-08-06
1620,20134019,SERRA - Jacaraípe,CEMADEN,P,-40.193,-20.132,,2014-08-06
1621,20204027,SERRA - Cantinho do Céu,CEMADEN,P,-40.277,-20.201,,2014-08-06
1622,20054068,SANTA MARIA DE JETIBÁ - Baixo São Sebastião,CEMADEN,P,-40.689,-20.056,,2014-08-06
1623,12963846,SALVADOR - Cabula,CEMADEN,P,-38.46,-12.96,,2014-08-06
1624,20834112,CACHOEIRO DE ITAPEMIRIM - Ilha da Luz,CEMADEN,P,-41.121,-20.839,,2014-08-06
1625,18754088,BARRA DE SÃO FRANCISCO - Centro2,CEMADEN,P,-40.885,-18.759,,2014-08-06
1626,20744157,ALEGRE - Varjão do Cotia,CEMADEN,P,-41.571,-20.746,,2014-08-06
1627,20844111,CACHOEIRO DE ITAPEMIRIM - Cachoeiro de Itapemirim,CEMADEN,P,-41.114,-20.849,,2014-08-06
1628,20354042,VIANA - Marcílio de Noronha,CEMADEN,P,-40.423,-20.351,,2014-08-06
1629,20764145,ALEGRE - Distrito de Rive,CEMADEN,P,-41.457,-20.76,,2014-08-06
1630,20834118,CACHOEIRO DE ITAPEMIRIM - Aeroporto,CEMADEN,P,-41.188,-20.836,,2014-08-06
1631,25835036,São Mateus do Sul,Inmet,M,-50.36899,-25.8356,780.21,2011-04-16
1632,22284351,STA. CECÍLIA - ENT BOMBAS,LIGHT,H,-43.8389,-22.4825,,
1633,22435008,Palmital,Duke,H,-50.0809,-22.432,,2016-09-29
1634,22284350,STA. CECÍLIA - JUSANTE,LIGHT,F,-43.8344,-22.4792,,
1635,22304349,STA. CECÍLIA - SAÍDA TÚNEL,LIGHT,F,-43.8242,-22.5111,,
1636,7753503,IGARASSU - Três Ladeiras,CEMADEN,P,-35.036,-7.758,,2014-08-22
1637,22784303,SÃO GONÇALO - Fazenda dos Mineiros,CEMADEN,P,-43.027,-22.781,,2015-02-05
1638,23704677,SÃO PAULO - Jardim Angela,CEMADEN,P,-46.765,-23.697,,2015-02-05
1639,22315201,Pirapozinho,Duke,H,-52.0144,-22.313,,2016-09-29
1640,8193671,POÇÃO - Centro,CEMADEN,P,-36.707,-8.185,,2015-02-05
1641,22494411,LÍDICE FLU,LIGHT,F,-44.1986,-22.8319,,
1642,22324346,MORSING ,LIGHT,H,-43.7775,-22.5389,,
1643,22414352,NILO PEÇANHA - CANAL VIGÁRIO,LIGHT,H,-43.8731,-22.6833,,
1644,21224375,BARBACENA - Vilela,CEMADEN,P,-43.752,-21.218,,2014-08-04
1645,19834384,SABARÁ - Borba Gato,CEMADEN,P,-43.844,-19.833,,2014-08-04
1646,22424352,LAJES - MONTANTE,LIGHT,H,-43.8808,-22.7022,,
1647,21124417,TIRADENTES - Varzea de Baixo,CEMADEN,P,-44.17,-21.118,,2014-08-04
1648,20954380,CARANDAÍ - Centro2 MG,CEMADEN,P,-43.805,-20.953,,2014-08-04
1649,19544265,TIMÓTEO - Centro-Norte,CEMADEN,P,-42.647,-19.538,,2014-08-04
1650,23184558,JACAREÍ,LIGHT,H,-45.9711,-23.3106,,
1651,21594351,JUIZ DE FORA - Chapeu D Uvas,CEMADEN,P,-43.506,-21.594,,2014-08-04
1652,22074312,TRÊS RIOS,LIGHT,F,-43.2075,-22.1197,,
1653,22344461,ITATIAIA - Maromba,CEMADEN,P,-44.6141,-22.3385,,2016-01-18
1654,23244601,GUARAREMA,LIGHT,H,-46.0244,-23.4153,,
1655,22494456,ITATIAIA - Centro,CEMADEN,P,-44.5636,-22.4913,,2016-01-18
1656,21504235,ILHA DO POMBOS - DESCARGA ,LIGHT,F,-42.5833,-21.8333,,
1657,22274347,BARRA DO PIRAÍ - OFICIAL,LIGHT,H,-43.7972,-22.45,,
1658,22294393,VALENÇA - Conservatória,CEMADEN,P,-43.9277,-22.2907,,2016-01-19
1659,5524320,MATÕES - Prefeitura Municipal,CEMADEN,P,-43.20131,-5.52,,2016-01-19
1660,3574109,VIÇOSA DO CEARÁ - Centro,CEMADEN,P,-41.09192,-3.5671,,2016-01-19
1661,5253813,TABULEIRO DO NORTE - Centro,CEMADEN,P,-38.13027,-5.25159,,2016-01-19
1662,22444407,TÓCOS - MONTANTE,LIGHT,H,-44.1247,-22.7489,,
1663,22414400,PASSA TRES,LIGHT,P,-44.0067,-22.6922,,
1664,22374354,VIGÁRIO - DESCARGA DAGUA,LIGHT,H,-43.895,-22.63,,
1665,22374353,VIGÁRIO - TOMADA DAGUA ,LIGHT,F,-43.895,-22.6289,,
1666,22304405,VOLTA REDONDA,LIGHT,H,-44.0914,-22.5014,,
1667,22304907,BAURU- Regional Administrativa São Geraldo,CEMADEN,P,-49.0723,-22.2962,,2015-03-16
1668,26264952,RIO NEGRINHO- Rio Negrinho,CEMADEN,H,-49.511,-26.2607,,2014-08-26
1669,18674198,GOVERNADOR VALADARES - Chonim de Baixo,CEMADEN,P,-41.979,-18.668,,2014-12-17
1670,23684500,CACHOEIRA PAULISTA - Cachoeira Paulista,CEMADEN,P,-45.00049,-22.68208,,
1671,16193337,Ilha De Trindade,Inmet,M,-33.37,-16.19417,5.0,2007-03-04
1672,8833601,QUIPAPÁ - Centro,CEMADEN,P,-36.013,-8.83,,2014-08-22
1673,8063489,RECIFE - ,CEMADEN,P,-34.8908,-8.0687,,2014-10-23
1674,23674639,RIBEIRÃO PIRES - Pilar Velho,CEMADEN,P,-46.39,-23.677,,2014-08-15
1675,10724365,Buritirama,Inmet,M,-43.6512,-10.72293,506.06,2008-05-15
1676,13003961,Amargosa,Inmet,M,-39.61688,-13.00947,397.8,2008-07-11
1677,9833949,Uauá,Inmet,M,-39.49563,-9.83362,450.6,2008-05-20
1678,6413885,ICÓ - Centro,CEMADEN,P,-38.85257,-6.40848,,2016-01-19
1679,4703783,ITAIÇABA - São Francisco,CEMADEN,P,-37.83174,-4.69807,,2016-01-19
1680,4923809,RUSSAS - Distrito Peixe,CEMADEN,P,-38.08991,-4.92465,,2016-01-19
1681,4853957,MADALENA - Centro,CEMADEN,P,-39.57218,-4.85049,,2016-01-19
