estcodigo,@diffgr:id,@msdata:rowOrder,Altitude,Bacia,CodEstacao,CodRio,Latitude,Longitude,Municipio-UF,NomeEstacao,NomeRio,Operadora,Origem,Responsavel,StatusEstacao,SubBacia,fid,field_1
78,Table3483,3482.0,450.0,6.0,65927001.0,65170000.0,-26.0289,-52.6281,CORONEL VIVIDA-PR,PCH ARTURO ANDREOLI PORTO PALMEIRINHA,RIO CHOPIM,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Ativo,65.0,79.0,3482.0
79,Table3484,3483.0,522.0,6.0,65945200.0,65170300.0,-26.01,-52.7939,ITAPEJARA D''OESTE-PR,PCH VITORINO MONTANTE,RIO VITORINO,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Ativo,65.0,80.0,3483.0
80,Table3485,3484.0,520.0,6.0,65945400.0,65170300.0,-25.9972,-52.7856,ITAPEJARA D''OESTE-PR,PCH VITORINO BARRAMENTO,RIO VITORINO,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Ativo,65.0,81.0,3484.0
81,Table3486,3485.0,518.0,6.0,65945500.0,65170300.0,-25.9972,-52.785,ITAPEJARA D''OESTE-PR,PCH VITORINO JUSANTE 1,RIO VITORINO,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Ativo,65.0,82.0,3485.0
82,Table3487,3486.0,492.0,6.0,65945600.0,65170300.0,-25.9922,-52.7858,ITAPEJARA D''OESTE-PR,PCH VITORINO JUSANTE 2,RIO VITORINO,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Ativo,65.0,83.0,3486.0
83,Table3488,3487.0,500.0,6.0,65948000.0,65170660.0,-26.1525,-53.02,MARMELEIRO-PR,PONTE MARMELEIRO MTE. ETA,RIO MARMELEIRO,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,00001 - ANA - Agência Nacional de Águas,Ativo,65.0,84.0,3487.0
84,Table3489,3488.0,450.0,6.0,65950200.0,65170680.0,-26.0817,-53.0739,FRANCISCO BELTRÃO-PR,FRANCISCO BELTRÃO MTE. ETA,RIO MARRECAS,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,00001 - ANA - Agência Nacional de Águas,Ativo,65.0,85.0,3488.0
85,Table3490,3489.0,550.0,6.0,65954200.0,65170600.0,-26.0864,-52.9394,BOM SUCESSO DO SUL-PR,PCH VILA GALUPO MONTANTE,RIO SANTANA,01114 - SUDOESTE - Sudoeste Energia Ltda.,Setor Elétrico,01114 - SUDOESTE - Sudoeste Energia Ltda.,Ativo,65.0,86.0,3489.0
86,Table3491,3490.0,560.0,6.0,65954250.0,65170600.0,-26.0956,-52.9481,RENASCENÇA-PR,PCH BEDIM MONTANTE,RIO SANTANA,01159 - SANTANA - Santana Energética Ltda,Setor Elétrico,01159 - SANTANA - Santana Energética Ltda,Ativo,65.0,87.0,3490.0
87,Table3492,3491.0,565.0,6.0,65954300.0,65170600.0,-26.0911,-52.9558,RENASCENÇA-PR,PCH BEDIM BARRAMENTO,RIO SANTANA,01159 - SANTANA - Santana Energética Ltda,Setor Elétrico,01159 - SANTANA - Santana Energética Ltda,Ativo,65.0,88.0,3491.0
88,Table3493,3492.0,536.0,6.0,65954400.0,65170600.0,-26.0617,-52.9222,BOM SUCESSO DO SUL-PR,PCH VILA GALUPO BARRAMENTO,RIO SANTANA,01114 - SUDOESTE - Sudoeste Energia Ltda.,Setor Elétrico,01114 - SUDOESTE - Sudoeste Energia Ltda.,Ativo,65.0,89.0,3492.0
89,Table3494,3493.0,509.0,6.0,65954900.0,65170600.0,-26.0389,-52.9331,FRANCISCO BELTRÃO-PR,PCH JACARÉ BARRAMENTO,RIO SANTANA,01050 - VORTEX - Vortex Energia Ltda.,Setor Elétrico,01050 - VORTEX - Vortex Energia Ltda.,Ativo,65.0,90.0,3493.0
90,Table3495,3494.0,496.0,6.0,65954950.0,65170600.0,-26.0347,-52.9236,FRANCISCO BELTRÃO-PR,PCH JACARÉ JUSANTE,RIO SANTANA,01050 - VORTEX - Vortex Energia Ltda.,Setor Elétrico,01050 - VORTEX - Vortex Energia Ltda.,Ativo,65.0,91.0,3494.0
91,Table3496,3495.0,450.0,6.0,65955000.0,65170600.0,-25.915,-52.8494,ITAPEJARA D''OESTE-PR,BALSA DO SANTANA,RIO SANTANA,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,00001 - ANA - Agência Nacional de Águas,Ativo,65.0,92.0,3495.0
92,Table3497,3496.0,0.0,6.0,65956000.0,65170600.0,-25.8831,-52.8631,VERÊ-PR,PCH ARTURO ANDREOLI RIO SANTANA,RIO SANTANA,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Ativo,65.0,93.0,3496.0
93,Table3498,3497.0,430.0,6.0,65957000.0,65170000.0,-25.8181,-52.9014,VERÊ-PR,PCH BELA VISTA RESERVATÓRIO,RIO CHOPIM,00214 - VISTA - Bela Vista Geração de Energia S.A.,Setor Elétrico,00214 - VISTA - Bela Vista Geração de Energia S.A.,Ativo,65.0,94.0,3497.0
94,Table3499,3498.0,421.0,6.0,65958000.0,65170000.0,-25.8058,-52.9067,VERÊ-PR,PCH BELA VISTA JUSANTE,RIO CHOPIM,00214 - VISTA - Bela Vista Geração de Energia S.A.,Setor Elétrico,00214 - VISTA - Bela Vista Geração de Energia S.A.,Ativo,65.0,95.0,3498.0
95,Table3500,3499.0,390.0,6.0,65960001.0,65170000.0,-25.7739,-52.9244,VERÊ-PR,UHE GOV. JOSÉ RICHA ÁGUAS DO VERE,RIO CHOPIM,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,00028 - COPEL - Copel Geração e Transmissão S.A,Ativo,65.0,96.0,3499.0
96,Table3501,3500.0,550.0,6.0,65962000.0,65170000.0,-25.6822,-52.9844,DOIS VIZINHOS-PR,PCH ARTURO ANDREOLI FLOR DA SERRA,RIO CHOPIM,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Ativo,65.0,97.0,3500.0
97,Table3502,3501.0,356.0,6.0,65963071.0,65170000.0,-25.5711,-53.1133,CRUZEIRO DO IGUAÇU-PR,PCH ARTURO ANDREOLI BARRAMENTO,RIO CHOPIM,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Ativo,65.0,98.0,3501.0
98,Table3503,3502.0,430.0,6.0,65970001.0,65180100.0,-25.3939,-53.1039,TRÊS BARRAS DO PARANÁ-PR,UHE GOV. JOSÉ RICHA PORTO SANTO ANTÔNIO,RIO GUARANI,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,00028 - COPEL - Copel Geração e Transmissão S.A,Ativo,65.0,99.0,3502.0
99,Table3504,3503.0,3286.0,6.0,65973501.0,65100000.0,-25.5419,-53.4844,NOVA PRATA DO IGUAÇU-PR,UHE GOV. JOSÉ RICHA BARRAMENTO,RIO IGUAÇU,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,00028 - COPEL - Copel Geração e Transmissão S.A,Ativo,65.0,100.0,3503.0
100,Table3505,3504.0,329.0,6.0,65975300.0,65180700.0,-25.4217,-53.5003,CAPITÃO LEÔNIDAS MARQUES-PR,UHE BAIXO IGUAÇU RIO ANDRADA,RIO ANDRADA,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,00369 - CÉU AZUL - Geração Céu Azul S.A.,Ativo,65.0,101.0,3504.0
101,Table3506,3505.0,329.0,6.0,65980500.0,65180800.0,-25.7692,-53.6111,CAPANEMA-PR,UHE BAIXO IGUAÇU RIO CAPANEMA,RIO CAPANEMA,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,00369 - CÉU AZUL - Geração Céu Azul S.A.,Ativo,65.0,102.0,3505.0
102,Table3507,3506.0,320.0,6.0,65981500.0,65180800.0,-25.77,-53.6114,PLANALTO-PR,UHE ITAIPU PONTE DO CAPANEMA,RIO CAPANEMA,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,00090 - ITAIPU - Itaipu  Binacional,Ativo,65.0,103.0,3506.0
103,Table3508,3507.0,263.0,6.0,65983000.0,65100000.0,-25.5083,-53.6669,CAPITÃO LEÔNIDAS MARQUES-PR,UHE BAIXO IGUAÇU RESERVATÓRIO,RIO IGUAÇU,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,00369 - CÉU AZUL - Geração Céu Azul S.A.,Ativo,65.0,104.0,3507.0
104,Table3509,3508.0,263.0,6.0,65983100.0,65100000.0,-25.5042,-53.6722,CAPITÃO LEÔNIDAS MARQUES-PR,UHE BAIXO IGUAÇU BARRAMENTO,RIO IGUAÇU,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,00369 - CÉU AZUL - Geração Céu Azul S.A.,Ativo,65.0,105.0,3508.0
105,Table3510,3509.0,231.0,6.0,65984000.0,65100000.0,-25.5853,-53.7278,CAPANEMA-PR,UHE BAIXO IGUAÇU JUSANTE,RIO IGUAÇU,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,00369 - CÉU AZUL - Geração Céu Azul S.A.,Ativo,65.0,106.0,3509.0
106,Table3511,3510.0,180.0,6.0,65987000.0,65100000.0,-25.5667,-53.9331,SERRANÓPOLIS DO IGUAÇU-PR,UHE ITAIPU PORTO CAPANEMA,RIO IGUAÇU,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,00090 - ITAIPU - Itaipu  Binacional,Ativo,65.0,107.0,3510.0
107,Table3512,3511.0,180.0,6.0,65987001.0,65100000.0,-25.5667,-53.9333,CAPANEMA-PR,UHE GOV. JOSÉ RICHA PORTO CAPANEMA,RIO IGUAÇU,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,00028 - COPEL - Copel Geração e Transmissão S.A,Ativo,65.0,108.0,3511.0
108,Table3513,3512.0,180.1,6.0,65992500.0,65100000.0,-25.6831,-54.4406,FOZ DO IGUAÇU-PR,UHE ITAIPU HOTEL CATARATAS,RIO IGUAÇU,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,00090 - ITAIPU - Itaipu  Binacional,Ativo,65.0,109.0,3512.0
109,Table3514,3513.0,180.1,6.0,65992502.0,65100000.0,-25.6833,-54.4289,FOZ DO IGUAÇU-PR,HOTEL CATARATAS - COPEL,RIO IGUAÇU,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,00028 - COPEL - Copel Geração e Transmissão S.A,Ativo,65.0,110.0,3513.0
110,Table4330,4329.0,670.0,9.0,99999999.0,65100000.0,-26.3936,-51.3936,UNIÃO DA VITÓRIA-PR,ESTACAO TESTE RESOLUCAO 99999999,RIO IGUAÇU,05001 - EMP.TESTES - Empresa de Teste da Resolução 03/2010,Setor Elétrico,05001 - EMP.TESTES - Empresa de Teste da Resolução 03/2010,Ativo,90.0,111.0,4329.0
