idGrade,23365141_simepar,24925344_simepar,25005346_simepar,25095359_simepar,25105287_simepar,25115408_simepar,25215130_simepar,25254905_simepar,25264913_simepar,25264916_simepar,25264930_simepar,25275035_simepar,25275357_simepar,25284923_simepar,25314930_simepar,25314931_simepar,25315021_simepar,25315119_simepar,25315254_simepar,25315329_simepar,25324915_simepar,25324916_simepar,25324927_simepar,25334953_simepar,25335105_simepar,25335129_simepar,25344925_simepar,25344928_simepar,25345306_simepar,25345422_simepar,25345435_simepar,25345816_simepar,25354926_simepar,25355424_simepar,25364907_simepar,25364911_simepar,25364919_simepar,25365143_simepar,25365239_simepar,25374931_simepar,25375212_simepar,25375427_simepar,25384920_simepar,25384924_simepar,25384930_simepar,25384933_simepar,25385149_simepar,25385157_simepar,25385201_simepar,25395143_simepar,25404918_simepar,25404919_simepar,25405149_simepar,25405259_simepar,25414930_simepar,25414936_simepar,25424934_simepar,25424938_simepar,25425241_simepar,25435059_simepar,25435458_simepar,25444916_simepar,25444920_simepar,25444935_simepar,25444946_simepar,25444947_simepar,25445068_simepar,25445144_simepar,25454904_simepar,25454910_simepar,25454912_simepar,25464915_simepar,25464919_simepar,25464957_simepar,25465053_simepar,25465256_simepar,25474932_simepar,25474946_simepar,25474953_simepar,25475066_simepar,25475206_simepar,25475458_simepar,25484904_simepar,25484918_simepar,25485116_simepar,25485173_simepar,25485254_simepar,25485361_simepar,25494905_simepar,25494990_simepar,25495200_simepar,25495221_simepar,25504918_simepar,25505222_simepar,25505367_simepar,25514914_simepar,25525023_simepar,25525251_simepar,25534954_simepar,25535454_simepar,25544907_simepar,25544909_simepar,25544938_simepar,25544941_simepar,25554916_simepar,25554920_simepar,25555031_simepar,25564928_simepar,25575457_simepar,25584916_simepar,25584963_simepar,25594916_simepar,25594922_simepar,25594926_simepar,25594939_simepar,25604939_simepar,25604951_simepar,25614917_simepar,25644907_simepar,25654931_simepar,25664910_simepar,25684954_simepar,25695262_simepar,25724970_simepar,25725375_simepar,25755210_simepar,25755305_simepar,25784977_simepar,25815290_simepar,25825217_simepar,25885042_simepar,25984968_simepar,25985256_simepar,26005139_simepar,26015237_simepar,26025035_simepar,26025109_simepar,26045306_simepar,26055019_simepar,26055155_simepar,26055305_simepar,26064948_simepar,26065150_simepar,26075241_simepar,26075306_simepar,26075307_simepar,26085306_simepar,26085307_simepar,26094978_simepar,26094980_simepar,26105047_simepar,26105114_simepar,26114981_simepar,26124978_simepar,26125265_simepar,26134980_simepar,26145103_simepar,26145104_simepar,26155302_simepar,26175039_simepar,26205269_simepar,26234941_simepar,26234950_simepar,26235107_simepar,26235108_simepar,26235267_simepar,26235271_simepar,26255110_simepar,26265364_simepar,26275268_simepar,26285158_simepar,26285363_simepar,26304991_simepar,26355045_simepar,26395036_simepar,26405309_simepar,26434959_simepar,26435132_simepar,26445084_simepar,26445135_simepar,26445235_simepar,26445269_simepar,26455024_simepar,26455269_simepar,26475197_simepar,26575233_simepar,26585152_simepar,26785101_simepar,2551015_ana,2551063_ana,2551069_ana,2552009_ana,2552030_ana,2552055_ana,65136550_ana,65140000_ana,65141000_ana,65258000_ana,65259000_ana,65270000_ana,65271000_ana,65293000_ana,65815040_ana,65815050_ana,65815060_ana,65824991_ana,65831000_ana,65831020_ana,65831900_ana,65832000_ana,65875500_ana,65883051_ana,65889700_ana,65894991_ana,65945200_ana,65945400_ana,65945500_ana,65945600_ana,65954200_ana,65954250_ana,65954300_ana,65954400_ana,65954900_ana,65954950_ana,65975300_ana,65980500_ana,65981500_ana,65983100_ana,65984000_ana,65987000_ana,65992500_ana,65992502_ana
186,155.42,349.79,348.71,356.11,289.65,409.56,156.93,154.71,142.85,142.91,152.98,98.35,347.13,155.28,148.93,148.09,317.61,141.56,249.57,330.99,157.76,157.43,150.55,93.23,112.60,145.45,149.84,147.39,292.72,406.68,357.34,307.16,148.35,408.75,160.64,158.83,152.50,154.63,233.56,143.27,209.88,410.45,150.19,147.09,143.46,140.73,156.93,181.25,200.70,151.55,150.25,149.28,155.64,249.81,140.43,136.31,137.22,133.24,232.52,99.73,439.12,148.31,146.02,135.22,127.67,126.27,102.50,149.04,156.66,152.72,151.08,148.42,145.19,118.27,95.82,269.48,134.24,78.96,120.62,98.84,190.32,438.52,154.88,143.94,107.78,169.83,266.12,343.01,132.89,98.34,182.65,211.89,142.84,212.08,349.06,144.36,47.84,237.64,113.55,432.59,148.65,147.71,124.58,122.16,141.71,138.36,47.80,131.09,434.53,113.47,103.66,138.33,133.06,129.98,120.25,119.02,110.64,136.90,142.70,122.82,139.04,102.38,241.29,87.08,350.49,190.48,281.84,78.88,265.29,170.34,48.07,71.06,228.72,140.34,234.31,42.55,89.19,276.88,23.81,163.04,277.25,54.01,123.40,235.40,276.91,277.96,276.84,277.93,57.04,55.13,59.34,94.26,53.45,56.06,235.45,53.85,77.02,78.25,272.15,16.80,238.82,89.10,80.56,77.05,78.50,236.76,240.72,79.95,332.77,237.61,168.01,332.27,39.22,54.77,12.17,277.75,71.96,102.32,89.34,105.56,204.54,238.46,18.19,238.67,167.85,203.87,125.49,88.27,158.47,201.08,153.55,236.02,227.72,190.40,91.80,194.31,190.00,51.22,53.70,53.18,54.03,70.28,173.81,173.92,173.00,180.02,189.44,189.32,189.19,188.37,226.45,243.96,263.49,284.18,250.99,250.37,250.31,250.47,264.41,265.18,265.99,262.99,264.37,263.48,334.77,336.03,336.04,348.70,351.83,372.33,419.47,418.32
187,141.37,336.07,335.15,342.81,275.78,397.28,142.15,155.78,143.80,143.86,151.88,85.06,334.22,154.87,148.23,147.34,305.19,126.64,235.82,318.66,158.11,157.74,150.12,88.86,97.67,130.95,149.78,147.10,280.25,394.35,345.46,294.86,148.31,396.45,161.84,159.74,152.96,139.77,219.81,143.01,195.82,398.22,150.79,147.33,143.36,140.38,142.15,167.82,186.54,136.74,151.09,150.04,140.88,236.37,140.57,135.99,137.10,132.86,218.95,86.37,427.19,149.61,147.07,135.21,126.87,125.34,88.61,134.29,158.70,154.46,152.72,149.99,146.53,116.64,82.90,257.56,134.76,79.11,119.48,85.01,177.71,426.67,157.29,145.53,93.66,155.55,254.31,330.65,138.32,93.21,169.49,198.27,144.60,198.53,336.82,146.47,35.94,224.47,112.92,420.87,151.42,150.29,125.38,122.78,144.03,140.48,33.60,132.70,422.92,117.31,102.70,140.95,135.38,132.19,121.54,120.31,110.96,139.72,146.37,125.27,142.78,103.42,228.80,87.06,338.89,177.71,269.93,79.03,253.52,158.94,35.56,75.58,217.42,128.39,223.29,27.62,76.41,266.12,14.24,151.78,266.55,60.53,111.67,224.86,266.27,267.30,266.25,267.32,63.10,61.15,50.49,83.23,60.05,62.94,224.91,60.84,66.74,67.96,261.87,2.80,228.67,98.81,90.24,66.83,68.35,226.77,230.76,70.05,322.98,227.83,159.88,322.58,50.48,55.06,21.84,268.60,81.91,94.85,90.19,97.59,195.74,229.64,32.53,229.92,159.71,196.10,119.42,88.28,143.67,186.53,139.69,222.40,215.84,177.71,95.40,182.75,178.38,53.66,54.63,50.66,50.21,64.56,159.78,159.90,158.84,166.60,178.29,178.09,177.60,176.73,214.19,231.18,250.22,271.52,239.96,239.28,239.22,239.36,253.79,254.60,255.40,252.26,253.53,252.62,322.18,324.51,324.52,336.44,339.82,360.39,408.07,406.91
188,150.31,345.18,344.36,352.18,284.80,407.01,150.00,147.72,135.78,135.84,144.78,87.77,343.75,147.45,140.94,140.07,314.89,133.18,244.95,328.39,150.35,150.00,142.70,83.44,104.87,139.38,142.20,139.61,289.95,404.08,355.28,304.59,140.71,406.18,153.74,151.75,145.15,147.34,228.93,135.51,204.72,407.96,142.92,139.61,135.79,132.91,150.00,177.17,195.33,144.48,143.12,142.11,148.78,245.69,132.89,128.50,129.53,125.39,228.19,89.17,437.01,141.46,139.01,127.59,119.59,118.12,92.28,142.24,150.27,146.14,144.43,141.73,138.36,109.75,85.08,267.39,126.90,71.26,112.35,88.57,187.39,436.50,148.73,137.26,102.61,164.24,264.16,340.36,128.85,88.29,178.98,207.49,136.26,207.79,346.57,138.00,36.96,233.93,105.53,430.72,142.73,141.66,117.39,114.86,135.48,132.00,38.23,124.40,432.78,108.23,95.44,132.29,126.82,123.66,113.35,112.11,103.14,131.00,137.38,116.65,133.76,95.28,238.50,79.33,348.76,187.34,279.75,71.19,263.38,168.86,37.39,66.21,227.35,138.24,233.24,35.30,86.12,276.09,12.87,161.71,276.52,50.71,121.57,234.83,276.24,277.27,276.22,277.29,53.36,51.41,60.28,93.20,50.22,53.09,234.88,50.97,76.71,77.93,271.85,9.86,238.65,88.84,80.27,76.80,78.31,236.74,240.74,80.00,332.95,237.80,169.68,332.55,40.82,61.85,22.44,278.53,71.96,104.49,96.92,107.33,205.63,239.54,28.90,239.81,169.51,205.86,128.78,95.39,151.45,194.84,148.79,231.60,225.69,187.37,86.35,192.65,188.27,59.38,61.12,58.61,58.65,73.70,168.71,168.84,167.65,175.95,188.23,188.03,187.49,186.62,223.96,240.79,259.61,281.16,249.91,249.22,249.16,249.30,263.76,264.57,265.37,262.22,263.49,262.58,331.83,334.40,334.41,346.19,349.63,370.20,417.97,416.81
189,136.64,331.63,330.98,339.09,271.13,394.95,135.37,149.67,137.68,137.73,144.48,74.24,331.07,147.87,141.09,140.17,302.76,118.24,231.46,316.34,151.54,151.16,143.12,80.09,90.03,125.16,143.00,140.19,277.80,391.98,343.68,292.59,141.55,394.10,155.80,153.52,146.49,132.59,215.45,136.14,190.92,395.96,144.42,140.75,136.60,133.48,135.37,164.15,181.42,129.81,144.87,143.77,134.19,232.53,133.97,129.14,130.36,125.98,214.91,75.59,425.30,143.69,141.00,128.54,119.77,118.18,78.15,127.67,153.22,148.80,146.99,144.24,140.65,109.14,71.95,255.86,128.42,73.15,112.23,74.50,175.27,424.87,152.06,139.82,89.05,150.24,252.74,328.27,135.36,84.03,166.27,194.18,139.01,194.57,334.60,141.09,24.83,221.09,106.03,419.23,146.46,145.21,119.28,116.59,138.82,135.14,23.49,127.08,421.40,113.35,95.71,135.96,130.21,126.97,115.80,114.57,104.69,134.87,142.07,120.26,138.55,97.68,226.40,80.85,337.46,175.04,268.20,73.08,252.01,158.12,24.46,72.77,216.55,127.05,222.71,21.10,74.47,265.75,6.98,151.16,266.24,59.73,110.76,224.81,266.03,267.04,266.06,267.12,61.84,59.93,53.94,83.52,59.33,62.34,224.86,60.40,68.20,69.39,262.02,8.38,229.03,99.84,91.35,68.36,69.92,227.29,231.31,71.84,323.55,228.56,162.39,323.25,54.08,64.07,32.86,269.85,83.42,98.44,98.95,100.73,197.50,231.29,42.54,231.63,162.21,198.78,123.87,96.68,136.79,180.46,135.35,218.25,214.27,175.15,91.53,181.67,177.23,63.47,63.90,58.49,57.35,70.04,155.00,155.15,153.78,162.95,177.69,177.41,176.48,175.56,212.14,228.37,246.63,268.80,239.34,238.59,238.53,238.64,253.59,254.44,255.22,251.93,253.10,252.17,319.50,323.19,323.21,334.20,337.90,358.53,406.83,405.66
190,145.87,340.87,340.31,348.56,280.31,404.74,143.59,141.26,129.27,129.33,136.99,77.33,340.70,140.07,133.40,132.50,312.55,125.22,240.75,326.15,143.43,143.06,135.32,74.02,97.79,133.96,135.03,132.31,287.59,401.77,353.57,302.41,133.57,403.90,147.35,145.18,138.31,140.55,224.75,128.23,200.03,405.77,136.17,132.64,128.62,125.60,143.60,173.71,190.46,137.95,136.53,135.46,142.47,242.00,125.88,121.22,122.36,118.08,224.33,78.77,435.16,135.17,132.57,120.49,112.03,110.49,82.29,136.01,144.46,140.13,138.36,135.62,132.10,101.73,74.45,265.76,120.14,64.58,104.61,78.55,185.09,434.74,143.17,131.18,98.42,159.23,262.66,338.06,125.66,78.52,175.94,203.59,130.30,204.02,344.42,132.27,26.29,230.70,98.12,429.13,137.44,136.25,110.85,108.21,129.92,126.29,29.74,118.38,431.32,103.92,87.87,126.95,121.28,118.06,107.16,105.92,96.35,125.80,132.78,111.25,129.23,89.02,236.21,72.45,347.39,184.82,278.10,64.51,261.93,168.10,27.05,62.98,226.52,137.01,232.70,30.48,84.41,275.74,3.42,161.14,276.23,49.74,120.74,234.79,276.01,277.03,276.04,277.11,51.86,49.95,63.20,93.46,49.35,52.36,234.84,50.43,77.99,79.19,272.00,12.64,239.00,89.97,81.51,78.14,79.69,237.25,241.27,81.58,333.51,238.51,172.06,333.20,45.19,69.99,33.26,279.75,73.66,107.77,105.13,110.20,207.32,241.13,39.83,241.46,171.88,208.42,132.92,103.22,144.95,189.04,144.73,227.63,224.19,184.95,82.04,191.63,187.19,68.38,69.53,65.50,64.87,78.55,164.20,164.36,162.87,172.51,187.67,187.39,186.45,185.52,222.01,238.09,256.17,278.54,249.32,248.57,248.51,248.62,263.58,264.43,265.21,261.92,263.08,262.15,329.24,333.13,333.15,344.02,347.77,368.40,416.77,415.60
191,113.92,308.92,308.35,316.62,248.37,373.23,112.69,162.13,150.25,150.30,154.11,60.82,308.88,158.40,151.38,150.41,281.03,96.80,208.79,294.68,163.01,162.60,153.74,87.49,67.81,102.29,154.11,151.07,256.08,370.23,322.40,270.98,152.73,372.38,168.31,165.69,158.22,110.09,192.79,147.15,168.13,374.29,156.38,152.33,147.82,144.45,112.69,141.83,158.60,107.19,157.14,155.96,111.48,210.06,145.60,140.27,141.73,137.13,192.37,61.90,403.88,156.57,153.63,140.10,130.53,128.81,62.31,104.93,166.83,162.14,160.22,157.44,153.66,119.14,59.96,234.73,140.69,87.48,122.78,59.02,153.70,403.53,166.15,153.16,66.47,127.40,231.73,306.56,153.06,89.85,144.20,171.64,152.57,172.08,312.99,155.03,25.26,198.85,117.54,398.02,161.07,159.64,132.18,129.34,153.08,149.22,12.47,140.75,400.29,129.96,107.24,150.63,144.66,141.38,129.42,128.23,117.51,149.80,157.81,135.13,154.43,111.69,204.77,94.45,316.48,153.31,247.03,87.42,231.04,138.11,22.62,91.58,196.25,106.69,202.71,2.51,54.21,245.87,28.55,131.40,246.43,80.65,91.03,205.37,246.28,247.27,246.36,247.41,82.37,80.53,44.05,65.90,80.32,83.35,205.42,81.56,53.20,54.26,242.72,28.27,210.06,121.51,113.13,53.46,54.99,208.52,212.56,57.19,304.62,210.05,146.80,304.43,76.90,66.56,49.74,251.89,105.45,85.91,98.85,87.28,180.52,213.99,62.06,214.42,146.62,183.19,112.32,95.53,114.15,157.62,112.77,195.67,193.32,153.50,108.63,161.27,156.78,68.74,67.23,58.13,55.33,62.90,132.26,132.41,130.98,140.64,157.81,157.45,156.08,155.10,190.80,206.45,224.26,246.91,219.25,218.43,218.37,218.46,233.91,234.81,235.57,232.12,233.17,232.22,297.59,302.31,302.33,312.58,316.51,337.18,385.95,384.78
192,123.24,318.19,317.72,326.14,257.59,383.07,120.81,153.09,141.17,141.22,145.73,61.38,318.57,149.80,142.83,141.87,290.87,103.29,218.14,304.53,154.19,153.79,145.11,79.48,75.22,111.11,145.36,142.37,265.92,380.06,332.33,280.85,143.97,382.21,159.26,156.71,149.33,117.88,202.15,138.42,177.29,384.14,147.44,143.47,139.04,135.72,120.81,151.48,167.68,115.19,148.13,146.97,119.66,219.60,136.71,131.49,132.90,128.34,201.85,62.63,413.78,147.43,144.54,131.22,121.82,120.13,64.39,113.18,157.55,152.91,151.01,148.23,144.49,110.59,59.67,244.67,131.65,77.92,114.10,60.84,163.60,413.44,156.77,143.92,76.00,136.43,241.69,316.40,143.16,82.31,153.96,181.12,143.29,181.61,322.85,145.67,17.70,208.53,108.62,407.95,151.60,150.19,122.99,120.18,143.66,139.83,9.42,131.43,410.24,120.15,98.29,141.13,135.19,131.91,120.09,118.89,108.31,140.26,148.15,125.58,144.74,102.25,214.65,85.04,326.44,163.17,256.98,77.86,241.01,148.10,15.67,81.59,206.25,116.68,212.70,9.53,64.19,255.86,19.46,141.38,256.41,70.79,100.99,215.33,256.26,257.26,256.34,257.40,72.45,70.63,51.27,75.54,70.47,73.50,215.39,71.74,62.16,63.26,252.68,22.13,219.99,111.77,103.43,62.39,63.94,218.43,222.47,66.08,314.56,219.93,156.17,314.36,68.05,69.48,45.85,261.72,95.85,94.38,103.12,96.01,190.18,223.71,56.84,224.13,155.99,192.58,120.60,100.19,122.19,166.18,122.25,205.11,203.29,163.38,98.75,171.26,166.78,70.54,69.82,62.06,59.85,69.45,141.53,141.70,140.12,150.30,167.80,167.43,166.07,165.09,200.72,216.25,233.86,256.71,229.25,228.43,228.37,228.45,243.89,244.79,245.55,242.11,243.16,242.21,307.38,312.28,312.30,322.44,326.42,347.09,395.91,394.75
193,132.66,327.51,327.14,335.69,266.86,392.92,129.19,144.17,132.21,132.27,137.58,63.53,328.27,141.39,134.49,133.54,300.72,110.32,227.55,314.40,145.53,145.13,136.68,71.98,83.16,120.11,136.79,133.86,275.78,389.90,342.26,290.73,135.37,392.06,150.33,147.87,140.60,125.98,211.58,129.87,186.54,394.00,138.64,134.77,130.43,127.18,129.20,161.17,176.86,123.49,139.26,138.12,128.11,229.17,128.00,122.90,124.25,119.75,211.38,64.91,423.68,138.40,135.58,122.52,113.33,111.67,67.90,121.70,148.37,143.78,141.91,139.14,135.43,102.30,61.05,254.63,122.77,68.49,105.66,64.20,173.51,423.35,147.48,134.79,85.64,145.59,251.65,326.25,133.26,75.36,163.74,190.66,134.10,191.18,332.73,136.41,13.73,218.23,99.91,417.88,142.19,140.83,113.95,111.17,134.32,130.53,14.90,122.21,420.18,110.38,89.56,131.71,125.81,122.54,110.87,109.66,99.27,130.79,138.53,116.11,135.10,92.93,224.53,75.78,336.40,173.05,266.92,68.42,250.97,158.09,13.38,71.60,216.24,126.68,222.69,19.37,74.17,265.85,11.92,151.36,266.40,60.98,110.96,225.30,266.25,267.25,266.33,267.38,62.56,60.75,59.29,85.26,60.68,63.70,225.36,61.98,71.39,72.52,262.64,19.49,229.93,102.07,93.78,71.60,73.16,228.35,232.39,75.25,324.50,229.83,165.61,324.29,59.57,73.65,43.93,271.56,86.34,103.12,108.15,104.96,199.87,233.45,53.00,233.86,165.42,202.04,129.12,105.58,130.50,174.88,131.81,214.61,213.26,173.27,88.90,181.25,176.77,73.65,73.67,67.25,65.60,76.75,150.90,151.07,149.38,160.00,177.78,177.42,176.07,175.08,210.65,226.06,243.50,266.52,239.24,238.42,238.36,238.45,253.88,254.77,255.53,252.10,253.15,252.20,317.18,322.25,322.27,332.31,336.34,357.01,405.88,404.71
194,119.85,314.28,314.10,322.98,253.57,381.30,114.91,148.56,136.75,136.80,139.79,50.39,316.04,144.28,137.23,136.24,289.17,95.42,214.56,302.91,149.12,148.71,139.65,73.01,68.67,106.55,140.15,137.05,264.27,378.24,331.22,279.35,138.80,380.42,154.73,152.01,144.42,111.50,198.64,133.19,173.28,382.44,142.66,138.51,133.92,130.49,114.92,149.07,163.49,109.15,143.52,142.32,113.89,216.59,131.81,126.37,127.89,123.24,198.71,51.67,412.41,143.16,140.14,126.32,116.56,114.82,53.82,107.55,153.65,148.86,146.92,144.14,140.30,105.03,48.58,243.89,127.13,75.24,108.80,50.20,162.46,412.17,153.16,139.93,73.66,132.23,241.05,314.69,142.06,75.12,152.03,178.02,139.43,178.65,321.29,142.03,11.54,206.08,103.86,406.85,148.33,146.81,118.88,116.01,140.21,136.30,2.48,127.71,409.27,118.41,93.65,137.95,131.91,128.63,116.42,115.25,104.28,137.25,145.61,122.63,142.32,98.98,213.24,81.76,325.71,161.79,256.12,75.17,240.43,148.89,8.59,82.07,206.51,117.33,213.25,16.36,65.74,256.43,26.82,142.46,257.05,73.56,102.42,216.41,256.97,257.94,257.10,258.14,74.75,73.05,59.01,79.04,73.32,76.30,216.47,74.76,67.48,68.49,253.80,32.35,221.47,114.86,106.75,67.77,69.27,220.09,224.14,71.52,315.92,221.80,160.28,315.81,74.18,79.97,56.57,263.94,99.66,100.48,113.08,101.65,193.27,226.49,66.91,226.96,160.09,196.57,126.96,109.93,116.16,160.86,119.35,201.84,202.82,162.12,97.59,171.54,167.02,81.36,80.42,72.11,69.60,77.82,137.91,138.11,136.19,147.92,168.62,168.18,166.36,165.33,199.76,214.39,231.09,254.80,229.67,228.78,228.72,228.78,244.69,245.63,246.36,242.78,243.72,242.74,305.37,311.70,311.72,320.86,325.17,345.86,395.25,394.08
195,129.53,323.72,323.63,332.63,262.99,391.20,123.70,139.34,127.49,127.53,131.26,52.99,325.82,135.52,128.51,127.53,299.08,102.99,224.13,312.83,140.14,139.73,130.86,64.76,77.30,115.92,131.23,128.19,274.19,388.14,341.19,289.29,129.86,390.32,145.52,142.87,135.37,120.04,208.24,124.27,182.74,392.35,133.55,129.47,124.95,121.57,123.71,158.92,172.90,117.88,134.33,133.15,122.74,226.30,122.74,117.40,118.87,114.26,208.39,54.41,422.36,133.84,130.87,117.25,107.65,105.93,57.97,116.49,144.21,139.47,137.54,134.76,130.95,96.26,50.26,253.88,117.90,65.41,99.90,54.22,172.44,422.12,143.62,130.51,83.58,141.67,251.05,324.60,132.08,67.42,161.94,187.73,129.96,188.39,331.22,132.50,2.84,215.90,94.71,416.82,138.69,137.21,109.49,106.63,130.62,126.73,11.81,118.19,419.25,108.47,84.43,128.29,122.27,118.99,106.88,105.70,94.85,127.55,135.81,112.91,132.50,89.31,223.20,72.07,335.70,171.75,266.11,65.34,250.43,158.84,2.74,72.14,216.50,127.28,223.23,23.50,75.52,266.41,21.97,152.37,267.02,64.16,112.27,226.34,266.94,267.91,267.06,268.10,65.20,63.54,66.11,88.38,63.95,66.90,226.40,65.44,76.08,77.13,263.73,30.61,231.35,105.44,97.43,76.34,77.87,229.95,233.99,80.07,325.82,231.62,169.49,325.70,66.48,83.61,55.02,273.71,90.54,108.73,117.68,110.15,202.82,236.13,63.68,236.59,169.31,205.84,135.08,114.87,124.88,169.85,129.13,211.49,212.83,172.09,87.60,181.52,177.01,84.07,83.79,76.63,74.60,84.40,147.52,147.72,145.71,157.77,178.57,178.13,176.35,175.31,209.75,224.29,240.84,264.69,239.65,238.77,238.71,238.77,254.65,255.59,256.32,252.75,253.69,252.72,315.25,321.69,321.72,330.78,335.13,355.82,405.24,404.07
196,103.61,286.09,283.69,288.91,228.42,336.39,119.58,226.78,214.80,214.85,220.26,117.25,277.59,224.18,217.26,216.30,245.72,120.96,188.11,258.54,228.30,227.91,219.47,154.03,92.55,102.60,219.59,216.66,221.30,333.68,282.84,234.84,218.17,335.64,232.93,230.54,223.34,120.87,172.76,212.67,153.63,337.04,221.36,217.53,213.22,209.98,119.55,119.97,146.39,116.27,221.91,220.79,117.78,185.59,210.76,205.70,207.03,202.55,170.03,117.76,364.42,220.89,218.14,205.29,196.13,194.46,114.21,111.76,230.55,226.10,224.27,221.51,217.88,185.04,118.50,195.84,205.43,150.46,188.45,112.24,122.22,363.55,229.43,217.11,67.20,119.81,192.11,270.61,211.55,156.63,118.87,150.73,216.33,150.19,276.07,218.45,91.87,171.62,182.69,357.20,223.82,222.58,196.45,193.71,216.19,212.50,79.24,204.40,358.79,190.33,172.33,213.32,207.58,204.34,193.10,191.88,181.80,212.21,219.25,197.62,215.69,175.01,170.83,158.07,275.03,123.41,208.07,150.39,191.11,96.75,89.37,148.82,153.30,71.57,157.94,65.85,41.35,199.44,84.15,89.17,199.67,133.41,55.27,157.74,199.19,200.27,199.02,200.12,136.13,134.18,23.54,29.16,132.90,135.70,157.78,133.54,19.36,19.25,193.69,74.60,160.28,169.51,161.00,18.93,18.31,157.95,161.82,16.57,253.34,158.45,87.57,252.73,119.42,40.36,73.39,197.74,152.36,21.83,47.98,25.27,124.38,158.25,86.06,158.42,87.41,123.39,46.50,42.87,121.64,153.23,99.47,173.92,154.58,122.83,168.43,120.58,116.67,48.45,42.80,32.86,29.42,12.50,119.85,119.77,120.94,118.74,114.28,114.42,115.76,115.19,155.10,175.14,197.58,213.94,174.47,174.04,173.98,174.20,186.73,187.39,188.24,185.60,187.21,186.39,263.56,260.40,260.40,275.78,277.82,297.95,343.12,341.98
197,109.27,294.35,292.11,297.60,236.26,345.79,123.24,218.14,206.15,206.21,212.16,113.20,286.54,215.91,209.03,208.08,254.92,122.17,195.87,267.82,219.85,219.46,211.18,146.27,92.85,106.79,211.21,208.33,230.42,343.07,292.36,244.08,209.77,345.03,224.28,221.96,214.84,124.00,180.37,204.31,160.49,346.47,212.82,209.07,204.82,201.63,123.21,127.34,152.91,119.55,213.32,212.21,121.48,193.71,202.29,197.32,198.61,194.17,177.86,113.83,373.99,212.19,209.48,196.83,187.82,186.18,110.94,115.25,221.71,217.31,215.50,212.74,209.16,176.87,114.06,205.21,196.85,141.65,180.18,108.70,130.65,373.14,220.50,208.33,69.80,125.42,201.52,279.89,202.07,149.13,126.62,158.29,207.51,157.85,285.42,209.56,84.38,179.94,174.26,366.84,214.81,213.60,187.77,185.06,207.25,203.60,72.23,195.58,368.46,181.07,163.90,204.31,198.62,195.40,184.30,183.07,173.15,203.17,210.06,188.61,206.49,166.18,179.76,149.35,284.65,131.69,217.46,141.58,200.54,105.90,82.00,139.38,162.83,79.69,167.59,58.53,43.50,209.23,75.18,98.33,209.47,123.76,62.99,167.53,209.00,210.08,208.85,209.94,126.52,124.57,15.70,34.85,123.24,126.02,167.57,123.86,20.27,20.77,203.57,65.30,170.16,159.61,151.11,19.91,20.07,167.84,171.73,19.33,263.29,168.37,97.49,262.68,109.50,32.16,63.43,207.70,142.46,31.72,46.63,35.23,134.34,168.21,76.13,168.37,97.33,133.24,55.62,41.92,125.25,158.87,105.44,181.72,163.83,131.18,159.16,129.83,125.85,40.09,34.56,23.65,19.84,5.43,126.08,126.02,126.88,126.09,123.71,123.82,124.95,124.35,164.11,183.86,205.96,222.91,184.15,183.69,183.64,183.85,196.54,197.21,198.05,195.38,196.97,196.14,272.70,270.03,270.04,285.13,287.29,307.46,352.85,351.70
198,115.52,302.71,300.62,306.36,244.26,355.23,127.57,209.63,197.64,197.69,204.22,109.92,295.57,207.78,200.96,200.03,264.19,124.18,203.82,277.15,211.53,211.15,203.04,138.79,94.22,111.71,202.97,200.14,239.62,352.48,301.91,253.39,201.53,354.46,215.74,213.49,206.48,127.85,188.20,196.10,167.66,355.93,204.41,200.74,196.57,193.43,127.55,135.04,159.79,123.55,204.85,203.76,125.87,202.00,193.96,189.10,190.34,185.94,185.90,110.66,383.59,203.60,200.95,188.53,179.68,178.07,108.49,119.49,212.96,208.62,206.84,204.09,200.55,168.89,110.34,214.63,188.41,133.01,172.10,105.98,139.29,382.76,211.67,199.66,73.68,131.55,210.98,289.22,192.64,141.95,134.66,166.10,198.80,165.75,294.82,200.78,77.45,188.43,166.00,376.49,205.89,204.72,179.23,176.55,198.41,194.80,65.98,186.87,378.15,171.89,155.66,195.41,189.77,186.56,175.63,174.40,164.66,194.22,200.95,179.71,197.36,157.50,188.79,140.79,294.29,140.19,226.91,132.94,210.01,115.18,75.25,130.02,172.41,88.20,177.27,52.09,47.68,219.03,66.49,107.64,219.29,114.16,71.26,177.34,218.83,219.91,218.68,219.78,116.97,115.03,11.74,42.16,113.64,116.39,177.38,114.21,25.42,26.29,213.45,56.22,180.04,149.72,141.22,25.15,25.86,177.75,181.64,25.92,273.24,178.30,107.42,272.63,99.59,25.26,53.47,217.66,132.57,41.64,47.38,45.19,144.29,178.16,66.20,178.32,107.26,143.11,64.99,43.30,129.54,164.91,111.98,189.72,173.16,139.75,149.98,139.18,135.14,32.63,27.48,15.40,10.98,10.05,132.76,132.74,133.31,133.79,133.22,133.30,134.26,133.62,173.22,192.70,214.48,231.97,193.86,193.39,193.33,193.54,206.36,207.04,207.88,205.18,206.74,205.91,281.90,279.69,279.69,294.52,296.79,317.01,362.58,361.44
