#AAA MM DD HH    Qaflu   Qdeflu
2015 09 17 12  1915.11  1591.64
2015 09 17 13  1829.40  1591.56
2015 09 17 14  1933.81  1591.31
2015 09 17 15  1914.51  1591.03
2015 09 17 16  1905.16  1591.20
2015 09 17 17  1933.42  1590.92
2015 09 17 18  1885.15  1590.22
2015 09 17 19  1950.16  1588.63
2015 09 17 20  1882.85  1587.92
2015 09 17 21  1892.11  1587.67
2015 09 17 22  1920.38  1587.40
2015 09 17 23  1873.51  1588.10
2015 09 18 00  1901.96  1588.01
2015 09 18 01  1891.84  1587.39
2015 09 18 02  1853.97  1587.58
2015 09 18 03  1540.28  1587.85
2015 09 18 04  1219.61  1562.11
2015 09 18 05   768.41  1396.33
2015 09 18 06   373.44  1229.69
2015 09 18 07   492.13  1062.96
2015 09 18 08   717.69   993.59
2015 09 18 09  1459.72  1164.79
2015 09 18 10  1749.85  1331.24
2015 09 18 11  1849.82  1497.81
2015 09 18 12  1993.11  1593.52
2015 09 18 13  1712.55  1588.87
2015 09 18 14  1836.83  1589.47
2015 09 18 15  1856.32  1589.93
2015 09 18 16  1921.91  1588.92
2015 09 18 17  1902.06  1588.10
2015 09 18 18  1806.45  1587.63
2015 09 18 19  1986.28  1586.70
2015 09 18 20  1872.02  1586.61
2015 09 18 21  1881.17  1586.24
2015 09 18 22  1938.06  1586.05
2015 09 18 23  1918.03  1585.05
2015 09 19 00  1917.83  1584.85
2015 09 19 01  1824.01  1576.65
2015 09 19 02  2018.86  1590.74
2015 09 19 03  1927.02  1508.41
2015 09 19 04  1945.47  1260.47
2015 09 19 05  1918.61   995.76
2015 09 19 06  1820.67   688.52
2015 09 19 07  1979.80   486.12
2015 09 19 08  1659.93   641.94
2015 09 19 09  1717.37   927.72
2015 09 19 10  1857.64  1210.69
2015 09 19 11  1695.20  1514.44
2015 09 19 12  1936.05  1622.09
2015 09 19 13  1996.36  1577.75
2015 09 19 14  1900.27  1529.23
2015 09 19 15  1792.51  1411.95
2015 09 19 16  1751.70  1209.40
2015 09 19 17  1736.52   975.41
2015 09 19 18  1374.09   774.71
2015 09 19 19  1141.88   856.47
2015 09 19 20  1409.99   924.79
2015 09 19 21  1579.00  1008.17
2015 09 19 22  1291.12  1005.70
