#AAA MM DD HH    Qaflu   Qdeflu
2015 02 05 01  1464.00  1312.00
2015 02 05 02  1459.00  1307.00
2015 02 05 03  1308.00  1308.00
2015 02 05 04  1312.00  1312.00
2015 02 05 05  1161.00  1314.00
2015 02 05 06  1315.00  1315.00
2015 02 05 07  1307.00  1307.00
2015 02 05 08  1252.00   795.00
2015 02 05 09  1362.00   446.00
2015 02 05 10  1364.00   447.00
2015 02 05 11  1213.00   447.00
2015 02 05 12  1216.00   449.00
2015 02 05 13  1220.00   299.00
2015 02 05 14   937.00    15.00
2015 02 05 15   769.00     0.00
2015 02 05 16   770.00     0.00
2015 02 05 17   925.00     0.00
2015 02 05 18   962.00   654.00
2015 02 05 19   882.00   728.00
2015 02 05 20   884.00   884.00
2015 02 05 21   894.00   894.00
2015 02 05 22   846.00  1001.00
2015 02 05 23   969.00  1586.00
2015 02 06 00   968.00  1430.00
2015 02 06 01  1126.00  1588.00
2015 02 06 02  1091.00  1553.00
2015 02 06 03  1085.00  1546.00
2015 02 06 04  1149.00  1456.00
2015 02 06 05  1097.00  1251.00
2015 02 06 06  1001.00  1155.00
2015 02 06 07  1183.00  1030.00
2015 02 06 08  1223.00   454.00
2015 02 06 09   893.00   123.00
2015 02 06 10   462.00     0.00
2015 02 06 11   309.00     0.00
2015 02 06 12   309.00     0.00
2015 02 06 13   309.00     0.00
2015 02 06 14   211.00   366.00
2015 02 06 15   290.00  1369.00
2015 02 06 16  1023.00  1640.00
2015 02 06 17  1151.00  1613.00
2015 02 06 18  1124.00  1585.00
2015 02 06 19  1035.00  1497.00
2015 02 06 20  1112.00  1573.00
2015 02 06 21  1324.00  1631.00
2015 02 06 22  1112.00  1572.00
2015 02 06 23  1158.00  1618.00
2015 02 07 00  1128.00  1435.00
2015 02 07 01  1170.00  1629.00
2015 02 07 02  1214.00  1673.00
2015 02 07 03  1558.00  1711.00
2015 02 07 04  1719.00  1566.00
2015 02 07 05  1750.00  1597.00
2015 02 07 06  1776.00  1469.00
2015 02 07 07  1810.00  1350.00
2015 02 07 08  1798.00   878.00
2015 02 07 09  1780.00   551.00
2015 02 07 10  1779.00   548.00
2015 02 07 11  1702.00   777.00
2015 02 07 12  1727.00  1573.00
2015 02 07 13  1716.00  1562.00
2015 02 07 14  1700.00  1391.00
2015 02 07 15  1732.00  1732.00
2015 02 07 16  1631.00  1786.00
2015 02 07 17  1636.00  1790.00
2015 02 07 18  1782.00  1782.00
2015 02 07 19  1629.00  1783.00
2015 02 07 20  1619.00  1773.00
2015 02 07 21  1785.00  1785.00
2015 02 07 22  1784.00  1784.00
2015 02 07 23  1764.00  1764.00
2015 02 08 00  1761.00  1761.00
2015 02 08 01  1745.00  1591.00
2015 02 08 02  1776.00  1776.00
2015 02 08 03  1624.00  1778.00
2015 02 08 04  1626.00  1780.00
2015 02 08 05  1763.00  1763.00
2015 02 08 06  1772.00  1772.00
2015 02 08 07  1735.00  1581.00
2015 02 08 08  1743.00  1589.00
2015 02 08 09  1738.00  1430.00
2015 02 08 10  1290.00   981.00
2015 02 08 11  1135.00   981.00
2015 02 08 12  1186.00  1495.00
2015 02 08 13  1184.00  1492.00
2015 02 08 14  1082.00  1698.00
2015 02 08 15  1166.00  1782.00
2015 02 08 16  1020.00  1790.00
2015 02 08 17  1166.00  1781.00
2015 02 08 18  1019.00  1787.00
2015 02 08 19  1179.00  1793.00
2015 02 08 20  1024.00  1791.00
2015 02 08 21  1186.00  1798.00
2015 02 08 22  1181.00  1792.00
2015 02 08 23  1072.00  1530.00
2015 02 09 00  1036.00  1494.00
2015 02 09 01  1190.00  1495.00
2015 02 09 02  1341.00  1494.00
2015 02 09 03  1491.00  1491.00
2015 02 09 04  1495.00  1495.00
2015 02 09 05  1637.00  1484.00
2015 02 09 06  1641.00  1488.00
2015 02 09 07  1623.00  1317.00
2015 02 09 08  1546.00  1240.00
2015 02 09 09  1654.00   889.00
2015 02 09 10  1600.00   529.00
2015 02 09 11  1405.00   792.00
2015 02 09 12  1550.00  1243.00
2015 02 09 13  1373.00  1219.00
2015 02 09 14  1387.00  1387.00
2015 02 09 15  1322.00  1475.00
2015 02 09 16  1324.00  1478.00
2015 02 09 17  1476.00  1476.00
2015 02 09 18  1453.00  1453.00
2015 02 09 19  1473.00  1473.00
2015 02 09 20  1471.00  1471.00
2015 02 09 21  1620.00  1467.00
2015 02 09 22  1624.00  1471.00
2015 02 09 23  1476.00  1476.00
2015 02 10 00  1630.00  1476.00
2015 02 10 01  1462.00  1462.00
2015 02 10 02  1469.00  1469.00
2015 02 10 03  1627.00  1473.00
2015 02 10 04  1473.00  1473.00
2015 02 10 05  1454.00  1454.00
2015 02 10 06  1540.00  1386.00
2015 02 10 07  1358.00  1358.00
2015 02 10 08  1292.00  1292.00
2015 02 10 09  1390.00  1236.00
2015 02 10 10  1396.00  1242.00
2015 02 10 11  1503.00  1349.00
2015 02 10 12  1510.00  1357.00
2015 02 10 13  1463.00  1310.00
2015 02 10 14  1529.00  1376.00
2015 02 10 15  1536.00  1382.00
2015 02 10 16  1377.00  1377.00
2015 02 10 17  1534.00  1380.00
2015 02 10 18  1539.00  1385.00
2015 02 10 19  1374.00  1374.00
2015 02 10 20  1534.00  1380.00
2015 02 10 21  1525.00  1371.00
2015 02 10 22  1524.00  1370.00
2015 02 10 23  1374.00  1374.00
2015 02 11 00  1533.00  1379.00
2015 02 11 01  1526.00  1372.00
2015 02 11 02  1525.00  1370.00
2015 02 11 03  1528.00  1374.00
2015 02 11 04  1532.00  1378.00
2015 02 11 05  1213.00  1367.00
2015 02 11 06  1334.00  1334.00
2015 02 11 07  1399.00  1245.00
2015 02 11 08  1419.00  1265.00
2015 02 11 09  1389.00  1235.00
2015 02 11 10  1328.00  1328.00
2015 02 11 11  1284.00  1284.00
2015 02 11 12  1454.00  1300.00
2015 02 11 13  1213.00  1059.00
2015 02 11 14  1091.00  1245.00
2015 02 11 15  1359.00  1359.00
2015 02 11 16  1378.00  1378.00
2015 02 11 17  1378.00  1378.00
2015 02 11 18  1269.00  1423.00
2015 02 11 19  1265.00  1419.00
2015 02 11 20  1305.00  1613.00
2015 02 11 21  1275.00  1584.00
2015 02 11 22  1375.00  1529.00
2015 02 11 23  1359.00  1513.00
2015 02 12 00  1369.00  1523.00
2015 02 12 01  1368.00  1521.00
2015 02 12 02  1354.00  1508.00
2015 02 12 03  1357.00  1511.00
2015 02 12 04  1355.00  1509.00
2015 02 12 05  1328.00  1482.00
2015 02 12 06  1136.00  1444.00
