#AAA MM DD HH    Qaflu   Qdeflu
2015 02 06 10    77.66   153.69
2015 02 06 11    79.51   153.76
2015 02 06 12    77.77   153.80
2015 02 06 13    76.05   153.87
2015 02 06 14    72.94   146.29
2015 02 06 15    71.83   133.55
2015 02 06 16    74.39   107.49
2015 02 06 17    76.20    70.83
2015 02 06 18    79.38    41.81
2015 02 06 19    78.76    17.93
2015 02 06 20    68.19     7.37
2015 02 06 21    59.36    24.47
2015 02 06 22    53.45    44.50
2015 02 06 23    52.91    64.54
2015 02 07 00    57.77    84.60
2015 02 07 01    58.98    87.60
2015 02 07 02    56.09    90.97
2015 02 07 03    59.48   107.78
2015 02 07 04    58.38   124.58
2015 02 07 05    57.24   141.33
2015 02 07 06    60.84   154.76
2015 02 07 07    58.94   154.65
2015 02 07 08    63.21   154.45
2015 02 07 09    66.53   154.19
2015 02 07 10    68.71   152.79
2015 02 07 11    69.99   151.39
2015 02 07 12    69.49   150.00
2015 02 07 13    64.99   118.66
2015 02 07 14    63.56    83.23
2015 02 07 15    62.22    47.91
2015 02 07 16    58.89    26.69
2015 02 07 17    72.01    40.70
2015 02 07 18    75.58    58.58
2015 02 07 19    70.19    74.66
2015 02 07 20    66.96    76.80
2015 02 07 21    55.86    73.75
2015 02 07 22    51.50    72.08
2015 02 07 23    54.33    72.22
2015 02 08 00    57.96    72.28
2015 02 08 01    60.65    72.28
2015 02 08 02    61.54    72.28
2015 02 08 03    62.44    72.28
2015 02 08 04    62.44    72.28
2015 02 08 05    60.66    72.28
2015 02 08 06    59.77    72.29
2015 02 08 07    59.77    72.30
2015 02 08 08    58.88    72.30
2015 02 08 09    59.78    72.30
2015 02 08 10    60.60    72.23
2015 02 08 11    62.21    72.05
2015 02 08 12    61.99    71.83
2015 02 08 13    59.97    71.60
2015 02 08 14    60.70    71.43
2015 02 08 15    58.88    71.40
2015 02 08 16    57.97    71.39
2015 02 08 17    54.40    71.39
2015 02 08 18    66.93    71.40
2015 02 08 19    66.91    71.39
2015 02 08 20    65.13    71.39
2015 02 08 21    67.80    71.38
2015 02 08 22    50.81    71.39
2015 02 08 23    49.93    71.40
2015 02 09 00    53.00    71.79
2015 02 09 01    53.63    72.42
2015 02 09 02    56.94    73.04
2015 02 09 03    56.16    74.05
2015 02 09 04    55.52    75.20
2015 02 09 05    55.99    76.56
2015 02 09 06    54.64    77.90
2015 02 09 07    53.84    78.88
2015 02 09 08    53.39    79.33
2015 02 09 09    54.29    79.34
2015 02 09 10    55.22    79.37
2015 02 09 11    57.01    79.38
2015 02 09 12    56.11    79.37
2015 02 09 13    55.23    79.38
2015 02 09 14    55.22    79.37
2015 02 09 15    55.22    79.37
2015 02 09 16    55.26    79.41
2015 02 09 17    63.35    79.45
2015 02 09 18    65.20    79.52
2015 02 09 19    63.49    79.59
2015 02 09 20    61.57    79.46
2015 02 09 21    53.42    79.37
2015 02 09 22    50.75    79.37
2015 02 09 23    48.09    79.40
2015 02 10 00    49.19    79.60
2015 02 10 01    49.34    79.76
2015 02 10 02    50.26    79.78
2015 02 10 03    52.05    79.78
2015 02 10 04    52.75    79.59
2015 02 10 05    51.24    78.96
2015 02 10 06    49.74    78.37
2015 02 10 07    50.94    77.77
2015 02 10 08    51.41    77.35
2015 02 10 09    52.79    76.05
2015 02 10 10    52.12    71.80
2015 02 10 11    51.44    67.54
2015 02 10 12    54.33    63.28
2015 02 10 13    53.20    60.36
2015 02 10 14    52.32    60.37
2015 02 10 15    54.12    60.38
2015 02 10 16    51.97    60.91
2015 02 10 17    62.18    66.65
2015 02 10 18    64.92    72.08
2015 02 10 19    63.04    77.35
2015 02 10 20    57.59    81.74
2015 02 10 21    49.58    80.89
2015 02 10 22    47.24    80.34
2015 02 10 23    48.62    79.93
2015 02 11 00    51.28    79.91
2015 02 11 01    46.79    79.89
2015 02 11 02    51.26    79.88
2015 02 11 03    49.48    79.89
2015 02 11 04    47.69    79.89
2015 02 11 05    48.60    79.91
2015 02 11 06    45.92    79.91
2015 02 11 07    47.74    79.94
2015 02 11 08    50.43    79.95
2015 02 11 09    50.93    79.56
2015 02 11 10    49.00    74.05
2015 02 11 11    47.47    67.15
2015 02 11 12    46.35    50.83
2015 02 11 13    49.18    33.08
2015 02 11 14    51.74    20.43
2015 02 11 15    52.10     9.16
2015 02 11 16    53.84     7.32
2015 02 11 17    56.51    11.78
2015 02 11 18    57.86    27.44
2015 02 11 19    52.05    43.11
2015 02 11 20    44.46    58.77
2015 02 11 21    29.71    69.97
2015 02 11 22    27.05    69.99
2015 02 11 23    32.44    70.01
2015 02 12 00    31.57    70.03
2015 02 12 01    39.45    69.87
2015 02 12 02    37.18    69.38
2015 02 12 03    36.69    68.89
2015 02 12 04    44.25    68.40
2015 02 12 05    39.95    67.68
2015 02 12 06    35.88    67.19
2015 02 12 07    32.72    66.71
2015 02 12 08    33.14    66.23
2015 02 12 09    39.10    66.82
2015 02 12 10    42.09    68.03
2015 02 12 11    42.58    66.73
2015 02 12 12    41.37    62.83
2015 02 12 13    42.04    58.14
