#AAA MM DD HH    Qaflu   Qdeflu
2015 03 04 13   688.76   804.76
2015 03 04 14   722.95   882.45
2015 03 04 15   756.22   814.22
2015 03 04 16   760.07   593.32
2015 03 04 17   735.13   350.88
2015 03 04 18   722.79   128.29
2015 03 04 19   733.87    23.37
2015 03 04 20   688.75     0.00
2015 03 04 21   703.25     0.00
2015 03 04 22   622.95   115.45
2015 03 04 23   705.50   328.50
2015 03 05 00   621.33   585.08
2015 03 05 01   566.61   842.11
2015 03 05 02   707.83   983.33
2015 03 05 03   562.75  1026.75
2015 03 05 04   628.70  1027.45
2015 03 05 05   708.43  1027.43
2015 03 05 06   607.43  1027.93
2015 03 05 07   672.97  1028.22
2015 03 05 08   701.43  1027.68
2015 03 05 09   622.27  1028.27
2015 03 05 10   636.96  1028.46
2015 03 05 11   629.96  1028.71
2015 03 05 12   640.81   981.56
2015 03 05 13   593.83   949.08
2015 03 05 14   688.26   942.01
2015 03 05 15   743.06   851.81
2015 03 05 16   659.90   688.90
2015 03 05 17   688.53   463.78
2015 03 05 18   663.00   213.50
2015 03 05 19   561.45    46.70
2015 03 05 20   616.25     0.00
2015 03 05 21   696.00     0.00
2015 03 05 22   602.10    72.85
2015 03 05 23   512.55   302.30
2015 03 06 00   653.86   559.61
2015 03 06 01   570.62   817.12
2015 03 06 02   522.94  1001.44
2015 03 06 03   739.03  1029.03
2015 03 06 04   565.16  1029.16
2015 03 06 05   557.85  1029.10
2015 03 06 06   674.35  1029.60
2015 03 06 07   506.42  1050.17
2015 03 06 08   557.59  1137.59
2015 03 06 09   703.08  1196.08
2015 03 06 10   502.00  1263.25
2015 03 06 11   540.45  1330.70
2015 03 06 12   649.98  1331.48
2015 03 06 13   436.74  1354.67
2015 03 06 14   602.37  1344.35
2015 03 06 15   707.28  1310.25
2015 03 06 16   497.79  1249.90
2015 03 06 17   729.64  1137.35
2015 03 06 18   704.34   947.53
2015 03 06 19   515.92   701.89
2015 03 06 20   601.28   486.83
2015 03 06 21   565.70   336.81
2015 03 06 22   491.65   348.59
2015 03 06 23   636.19   600.43
2015 03 07 00   619.13   876.63
2015 03 07 01   452.43  1146.25
2015 03 07 02   526.33  1356.05
2015 03 07 03   576.97  1385.23
2015 03 07 04   348.05  1385.21
2015 03 07 05   448.59  1385.60
2015 03 07 06   614.12  1386.62
2015 03 07 07   378.68  1387.22
2015 03 07 08   671.65  1386.93
2015 03 07 09   600.98  1387.78
2015 03 07 10   415.28  1388.06
2015 03 07 11   587.57  1388.68
2015 03 07 12   488.65  1389.90
2015 03 07 13   468.02  1369.26
2015 03 07 14   511.53  1341.26
2015 03 07 15   529.28  1244.56
2015 03 07 16   635.62  1093.40
2015 03 07 17   602.35   845.54
2015 03 07 18   529.78   544.08
2015 03 07 19   536.42   293.23
2015 03 07 20   483.29    97.04
2015 03 07 21   576.02    18.10
2015 03 07 22   570.89   184.65
2015 03 07 23   498.93   498.93
2015 03 08 00   487.94   845.57
2015 03 08 01   476.67  1191.95
2015 03 08 02   467.22  1354.17
2015 03 08 03   499.75  1386.69
2015 03 08 04   378.64  1387.18
2015 03 08 05   550.97  1387.84
2015 03 08 06   500.86  1387.80
2015 03 08 07   458.32  1388.18
2015 03 08 08   579.83  1388.09
2015 03 08 09   455.07  1320.55
2015 03 08 10   455.45  1292.33
2015 03 08 11   491.03  1292.14
2015 03 08 12   541.17  1292.21
2015 03 08 13   379.85  1359.78
2015 03 08 14   508.19  1387.99
2015 03 08 15   612.96  1356.85
2015 03 08 16   412.50  1113.34
2015 03 08 17   537.37   766.26
2015 03 08 18   555.36   419.46
2015 03 08 19   368.24   103.58
2015 03 08 20   550.63     0.00
2015 03 08 21   529.31     0.00
2015 03 08 22   457.78     0.00
2015 03 08 23   383.37   168.79
2015 03 09 00   458.35   515.57
2015 03 09 01   469.11   862.51
2015 03 09 02   408.62  1209.45
2015 03 09 03   595.47  1387.41
2015 03 09 04   405.47  1387.62
2015 03 09 05   343.86  1387.75
2015 03 09 06   480.84  1387.51
2015 03 09 07   447.97  1368.80
2015 03 09 08   431.47  1281.47
2015 03 09 09   372.53  1208.36
2015 03 09 10   422.02  1208.27
2015 03 09 11   390.86  1226.69
2015 03 09 12   459.52  1295.35
2015 03 09 13   549.90  1336.15
2015 03 09 14   522.99  1266.74
2015 03 09 15   487.27  1082.27
2015 03 09 16   462.78   774.44
2015 03 09 17   523.44   459.69
2015 03 09 18   444.58   182.49
2015 03 09 19   480.90    20.49
2015 03 09 20   524.17     0.00
2015 03 09 21   495.83     0.00
2015 03 09 22   488.75     0.00
2015 03 09 23   384.74    37.66
2015 03 10 00   359.32   253.07
2015 03 10 01   431.15   565.74
2015 03 10 02   386.79   889.70
2015 03 10 03   469.82  1171.07
2015 03 10 04   522.65  1266.40
2015 03 10 05   400.20  1250.20
2015 03 10 06   600.75  1139.08
2015 03 10 07   513.32   846.23
2015 03 10 08   408.00   535.50
2015 03 10 09   586.11   239.03
2015 03 10 10   380.35    26.18
