#AAA MM DD HH    Qaflu   Qdeflu
2015 03 05 04  1716.00  1562.00
2015 03 05 05  1700.00  1391.00
2015 03 05 06  1732.00  1732.00
2015 03 05 07  1631.00  1786.00
2015 03 05 08  1636.00  1790.00
2015 03 05 09  1782.00  1782.00
2015 03 05 10  1629.00  1783.00
2015 03 05 11  1619.00  1773.00
2015 03 05 12  1785.00  1785.00
2015 03 05 13  1784.00  1784.00
2015 03 05 14  1764.00  1764.00
2015 03 05 15  1761.00  1761.00
2015 03 05 16  1745.00  1591.00
2015 03 05 17  1776.00  1776.00
2015 03 05 18  1624.00  1778.00
2015 03 05 19  1626.00  1780.00
2015 03 05 20  1763.00  1763.00
2015 03 05 21  1772.00  1772.00
2015 03 05 22  1735.00  1581.00
2015 03 05 23  1743.00  1589.00
2015 03 06 00  1738.00  1430.00
2015 03 06 01  1290.00   981.00
2015 03 06 02  1135.00   981.00
2015 03 06 03  1186.00  1495.00
2015 03 06 04  1184.00  1492.00
2015 03 06 05  1082.00  1698.00
2015 03 06 06  1166.00  1782.00
2015 03 06 07  1020.00  1790.00
2015 03 06 08  1166.00  1781.00
2015 03 06 09  1019.00  1787.00
2015 03 06 10  1179.00  1793.00
2015 03 06 11  1024.00  1791.00
2015 03 06 12  1186.00  1798.00
2015 03 06 13  1181.00  1792.00
2015 03 06 14  1072.00  1530.00
2015 03 06 15  1036.00  1494.00
2015 03 06 16  1190.00  1495.00
2015 03 06 17  1341.00  1494.00
2015 03 06 18  1491.00  1491.00
2015 03 06 19  1495.00  1495.00
2015 03 06 20  1637.00  1484.00
2015 03 06 21  1641.00  1488.00
2015 03 06 22  1623.00  1317.00
2015 03 06 23  1546.00  1240.00
2015 03 07 00  1654.00   889.00
2015 03 07 01  1600.00   529.00
2015 03 07 02  1405.00   792.00
2015 03 07 03  1550.00  1243.00
2015 03 07 04  1373.00  1219.00
2015 03 07 05  1387.00  1387.00
2015 03 07 06  1322.00  1475.00
2015 03 07 07  1324.00  1478.00
2015 03 07 08  1476.00  1476.00
2015 03 07 09  1453.00  1453.00
2015 03 07 10  1473.00  1473.00
2015 03 07 11  1471.00  1471.00
2015 03 07 12  1620.00  1467.00
2015 03 07 13  1624.00  1471.00
2015 03 07 14  1476.00  1476.00
2015 03 07 15  1630.00  1476.00
2015 03 07 16  1462.00  1462.00
2015 03 07 17  1469.00  1469.00
2015 03 07 18  1627.00  1473.00
2015 03 07 19  1473.00  1473.00
2015 03 07 20  1454.00  1454.00
2015 03 07 21  1540.00  1386.00
2015 03 07 22  1358.00  1358.00
2015 03 07 23  1292.00  1292.00
2015 03 08 00  1390.00  1236.00
2015 03 08 01  1396.00  1242.00
2015 03 08 02  1503.00  1349.00
2015 03 08 03  1510.00  1357.00
2015 03 08 04  1463.00  1310.00
2015 03 08 05  1529.00  1376.00
2015 03 08 06  1536.00  1382.00
2015 03 08 07  1377.00  1377.00
2015 03 08 08  1534.00  1380.00
2015 03 08 09  1539.00  1385.00
2015 03 08 10  1374.00  1374.00
2015 03 08 11  1534.00  1380.00
2015 03 08 12  1525.00  1371.00
2015 03 08 13  1524.00  1370.00
2015 03 08 14  1374.00  1374.00
2015 03 08 15  1533.00  1379.00
2015 03 08 16  1526.00  1372.00
2015 03 08 17  1525.00  1370.00
2015 03 08 18  1528.00  1374.00
2015 03 08 19  1532.00  1378.00
2015 03 08 20  1213.00  1367.00
2015 03 08 21  1334.00  1334.00
2015 03 08 22  1399.00  1245.00
2015 03 08 23  1419.00  1265.00
2015 03 09 00  1389.00  1235.00
2015 03 09 01  1328.00  1328.00
2015 03 09 02  1284.00  1284.00
2015 03 09 03  1454.00  1300.00
2015 03 09 04  1213.00  1059.00
2015 03 09 05  1091.00  1245.00
2015 03 09 06  1359.00  1359.00
2015 03 09 07  1378.00  1378.00
2015 03 09 08  1378.00  1378.00
2015 03 09 09  1269.00  1423.00
2015 03 09 10  1265.00  1419.00
2015 03 09 11  1305.00  1613.00
2015 03 09 12  1275.00  1584.00
2015 03 09 13  1375.00  1529.00
2015 03 09 14  1359.00  1513.00
2015 03 09 15  1369.00  1523.00
2015 03 09 16  1368.00  1521.00
2015 03 09 17  1354.00  1508.00
2015 03 09 18  1357.00  1511.00
2015 03 09 19  1355.00  1509.00
2015 03 09 20  1328.00  1482.00
2015 03 09 21  1136.00  1444.00
2015 03 09 22  1154.00  1462.00
2015 03 09 23  1113.00  1266.00
2015 03 10 00  1296.00   835.00
2015 03 10 01  1042.00   427.00
2015 03 10 02   720.00   104.00
2015 03 10 03   462.00     0.00
2015 03 10 04   308.00     0.00
2015 03 10 05   109.00   109.00
2015 03 10 06    27.00   644.00
2015 03 10 07   486.00  1101.00
2015 03 10 08   970.00  1124.00
2015 03 10 09  1141.00  1295.00
2015 03 10 10  1271.00  1271.00
2015 03 10 11  1014.00  1167.00
2015 03 10 12   965.00   965.00
2015 03 10 13   861.00   861.00
2015 03 10 14   907.00   907.00
2015 03 10 15   894.00   894.00
2015 03 10 16  1130.00  1437.00
2015 03 10 17  1146.00  1607.00
2015 03 10 18  1288.00  1595.00
2015 03 10 19  1267.00  1574.00
2015 03 10 20  1188.00  1494.00
2015 03 10 21  1037.00  1191.00
2015 03 10 22  1282.00   975.00
2015 03 10 23  1014.00   553.00
2015 03 11 00   611.00   150.00
2015 03 11 01   307.00     0.00
2015 03 11 02     0.00     0.00
2015 03 11 03   166.00   934.00
2015 03 11 04  1157.00  1618.00
2015 03 11 05  1131.00  1744.00
2015 03 11 06  1331.00  1791.00
2015 03 11 07  1347.00  1806.00
2015 03 11 08  1499.00  1805.00
2015 03 11 09  1643.00  1795.00
2015 03 11 10  1488.00  1794.00
2015 03 11 11  1501.00  1806.00
2015 03 11 12  1503.00  1809.00
2015 03 11 13  1645.00  1798.00
2015 03 11 14  1640.00  1793.00
2015 03 11 15  1339.00  1796.00
2015 03 11 16  1495.00  1800.00
2015 03 11 17  1489.00  1794.00
2015 03 11 18  1344.00  1801.00
2015 03 11 19  1496.00  1801.00
2015 03 11 20  1576.00  1728.00
2015 03 11 21  1521.00  1369.00
2015 03 11 22  1590.00   829.00
2015 03 11 23  1473.00   405.00
2015 03 12 00  1586.00   210.00
2015 03 12 01  1547.00    15.00
2015 03 12 02  1535.00     0.00
2015 03 12 03  1517.00   748.00
2015 03 12 04  1389.00  1389.00
2015 03 12 05  1416.00  1724.00
2015 03 12 06  1474.00  1782.00
2015 03 12 07  1479.00  1786.00
2015 03 12 08  1337.00  1798.00
2015 03 12 09  1491.00  1798.00
2015 03 12 10  1333.00  1793.00
2015 03 12 11  1341.00  1801.00
2015 03 12 12  1341.00  1800.00
2015 03 12 13  1490.00  1796.00
2015 03 12 14  1322.00  1781.00
2015 03 12 15  1256.00  1562.00
2015 03 12 16  1491.00  1797.00
2015 03 12 17  1489.00  1794.00
2015 03 12 18  1487.00  1793.00
2015 03 12 19  1493.00  1798.00
2015 03 12 20  1483.00  1788.00
2015 03 12 21  1485.00  1637.00
2015 03 12 22  1502.00  1502.00
2015 03 12 23  1551.00  1398.00
2015 03 13 00  1589.00   826.00
2015 03 13 01  1585.00   362.00
2015 03 13 02  1532.00     0.00
2015 03 13 03  1380.00   920.00
2015 03 13 04  1571.00  1571.00
2015 03 13 05  1457.00  1764.00
2015 03 13 06  1340.00  1800.00
2015 03 13 07  1336.00  1796.00
2015 03 13 08  1196.00  1808.00
2015 03 13 09  1332.00  1791.00
2015 03 13 10  1479.00  1784.00
2015 03 13 11  1495.00  1801.00
2015 03 13 12  1496.00  1802.00
2015 03 13 13  1788.00  1788.00
2015 03 13 14  1932.00  1779.00
2015 03 13 15  1943.00  1790.00
2015 03 13 16  1943.00  1790.00
2015 03 13 17  1933.00  1780.00
2015 03 13 18  1952.00  1799.00
2015 03 13 19  1961.00  1808.00
2015 03 13 20  1937.00  1784.00
2015 03 13 21  1930.00  1777.00
2015 03 13 22  1924.00  1771.00
2015 03 13 23  1999.00  1693.00
2015 03 14 00  1940.00  1327.00
2015 03 14 01  2033.00   806.00
2015 03 14 02  1436.00   822.00
2015 03 14 03  1371.00  1063.00
2015 03 14 04  1680.00  1526.00
2015 03 14 05  1432.00  1739.00
2015 03 14 06  1487.00  1794.00
2015 03 14 07  1473.00  1780.00
2015 03 14 08  1479.00  1786.00
2015 03 14 09  1321.00  1782.00
2015 03 14 10  1474.00  1781.00
2015 03 14 11  1489.00  1796.00
2015 03 14 12  1491.00  1798.00
2015 03 14 13  1477.00  1784.00
2015 03 14 14  1481.00  1787.00
2015 03 14 15  1464.00  1770.00
2015 03 14 16  1732.00  1732.00
2015 03 14 17  1788.00  1788.00
2015 03 14 18  1792.00  1792.00
2015 03 14 19  1789.00  1789.00
2015 03 14 20  1791.00  1791.00
2015 03 14 21  1776.00  1776.00
2015 03 14 22  1630.00  1477.00
2015 03 14 23  1850.00  1085.00
2015 03 15 00  1759.00   533.00
2015 03 15 01  1739.00   356.00
2015 03 15 02  1754.00   214.00
2015 03 15 03  1637.00   402.00
2015 03 15 04  1611.00  1302.00
2015 03 15 05  1773.00  1773.00
2015 03 15 06  1621.00  1776.00
2015 03 15 07  1621.00  1776.00
2015 03 15 08  1620.00  1775.00
2015 03 15 09  1610.00  1764.00
2015 03 15 10  1769.00  1769.00
2015 03 15 11  1627.00  1781.00
2015 03 15 12  1773.00  1773.00
2015 03 15 13  1599.00  1753.00
2015 03 15 14  1760.00  1760.00
2015 03 15 15  1616.00  1770.00
2015 03 15 16  1617.00  1772.00
2015 03 15 17  1775.00  1775.00
2015 03 15 18  1622.00  1776.00
2015 03 15 19  1778.00  1778.00
2015 03 15 20  1601.00  1755.00
2015 03 15 21  1762.00  1762.00
2015 03 15 22  1623.00  1777.00
2015 03 15 23  1771.00  1771.00
2015 03 16 00  1756.00  1756.00
2015 03 16 01  1755.00  1755.00
2015 03 16 02  1763.00  1763.00
2015 03 16 03  1745.00  1745.00
2015 03 16 04  1671.00  1517.00
2015 03 16 05  1750.00  1441.00
2015 03 16 06  1716.00  1716.00
2015 03 16 07  1659.00  1659.00
2015 03 16 08  1715.00  1715.00
2015 03 16 09  1704.00  1704.00
2015 03 16 10  1601.00  1601.00
2015 03 16 11  1687.00  1533.00
2015 03 16 12  1772.00  1463.00
2015 03 16 13  1769.00  1305.00
2015 03 16 14  1397.00   933.00
2015 03 16 15   741.00   895.00
2015 03 16 16   749.00  1521.00
2015 03 16 17   781.00  1398.00
2015 03 16 18  1198.00   890.00
2015 03 16 19   856.00   702.00
2015 03 16 20   843.00   535.00
2015 03 16 21   686.00   532.00
2015 03 16 22   374.00   529.00
2015 03 16 23   398.00  1015.00
2015 03 17 00   387.00  1158.00
2015 03 17 01   574.00   882.00
2015 03 17 02   595.00   133.00
2015 03 17 03   308.00     0.00
2015 03 17 04     0.00     0.00
2015 03 17 05    46.00   200.00
2015 03 17 06   184.00   492.00
2015 03 17 07   341.00   649.00
2015 03 17 08   536.00  1305.00
2015 03 17 09   870.00  1484.00
2015 03 17 10  1190.00  1497.00
2015 03 17 11  1191.00  1498.00
2015 03 17 12  1191.00  1498.00
2015 03 17 13   885.00  1498.00
2015 03 17 14   958.00  1570.00
2015 03 17 15  1042.00  1807.00
2015 03 17 16  1190.00  1802.00
2015 03 17 17  1189.00  1800.00
2015 03 17 18  1194.00  1804.00
2015 03 17 19  1231.00  1536.00
2015 03 17 20  1116.00  1268.00
2015 03 17 21  1271.00  1271.00
2015 03 17 22  1154.00  1001.00
2015 03 17 23  1091.00   633.00
2015 03 18 00  1165.00   402.00
2015 03 18 01  1135.00   218.00
2015 03 18 02  1138.00   220.00
2015 03 18 03  1139.00   219.00
