,Q_obs1,Q_obs2,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2017-04-20,7.36,10.582,7.2,3.434,8.39,10.686,26.17,36.08,5.144,15.739
2017-04-21,7.51,10.085,6.49,2.707,11.37,10.876,25.498,34.859,5.077,14.894
2017-04-22,8.24,11.289,2.39,3.22,11.77,11.662,25.073,33.67,4.804,14.094
2017-04-23,9.14,13.485,0.01,2.851,9.9,12.444,24.9,32.543,4.446,13.337
2017-04-24,9.14,13.646,0.01,3.187,8.49,12.825,24.991,31.457,4.081,12.62
2017-04-25,8.54,12.208,0.12,2.904,7.65,12.767,25.358,30.392,3.741,11.942
2017-04-26,7.95,8.995,23.78,3.094,10.52,13.059,25.863,33.529,6.773,13.0
2017-04-27,7.95,10.861,0.04,3.13,18.98,14.828,26.192,34.999,8.446,14.0
2017-04-28,11.01,13.762,0.01,2.864,16.05,16.429,26.528,36.391,8.652,14.947
2017-04-29,12.15,15.507,0.0,3.231,11.82,17.194,27.477,37.369,8.187,15.843
2017-04-30,11.18,15.24,0.0,2.875,9.96,17.052,29.201,37.817,7.375,14.992
2017-05-01,9.91,12.996,0.0,2.855,8.85,16.385,31.844,37.743,6.455,14.187
2017-05-02,8.68,11.085,0.65,2.925,8.09,15.393,33.47,37.219,5.675,13.425
2017-05-03,7.95,9.924,0.49,2.758,7.57,14.277,31.844,36.337,5.026,12.704
2017-05-04,7.36,8.774,9.29,2.388,8.84,13.422,30.166,35.831,4.966,12.021
2017-05-05,7.65,8.325,1.7,2.335,11.58,13.304,28.842,34.916,4.994,11.376
2017-05-06,8.1,8.478,0.01,2.742,9.97,13.348,27.861,33.879,4.816,10.765
2017-05-07,8.54,9.001,0.01,2.971,8.33,13.179,27.229,32.736,4.379,10.187
2017-05-08,8.24,8.779,0.02,2.506,7.56,12.732,26.968,31.512,3.966,9.64
2017-05-09,8.1,7.875,0.09,2.874,7.06,12.079,27.142,30.242,3.603,9.122
2017-05-10,7.36,7.948,0.07,2.553,6.71,11.32,27.118,28.958,3.287,8.632
2017-05-11,6.66,8.2,0.0,2.807,6.43,10.525,26.199,27.689,3.012,8.169
2017-05-12,6.39,8.43,0.0,2.742,6.29,9.76,25.262,26.458,2.77,7.731
2017-05-13,5.71,8.278,0.66,2.585,9.4,9.069,24.41,25.284,2.557,7.316
2017-05-14,7.22,7.553,18.16,2.554,15.63,9.023,23.728,26.616,4.296,6.93
2017-05-15,8.1,9.715,0.02,2.534,12.86,10.325,23.415,27.032,5.4,6.565
2017-05-16,9.75,11.958,0.0,2.144,9.86,11.648,23.512,27.459,5.57,6.22
2017-05-17,9.6,12.286,0.0,2.583,8.45,12.425,24.073,27.696,5.3,5.893
2017-05-18,12.82,11.162,39.29,2.544,15.71,13.759,25.381,39.071,14.045,15.621
2017-05-19,34.43,22.887,51.83,2.4,43.65,47.808,28.563,65.39,37.676,41.806
2017-05-20,89.1,76.692,1.0,1.436,64.58,93.625,33.956,83.173,52.428,66.583
2017-05-21,101.52,99.494,4.16,2.004,52.08,102.717,41.03,99.152,59.003,90.614
2017-05-22,104.84,108.617,0.13,2.414,40.69,101.819,53.715,111.244,62.31,103.31
2017-05-23,104.84,112.69,3.67,1.927,36.71,100.77,75.646,119.079,63.904,98.344
2017-05-24,102.1,111.657,2.84,1.993,35.8,95.079,102.212,122.808,65.099,93.744
2017-05-25,96.32,110.923,0.01,2.43,33.03,88.309,106.64,122.99,65.992,88.804
2017-05-26,93.43,109.542,0.15,2.125,30.04,81.415,90.022,120.377,66.361,84.13
2017-05-27,89.1,108.947,8.92,2.687,33.92,74.048,77.57,116.284,66.769,80.332
2017-05-28,97.76,108.804,22.19,2.49,46.36,77.978,68.52,114.185,70.588,83.406
2017-05-29,97.76,107.499,0.64,2.386,48.73,90.737,63.038,109.747,74.642,86.315
2017-05-30,84.27,98.609,6.86,2.023,43.93,91.536,60.258,105.091,76.891,90.126
