data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-04-05,31.04,26.69,3.597,44.23,20.556,23.084,30.816,33.865,29.772
2019-04-06,49.83,10.31,3.262,51.17,23.936,40.256,36.183,40.252,36.968
2019-04-07,46.78,3.65,3.524,43.09,25.061,40.108,35.192,39.288,40.237
2019-04-08,42.11,6.07,3.196,38.19,25.822,33.632,32.228,36.492,39.546
2019-04-09,34.67,0.01,2.319,35.95,25.219,32.498,28.274,32.518,38.884
2019-04-10,30.74,0.0,2.841,31.74,24.04,29.759,24.687,28.67,36.099
2019-04-11,27.51,0.0,3.945,29.52,22.705,27.423,21.843,25.395,33.875
2019-04-12,25.25,0.0,3.375,27.83,21.341,25.83,19.726,22.762,32.093
2019-04-13,23.74,0.0,3.647,26.35,19.967,24.456,18.178,20.705,30.657
2019-04-14,22.81,0.45,3.196,24.98,18.837,23.249,17.034,19.115,29.493
2019-04-15,22.32,0.08,2.42,23.7,17.751,22.187,16.15,17.888,28.538
2019-04-16,21.75,6.93,2.699,26.77,18.134,22.188,16.467,18.084,27.75
2019-04-17,21.97,0.07,3.176,27.07,17.724,23.887,16.095,17.608,27.094
2019-04-18,21.15,0.01,2.824,23.34,16.909,22.218,15.46,16.918,26.534
2019-04-19,19.6,0.01,2.803,21.62,16.086,20.688,14.746,16.219,26.044
2019-04-20,18.81,2.86,2.938,23.1,15.852,19.882,14.237,15.727,25.618
2019-04-21,23.67,31.03,2.509,47.82,21.508,25.661,34.529,38.794,31.977
2019-04-22,40.15,3.3,3.21,41.55,23.688,45.56,39.069,43.64,37.05
2019-04-23,29.31,0.83,2.937,31.82,23.629,37.812,36.839,41.072,34.311
2019-04-24,25.14,0.01,2.826,27.73,22.737,30.776,32.077,36.247,32.054
2019-04-25,22.7,0.03,2.772,25.86,21.561,28.543,27.275,31.301,30.246
2019-04-26,21.31,0.17,3.079,24.52,20.322,26.766,23.37,27.004,28.79
2019-04-27,31.01,25.94,3.001,49.89,24.428,31.696,35.054,41.183,37.268
2019-04-28,86.52,19.64,2.72,63.5,45.058,56.596,44.746,53.583,57.176
2019-04-29,82.15,0.08,3.121,53.28,63.012,66.965,44.002,52.384,63.292
2019-04-30,57.06,0.04,2.723,43.83,56.838,51.964,39.261,46.52,54.957
2019-05-01,58.45,21.93,2.617,64.46,55.126,51.596,44.144,54.334,59.007
2019-05-02,88.03,0.25,2.731,63.48,63.342,70.261,41.792,51.53,62.252
2019-05-03,68.9,0.23,2.559,54.39,63.102,56.855,37.258,45.338,54.255
2019-05-04,57.03,0.85,2.454,50.4,51.434,46.342,32.51,38.856,47.97
2019-05-05,51.01,0.29,1.99,47.58,42.976,41.201,28.485,33.21,43.029
2019-05-06,46.83,4.84,2.554,45.12,37.637,38.187,25.905,29.304,39.143
2019-05-07,42.18,0.46,2.777,42.5,33.288,37.262,23.761,25.971,36.087
2019-05-08,36.68,0.13,2.226,39.72,29.669,33.875,22.06,23.305,33.68
2019-05-09,33.46,1.74,2.612,37.23,27.039,31.034,20.774,21.295,31.783
2019-05-10,31.78,4.0,2.527,45.54,25.495,29.505,20.048,20.152,30.286
2019-05-11,39.13,13.24,2.877,46.43,26.401,32.485,23.011,24.299,29.665
2019-05-12,38.37,2.09,2.692,43.44,25.977,40.012,23.179,24.666,29.172
2019-05-13,34.3,6.87,2.666,43.93,28.35,36.467,23.135,24.906,31.025
2019-05-14,32.65,0.26,2.779,41.85,26.634,36.173,21.892,23.746,32.49
