,Q_obs1,Q_obs2,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2017-10-20,61.9,62.816,0.1,3.372,41.86,75.815,58.823,48.622,41.775,71.76
2017-10-21,55.3,55.175,16.58,3.387,46.41,73.349,58.304,50.174,48.379,70.816
2017-10-22,63.55,61.581,3.43,4.146,50.3,73.122,60.577,49.791,49.719,69.946
2017-10-23,58.6,58.744,0.78,4.459,48.43,74.486,65.362,48.868,48.378,66.657
2017-10-24,56.4,55.807,0.0,3.391,44.96,70.33,66.983,47.303,46.072,63.613
2017-10-25,52.16,51.302,18.33,3.033,49.71,69.506,62.961,51.505,54.34,65.45
2017-10-26,63.55,61.17,1.57,3.34,55.18,74.101,63.046,52.456,55.7,67.155
2017-10-27,72.1,69.712,15.72,3.739,55.6,80.231,69.558,56.956,61.966,70.408
2017-10-28,80.32,79.408,0.05,3.826,53.88,86.008,76.418,58.141,61.874,73.423
2017-10-29,80.32,79.052,7.74,4.197,57.73,87.439,79.131,58.908,60.884,69.895
2017-10-30,105.75,99.624,21.34,3.419,68.91,92.599,80.907,66.294,72.987,77.581
2017-10-31,96.5,96.909,1.86,3.764,68.24,103.657,82.915,68.581,74.575,84.696
2017-11-01,92.0,92.152,0.22,3.162,61.03,104.356,92.182,68.834,71.498,80.334
2017-11-02,91.0,90.762,0.0,3.178,52.34,97.968,93.496,67.167,66.876,76.302
2017-11-03,86.37,86.653,6.24,4.775,49.3,91.737,83.58,64.826,63.231,72.572
2017-11-04,83.34,83.897,15.61,3.447,56.14,89.381,76.665,65.869,67.161,72.595
2017-11-05,86.37,88.02,0.75,3.878,62.75,90.708,76.001,64.3,66.138,72.621
2017-11-06,79.11,78.995,0.1,4.148,60.71,89.169,81.331,61.919,63.048,69.178
2017-11-07,74.42,74.41,0.23,3.793,55.32,83.032,81.964,58.827,59.42,65.994
2017-11-08,66.36,69.102,0.38,4.233,48.62,76.488,74.715,55.306,55.925,63.046
2017-11-09,57.5,55.002,0.06,3.774,43.05,70.166,68.249,51.637,52.803,60.317
2017-11-10,52.16,50.767,20.5,3.426,43.67,68.674,64.615,55.902,63.458,62.684
2017-11-11,70.36,75.0,0.26,3.981,44.68,69.331,67.078,56.654,65.613,64.878
2017-11-12,77.92,76.592,0.0,4.581,44.95,68.434,75.985,56.533,63.9,62.023
2017-11-13,79.11,80.545,0.07,3.928,44.18,64.681,79.75,55.317,60.784,59.379
2017-11-14,76.16,78.856,0.01,3.646,39.92,60.342,72.664,53.215,57.395,56.931
2017-11-15,68.65,69.957,0.0,4.261,35.96,55.791,66.107,50.553,54.207,54.663
2017-11-16,49.02,57.161,4.09,4.699,36.85,52.42,60.985,47.949,51.776,52.564
2017-11-17,46.41,47.737,13.97,4.097,38.55,52.739,58.352,48.825,55.473,51.055
2017-11-18,71.97,64.572,37.48,3.595,75.43,70.148,61.606,74.232,99.628,77.99
2017-11-19,88.18,88.609,0.01,4.93,95.12,94.487,78.34,86.774,111.96,102.496
2017-11-20,90.0,89.918,0.14,4.643,95.3,100.098,108.383,94.914,109.869,96.856
2017-11-21,90.5,89.322,15.54,3.929,95.93,99.867,120.418,102.433,110.226,93.15
2017-11-22,90.5,91.758,0.65,4.553,98.05,98.677,109.576,103.535,103.935,89.727
2017-11-23,86.37,86.906,0.08,5.604,90.71,96.598,105.877,100.987,95.433,85.056
2017-11-24,77.34,78.669,0.02,5.872,79.94,89.621,100.183,95.878,86.875,80.732
2017-11-25,66.94,68.836,4.04,4.105,74.13,83.035,89.159,89.606,79.53,76.734
2017-11-26,60.25,60.812,8.46,3.7,71.17,78.669,80.764,83.944,75.184,73.037
2017-11-27,59.7,59.891,0.54,4.456,65.61,74.883,75.749,77.644,70.422,69.619
2017-11-28,59.15,60.711,0.62,4.082,59.25,70.123,74.25,71.528,65.863,66.456
2017-11-29,58.05,56.861,0.2,4.578,52.82,64.968,71.873,65.765,61.812,63.527
2017-11-30,52.68,52.647,0.97,3.697,48.32,60.116,66.922,60.508,58.32,60.816
2017-12-01,46.41,46.055,0.24,4.582,43.99,55.64,62.527,55.806,55.367,58.305
2017-12-02,40.31,39.398,0.17,4.483,40.38,51.478,58.871,51.684,52.862,55.979
2017-12-03,34.78,35.235,0.05,4.6,37.59,47.692,55.979,48.12,50.728,53.823
2017-12-04,33.47,32.903,4.04,3.763,35.12,45.171,53.512,45.374,49.275,51.828
2017-12-05,33.03,30.965,2.1,4.221,33.08,43.691,51.386,43.02,47.897,49.981
2017-12-06,32.15,31.658,0.46,4.227,31.74,42.344,49.574,40.976,46.553,48.268
2017-12-07,32.15,32.606,5.04,3.992,32.89,41.722,47.976,39.669,45.926,46.683
2017-12-08,31.28,31.392,1.26,4.121,32.59,41.548,46.625,38.375,44.987,45.213
2017-12-09,31.28,32.873,0.0,3.751,31.32,40.636,45.657,37.172,43.93,43.85
2017-12-10,30.4,29.687,0.48,3.507,29.87,39.213,44.612,36.033,42.883,42.585
2017-12-11,29.52,26.791,0.22,3.32,28.15,37.589,43.205,34.941,41.904,41.41
2017-12-12,28.65,24.705,0.08,3.818,26.53,35.825,41.889,33.902,41.004,40.319
2017-12-13,26.9,23.843,0.05,3.819,25.24,33.93,40.708,32.919,40.179,39.304
2017-12-14,25.27,23.416,0.1,4.329,24.15,32.436,39.674,31.996,39.42,38.36
2017-12-15,29.28,24.824,17.83,4.606,39.26,34.901,39.423,37.077,48.095,39.991
2017-12-16,31.78,28.796,0.11,5.555,45.93,38.763,41.493,39.382,50.272,41.501
2017-12-17,46.93,42.761,14.45,4.41,41.88,43.078,46.949,44.751,55.745,43.238
2017-12-18,47.46,43.903,1.26,4.947,36.36,47.069,52.288,47.244,55.932,44.846
2017-12-19,43.33,42.643,1.28,5.604,33.68,48.155,54.272,48.276,53.836,43.488
2017-12-20,51.12,48.991,7.19,4.883,35.68,48.778,54.387,48.911,52.403,42.23
2017-12-21,50.07,50.109,6.81,3.579,37.57,50.104,51.161,48.952,51.221,41.064
2017-12-22,47.98,47.044,3.87,3.296,37.77,51.087,50.014,48.089,49.346,39.984
2017-12-23,50.59,45.43,4.72,3.208,37.31,51.402,50.121,46.889,47.537,38.983
2017-12-24,55.38,52.742,10.48,3.679,43.56,52.712,50.172,47.112,48.596,42.028
2017-12-25,86.79,100.19,37.79,4.14,84.25,71.012,52.935,72.685,91.395,72.494
2017-12-26,99.5,99.108,2.51,3.706,100.48,96.34,65.245,85.251,103.444,96.728
2017-12-27,100.5,99.381,3.73,4.497,104.52,102.286,88.197,93.642,101.849,91.521
2017-12-28,102.5,102.384,13.74,5.062,101.75,102.474,99.241,100.325,100.772,90.865
2017-12-29,138.0,118.727,37.22,5.357,138.89,125.41,94.261,126.852,139.599,116.478
2017-12-30,162.65,174.269,10.56,5.308,147.7,151.293,106.303,139.62,149.554,139.292
2017-12-31,163.0,161.872,9.53,4.251,139.64,157.738,138.587,146.783,145.97,137.481
2018-01-01,175.5,176.871,3.44,3.679,125.68,156.907,155.749,146.963,134.744,132.565
2018-01-02,178.95,174.357,6.06,4.818,118.8,151.333,142.238,142.549,122.405,125.378
2018-01-03,166.25,167.676,0.2,4.441,123.61,140.968,124.191,134.338,109.807,118.736
2018-01-04,153.3,155.707,0.0,4.079,110.22,129.736,107.49,124.162,98.341,111.976
2018-01-05,142.5,143.403,0.0,4.327,94.74,117.171,95.929,113.26,88.481,105.724
2018-01-06,132.75,129.82,4.02,4.813,82.03,106.041,86.687,102.82,80.641,99.944
2018-01-07,119.75,118.734,0.06,4.106,72.81,96.254,79.597,92.955,74.001,94.598
2018-01-08,109.0,109.393,0.96,4.101,66.69,87.237,73.89,84.081,68.462,89.652
2018-01-09,103.5,103.689,5.85,4.967,59.57,80.279,69.291,76.92,64.836,85.081
2018-01-10,98.0,98.126,8.13,3.801,57.22,76.424,66.087,71.767,63.333,80.854
2018-01-11,89.79,90.7,7.45,3.897,58.04,74.593,65.352,67.977,62.565,76.948
2018-01-12,90.18,87.436,7.97,3.769,64.88,74.05,67.724,65.484,62.432,75.684
2018-01-13,94.5,94.408,6.63,4.152,62.06,73.963,71.243,63.55,61.981,76.055
2018-01-14,91.0,91.735,6.89,4.927,65.5,73.919,73.438,62.144,61.534,75.274
2018-01-15,91.5,91.345,2.48,4.731,63.36,73.6,73.543,60.296,59.852,73.022
2018-01-16,93.5,92.07,8.98,4.531,64.01,74.472,71.554,59.662,60.08,71.089
2018-01-17,107.5,102.329,23.88,4.949,72.41,84.691,71.314,68.763,76.903,81.02
2018-01-18,102.0,101.379,7.74,4.278,89.41,102.098,79.213,73.595,82.66,90.996
2018-01-19,118.25,120.451,43.21,4.056,106.91,130.302,101.937,110.805,141.761,127.718
2018-01-20,128.0,132.259,7.93,4.376,155.72,162.994,136.402,130.363,158.957,161.766
2018-01-21,138.3,135.387,21.68,4.516,180.25,175.93,188.106,151.015,172.025,164.707
2018-01-22,157.9,157.173,5.35,4.332,159.9,187.472,222.674,160.168,166.772,165.87
2018-01-23,165.8,164.145,7.98,4.551,146.11,183.642,216.991,162.547,155.764,158.456
2018-01-24,217.0,204.829,21.98,3.596,174.05,186.295,202.513,167.329,158.872,162.354
2018-01-25,216.2,215.097,4.79,3.777,185.9,190.949,187.9,164.084,151.346,164.475
2018-01-26,203.8,201.305,0.48,3.815,173.49,183.274,196.076,156.937,139.376,155.068
2018-01-27,187.15,185.868,0.31,3.988,153.57,169.797,186.001,147.173,126.821,145.747
2018-01-28,168.1,167.988,1.54,3.947,138.39,154.702,154.702,136.072,115.324,137.131
2018-01-29,185.5,178.987,37.26,4.171,144.3,155.06,137.046,150.49,152.124,145.869
2018-01-30,201.0,198.932,0.61,4.135,165.71,166.336,146.734,152.977,158.721,153.977
2018-01-31,176.5,177.776,0.82,4.141,165.29,162.692,191.108,152.427,152.044,144.801
2018-02-01,155.2,156.781,0.8,5.057,147.79,151.315,203.374,148.226,140.767,136.318
2018-02-02,144.6,144.725,0.0,4.695,144.89,138.879,165.715,141.128,128.772,128.473
2018-02-03,132.5,133.594,0.0,4.39,133.06,126.371,137.473,132.255,117.673,121.217
2018-02-04,121.5,122.264,1.1,4.785,118.57,114.769,117.548,122.654,108.024,114.507
2018-02-05,112.0,112.788,0.56,4.518,106.32,104.42,104.998,113.07,99.882,108.301
2018-02-06,106.25,106.546,0.0,4.313,96.13,95.113,95.805,104.014,93.109,102.561
2018-02-07,101.5,101.682,3.99,4.545,88.27,87.656,88.417,96.077,87.892,97.254
2018-02-08,94.0,94.648,1.43,4.501,82.16,81.8,82.357,88.98,83.421,92.346
2018-02-09,85.16,85.866,3.23,4.224,77.89,77.067,77.327,82.975,79.83,87.807
2018-02-10,74.44,79.249,0.84,4.275,71.59,72.935,73.096,77.734,76.675,83.609
2018-02-11,75.0,74.955,12.52,4.653,71.94,71.324,70.379,76.151,78.715,79.728
2018-02-12,74.42,73.989,32.62,4.244,74.2,79.531,74.492,93.647,111.525,97.552
2018-02-13,84.56,83.669,4.24,3.508,85.08,93.729,95.455,102.116,120.739,114.514
2018-02-14,89.4,87.745,0.42,2.826,103.52,99.223,133.772,107.354,118.779,108.817
2018-02-15,94.0,92.082,0.14,3.394,132.58,97.027,147.269,108.826,112.529,103.098
2018-02-16,96.0,97.61,0.1,3.615,128.1,91.77,126.394,107.119,105.159,97.813
2018-02-17,104.75,100.992,0.31,4.148,113.75,85.475,108.296,103.196,98.042,92.923
2018-02-18,102.5,101.66,1.15,4.164,101.6,79.103,95.38,98.004,91.692,88.401
2018-02-19,100.75,100.69,6.89,4.096,91.38,74.651,87.694,93.131,87.586,84.22
2018-02-20,98.5,98.191,0.68,3.311,83.12,71.175,83.207,87.797,83.448,80.356
2018-02-21,93.0,92.234,1.15,3.816,77.69,67.35,81.035,82.633,79.627,76.782
2018-02-22,88.18,85.274,0.01,3.35,74.71,63.359,78.163,77.756,76.244,73.474
2018-02-23,81.53,78.348,0.0,3.969,69.39,59.051,73.414,73.278,73.302,70.412
2018-02-24,73.26,71.944,0.0,3.902,64.19,55.227,69.205,69.247,70.751,67.577
2018-02-25,66.36,65.064,0.0,4.368,59.68,51.711,65.636,65.671,68.53,64.951
2018-02-26,59.15,57.631,0.12,4.441,55.74,48.591,62.707,62.529,66.576,62.519
2018-02-27,50.59,51.2,5.19,4.382,53.53,46.983,60.223,60.287,65.521,60.269
2018-02-28,48.5,46.95,1.0,4.109,50.28,46.324,58.255,58.173,64.194,58.186
2018-03-01,47.46,45.126,2.17,4.111,50.97,45.669,56.812,56.363,62.863,56.257
2018-03-02,53.73,51.411,8.52,3.887,66.69,46.615,55.732,56.027,63.558,54.472
2018-03-03,58.6,59.225,31.03,4.586,126.32,54.601,58.104,73.123,92.219,66.371
2018-03-04,96.9,103.457,10.97,3.858,127.54,69.789,71.851,83.799,104.057,81.781
2018-03-05,90.9,90.054,1.2,4.012,136.15,80.606,101.114,90.558,104.121,82.489
2018-03-06,102.75,100.608,10.5,4.081,130.19,86.682,122.003,95.604,102.771,80.979
2018-03-07,113.25,110.894,6.66,4.235,122.45,89.967,116.944,97.193,99.015,81.087
2018-03-08,119.0,118.087,0.02,4.389,125.44,91.166,110.602,95.683,93.334,78.958
2018-03-09,117.0,116.678,0.02,3.909,116.65,87.367,105.0,92.191,87.367,75.488
2018-03-10,111.75,113.038,12.08,4.079,116.57,83.833,96.793,90.225,86.37,72.279
2018-03-11,111.0,113.924,0.13,3.853,109.78,80.902,92.174,86.406,83.102,69.311
2018-03-12,102.5,104.818,0.27,3.481,103.24,76.639,93.192,82.104,79.093,66.566
2018-03-13,97.5,98.648,0.05,3.701,96.71,71.228,91.527,77.538,75.147,64.024
2018-03-14,90.0,91.078,50.85,3.588,93.82,90.338,89.81,121.054,150.158,100.144
2018-03-15,100.25,98.798,2.92,4.131,93.41,121.131,110.452,141.99,171.7,133.572
2018-03-16,100.5,98.571,0.03,4.08,99.19,126.619,168.685,155.916,168.956,126.04
2018-03-17,101.25,96.254,0.76,3.354,108.53,121.834,195.42,161.392,156.806,119.075
2018-03-18,101.5,100.242,0.41,3.251,101.85,114.304,159.151,159.713,142.159,112.632
2018-03-19,105.0,103.882,0.45,3.712,95.11,105.627,130.921,153.012,127.991,106.672
2018-03-20,106.5,106.311,24.35,4.164,106.68,102.35,114.234,154.407,134.849,107.976
2018-03-21,124.0,132.558,4.07,3.216,106.39,106.122,115.663,149.486,130.958,109.719
2018-03-22,110.0,110.645,0.13,2.941,104.94,106.336,133.686,142.556,122.478,104.521
2018-03-23,104.25,104.582,0.16,3.5,94.61,100.77,138.948,134.092,112.99,99.186
2018-03-24,101.25,101.586,0.86,3.035,93.25,93.461,121.158,124.806,104.028,94.252
2018-03-25,98.0,98.484,7.14,3.739,86.35,87.624,106.157,116.312,97.666,89.69
2018-03-26,95.5,93.389,16.99,3.815,83.7,86.631,98.499,113.123,100.92,90.58
2018-03-27,101.0,99.348,8.21,3.594,91.28,95.066,103.387,109.175,100.692,94.268
2018-03-28,111.75,115.505,13.46,3.492,103.5,104.034,120.108,107.894,102.907,98.753
2018-03-29,124.25,122.794,11.89,3.074,125.94,115.83,135.935,107.237,104.813,105.51
2018-03-30,128.75,128.033,9.21,3.077,163.46,124.299,147.547,106.112,104.608,109.399
2018-03-31,142.8,137.762,2.35,3.549,190.01,126.363,157.74,103.27,100.979,107.548
2018-04-01,161.5,161.35,1.36,3.454,185.0,123.4,154.505,99.342,96.145,102.044
2018-04-02,157.9,157.992,0.26,3.195,168.33,115.325,138.117,94.643,91.27,96.955
2018-04-03,148.2,149.208,0.0,2.796,149.16,106.341,119.017,89.578,86.827,92.251
2018-04-04,131.75,133.98,0.02,2.768,133.07,97.248,105.164,84.487,82.963,87.899
2018-04-05,121.25,119.631,1.41,2.861,120.04,89.039,95.346,79.65,79.688,83.873
2018-04-06,108.25,109.317,0.61,3.138,109.59,81.824,88.126,75.168,76.918,80.148
2018-04-07,102.5,103.099,0.0,3.059,102.74,75.286,82.333,71.117,74.564,76.7
2018-04-08,94.0,95.667,0.0,3.254,95.33,69.033,77.495,67.515,72.544,73.508
2018-04-09,82.14,83.505,0.01,3.038,88.14,63.852,73.371,64.345,70.788,70.553
2018-04-10,70.94,72.164,0.0,3.003,81.95,59.331,69.801,61.57,69.243,67.817
2018-04-11,64.65,64.044,0.0,3.943,76.58,55.4,66.676,59.145,67.861,65.282
2018-04-12,54.8,57.87,0.01,4.041,71.88,52.009,63.911,57.02,66.595,62.932
2018-04-13,48.5,52.977,0.0,3.473,67.74,49.09,61.435,55.148,65.415,60.754
2018-04-14,44.84,48.989,0.61,2.975,64.07,46.561,59.196,53.494,64.306,58.736
2018-04-15,43.83,45.318,0.89,3.097,60.8,44.776,57.17,52.024,63.259,56.865
2018-04-16,42.83,42.85,1.3,2.774,58.92,43.554,55.341,50.718,62.273,55.132
2018-04-17,42.83,41.631,1.48,3.091,60.47,42.781,53.691,49.55,61.342,53.526
2018-04-18,41.82,41.242,0.06,3.235,58.03,41.994,52.198,48.446,60.423,52.035
2018-04-19,40.82,40.659,0.01,3.17,54.71,40.907,50.835,47.402,59.515,50.65
2018-04-20,39.81,40.14,0.0,3.52,52.02,39.639,49.568,46.405,58.643,49.363
2018-04-21,38.8,38.579,0.0,2.588,49.69,38.429,48.376,45.448,57.802,48.168
2018-04-22,37.8,36.779,0.05,2.961,47.62,37.237,47.254,44.524,56.989,47.057
2018-04-23,36.79,35.153,0.0,2.822,45.76,36.146,46.2,43.632,56.2,46.024
2018-04-24,34.78,33.364,0.02,3.353,44.08,35.164,45.21,42.768,55.432,45.061
2018-04-25,33.47,32.566,0.0,3.022,42.54,34.319,44.277,41.931,54.684,44.165
2018-04-26,32.59,31.627,0.0,2.872,41.13,33.55,43.393,41.117,53.952,43.329
2018-04-27,31.71,30.97,0.05,2.945,39.83,32.868,42.552,40.326,53.235,42.55
2018-04-28,32.15,30.409,3.13,2.809,38.62,32.928,41.777,39.739,52.726,41.825
2018-04-29,33.03,31.05,0.04,3.07,38.1,33.281,41.118,39.083,52.093,41.148
2018-04-30,33.9,33.434,0.0,3.18,38.38,33.163,40.585,38.418,51.411,40.515
2018-05-01,32.15,30.949,0.02,2.987,36.86,32.777,40.025,37.736,50.717,39.922
2018-05-02,30.84,28.88,0.27,2.934,35.6,32.309,39.325,37.041,50.026,39.367
2018-05-03,30.4,27.971,0.0,2.879,34.55,31.797,38.645,36.341,49.346,38.846
2018-05-04,30.4,27.533,0.02,2.283,33.62,31.235,38.006,35.642,48.68,38.358
2018-05-05,29.52,28.176,0.0,2.716,32.78,30.667,37.417,34.95,48.027,37.899
2018-05-06,29.52,27.778,0.12,2.656,32.01,30.142,36.86,34.269,47.387,37.468
2018-05-07,29.52,26.533,2.09,2.851,31.3,30.109,36.327,33.684,46.821,37.063
2018-05-08,28.65,25.774,0.58,2.414,30.63,30.379,35.819,33.081,46.224,36.682
2018-05-09,28.65,26.387,0.4,2.804,30.08,30.462,35.337,32.481,45.617,36.322
2018-05-10,27.77,26.206,0.0,2.511,29.84,30.301,34.88,31.88,45.013,35.982
2018-05-11,27.77,25.811,0.12,2.824,29.31,29.952,34.44,31.279,44.417,35.66
2018-05-12,26.9,25.757,0.38,2.72,28.68,29.591,34.012,30.684,43.83,35.355
2018-05-13,26.02,25.286,0.0,2.271,28.13,29.21,33.595,30.095,43.252,35.065
2018-05-14,26.02,24.566,0.0,2.341,27.82,28.758,33.193,29.516,42.684,34.789
2018-05-15,24.9,23.311,1.03,2.603,28.66,28.507,32.804,28.967,42.129,34.527
2018-05-16,24.53,23.18,1.43,2.203,28.06,28.651,32.431,28.458,41.598,34.279
2018-05-17,24.53,23.322,0.11,2.937,27.29,28.783,32.073,27.941,41.062,34.041
2018-05-18,23.78,23.098,0.88,2.395,27.56,28.81,31.732,27.441,40.529,33.814
2018-05-19,30.9,24.345,18.13,2.325,30.41,32.622,32.179,33.082,49.242,37.705
2018-05-20,45.36,34.066,0.0,1.757,33.15,37.566,35.16,35.794,51.429,41.302
2018-05-21,43.83,43.19,0.0,1.964,32.78,39.43,41.299,37.582,50.753,40.523
2018-05-22,36.29,35.053,0.0,2.425,35.46,39.418,45.296,38.248,48.965,39.798
2018-05-23,33.9,29.025,0.0,1.868,33.79,38.346,42.662,37.959,46.873,39.122
2018-05-24,29.09,25.835,0.0,1.916,31.17,36.787,39.912,36.988,44.829,38.491
2018-05-25,26.46,24.391,0.04,2.293,29.37,35.056,37.892,35.603,42.968,37.901
2018-05-26,24.9,23.518,0.02,2.531,28.01,33.345,36.933,34.016,41.326,37.347
2018-05-27,24.15,23.074,0.0,2.691,26.94,31.745,36.244,32.38,39.896,36.828
2018-05-28,23.04,22.601,0.0,2.502,26.06,30.304,35.593,30.794,38.651,36.341
2018-05-29,22.66,22.066,0.0,2.227,25.32,29.041,34.977,29.316,37.565,35.882
2018-05-30,22.29,21.654,0.14,2.099,24.69,27.982,34.394,27.971,36.61,35.451
2018-05-31,22.29,21.496,0.0,2.529,24.13,27.094,33.841,26.766,35.762,35.045
2018-06-01,23.41,21.207,0.43,2.107,23.63,26.407,33.319,25.701,35.002,34.663
2018-06-02,22.29,21.154,9.65,2.324,24.9,27.953,33.164,26.501,36.827,34.303
2018-06-03,24.9,22.579,2.96,2.306,25.72,30.889,34.151,26.741,37.098,33.965
2018-06-04,34.34,30.992,2.81,1.818,28.54,33.118,36.568,26.88,36.662,33.647
2018-06-05,34.78,33.259,8.96,2.111,34.41,36.073,38.693,28.184,37.989,37.463
2018-06-06,36.29,35.091,0.22,2.209,35.8,38.481,39.326,28.512,37.655,40.993
2018-06-07,42.83,41.057,12.77,2.414,37.77,41.5,41.382,31.467,41.334,45.323
2018-06-08,43.83,40.696,0.23,2.082,38.34,44.263,44.197,32.574,41.508,49.329
2018-06-09,49.55,47.699,0.05,2.313,39.47,44.325,46.923,32.933,40.238,47.854
2018-06-10,46.43,46.35,0.0,2.376,38.92,42.82,48.065,32.558,38.487,46.486
2018-06-11,38.3,38.126,0.11,2.365,35.97,40.571,45.115,31.63,36.69,45.216
2018-06-12,33.47,32.332,13.61,2.08,33.91,40.981,43.244,33.819,40.441,45.762
2018-06-13,37.3,35.154,1.63,2.207,35.95,42.667,44.098,34.237,40.709,46.266
2018-06-14,42.83,40.689,2.11,2.122,44.57,43.001,48.217,34.152,39.513,45.005
2018-06-15,39.81,38.929,6.56,1.998,42.39,43.506,50.793,34.239,38.926,46.296
2018-06-16,38.3,36.688,4.75,2.484,41.6,44.502,49.323,33.9,38.116,48.894
2018-06-17,40.82,39.719,0.28,2.399,41.17,44.403,49.363,32.952,36.707,48.838
2018-06-18,37.3,40.6,0.03,1.323,38.37,42.805,49.632,31.663,35.144,47.38
2018-06-19,35.28,36.76,0.04,1.374,35.39,40.431,48.148,30.164,33.653,46.029
2018-06-20,33.9,33.096,0.0,1.847,32.8,37.778,45.847,28.583,32.312,44.775
2018-06-21,32.15,30.439,0.03,2.362,30.74,35.147,43.857,27.017,31.128,43.613
2018-06-22,29.96,28.465,0.02,2.097,29.1,32.706,42.379,25.536,30.085,42.532
2018-06-23,27.77,26.715,0.0,2.458,27.76,30.523,41.217,24.176,29.167,41.528
2018-06-24,26.9,25.55,0.07,2.187,26.64,28.635,40.176,22.953,28.346,40.593
2018-06-25,26.02,24.806,0.32,2.162,25.7,27.099,39.213,21.872,27.609,39.723
2018-06-26,26.02,23.954,4.95,2.258,25.08,26.895,38.461,21.38,27.565,38.915
2018-06-27,32.28,29.275,29.93,2.136,34.93,35.173,39.768,37.503,54.266,51.35
2018-06-28,57.53,51.27,0.48,2.222,47.09,50.052,46.891,45.694,62.404,62.853
2018-06-29,61.35,59.842,0.0,2.156,45.8,56.595,61.007,51.363,62.012,60.304
2018-06-30,58.05,56.732,1.05,2.45,46.01,56.006,68.894,53.985,58.269,57.944
2018-07-01,46.93,48.512,0.0,2.465,41.89,53.748,62.524,53.986,53.569,55.758
2018-07-02,40.82,40.168,0.0,2.224,37.29,50.396,56.319,52.125,48.948,53.732
2018-07-03,35.28,33.82,1.36,2.111,35.36,47.06,51.796,49.164,44.829,51.854
2018-07-04,32.59,32.645,0.37,2.121,33.9,43.929,49.374,45.637,41.307,50.112
2018-07-05,31.28,31.26,0.0,1.805,34.28,40.837,47.576,41.969,38.356,48.496
2018-07-06,30.84,28.811,0.0,1.752,31.65,37.883,45.964,38.431,35.908,46.996
2018-07-07,28.65,26.794,0.0,1.988,29.52,35.107,44.508,35.177,33.883,45.604
2018-07-08,26.9,25.628,0.03,2.178,27.92,32.727,43.185,32.282,32.202,44.31
2018-07-09,24.53,24.732,0.61,1.797,26.7,30.787,41.977,29.77,30.794,43.109
2018-07-10,24.15,23.708,0.0,1.646,25.66,29.155,40.87,27.619,29.613,41.993
2018-07-11,23.78,23.131,0.04,2.095,24.81,27.71,39.853,25.795,28.607,40.955
2018-07-12,23.78,22.829,0.0,2.095,24.14,26.466,38.916,24.258,27.735,39.99
2018-07-13,23.04,22.219,0.0,2.505,23.89,25.375,38.047,22.965,26.966,39.09
2018-07-14,23.04,21.719,0.0,2.488,23.3,24.427,37.237,21.874,26.274,38.252
2018-07-15,23.04,21.514,0.0,2.16,22.64,23.607,36.479,20.949,25.649,37.471
2018-07-16,22.66,21.118,0.0,2.727,22.09,22.9,35.768,20.159,25.091,36.742
2018-07-17,22.29,20.459,0.0,2.456,21.61,22.29,35.099,19.476,24.587,36.062
2018-07-18,22.29,20.257,0.0,2.181,21.17,21.762,34.469,18.879,24.127,35.426
2018-07-19,21.54,20.63,0.0,2.139,20.77,21.303,33.874,18.35,23.702,34.832
2018-07-20,21.17,21.07,0.0,2.668,20.4,20.9,33.312,17.874,23.307,34.275
2018-07-21,20.8,20.641,0.14,2.536,20.05,20.549,32.781,17.441,22.935,33.754
2018-07-22,20.05,20.256,0.06,1.902,19.73,20.116,32.277,17.042,22.583,33.266
2018-07-23,19.3,19.852,0.0,2.031,19.42,19.916,31.799,16.669,22.247,32.807
2018-07-24,18.56,19.243,0.13,2.506,19.13,19.738,31.344,16.318,21.925,32.377
2018-07-25,18.93,19.64,0.09,3.079,18.85,19.584,30.912,15.984,21.614,31.972
2018-07-26,18.56,19.759,0.0,2.912,18.58,19.427,30.5,15.665,21.313,31.59
2018-07-27,18.56,19.787,0.0,2.523,18.33,19.25,30.103,15.357,21.021,31.229
2018-07-28,18.56,19.857,0.0,2.545,18.08,19.056,29.722,15.06,20.736,30.889
2018-07-29,18.56,19.552,0.87,2.503,17.85,19.056,29.356,14.785,20.459,30.568
2018-07-30,18.56,19.136,0.08,2.531,17.85,19.146,29.005,14.512,20.186,30.264
2018-07-31,18.56,18.907,3.01,2.037,17.68,19.754,28.707,14.413,20.093,29.977
2018-08-01,19.68,20.119,0.04,2.221,17.81,20.504,28.536,14.237,19.882,29.706
2018-08-02,22.29,22.142,0.14,2.584,17.56,20.744,28.502,14.04,19.621,29.448
2018-08-03,19.68,19.974,0.64,2.768,17.23,20.796,28.389,13.823,19.344,29.202
2018-08-04,18.93,19.275,0.01,2.892,16.91,20.698,28.007,13.58,19.064,28.968
2018-08-05,18.56,19.321,0.0,2.932,16.64,20.394,27.626,13.321,18.789,28.744
2018-08-06,18.56,19.036,0.0,3.001,16.38,19.989,27.286,13.053,18.522,28.529
2018-08-07,18.56,18.519,0.07,3.325,16.15,19.564,27.002,12.783,18.261,28.322
2018-08-08,18.25,18.316,2.44,2.845,16.06,19.674,26.738,12.627,18.105,28.126
2018-08-09,17.94,18.243,1.06,2.803,16.0,20.21,26.483,12.445,17.891,27.937
2018-08-10,17.94,18.124,1.58,2.681,16.41,20.796,26.239,12.289,17.675,27.756
2018-08-11,17.33,18.41,4.79,3.202,16.44,22.148,26.058,12.525,17.966,27.583
