,Q_obs1,Q_obs2,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-06-04,343.6,345.591,0.34,1.818,331.73,228.595,297.612,279.066,249.053,234.278
2019-06-05,339.45,338.749,0.08,2.111,301.89,212.702,250.619,262.207,217.857,218.928
2019-06-06,307.3,311.284,0.16,2.209,270.16,192.424,203.904,240.509,190.082,204.736
2019-06-07,264.0,270.077,0.0,2.414,238.95,172.435,164.565,216.985,166.536,191.617
2019-06-08,222.45,227.923,0.0,2.082,211.21,153.716,138.508,193.738,147.084,179.488
2019-06-09,183.65,189.74,0.0,2.313,187.72,136.812,120.651,172.07,131.256,168.272
2019-06-10,149.95,154.964,0.0,2.376,168.04,121.856,108.15,152.669,118.472,157.902
2019-06-11,125.25,128.704,0.0,2.365,151.56,108.822,98.651,135.795,108.185,148.313
2019-06-12,112.0,113.595,0.0,2.08,137.69,97.595,91.088,121.428,99.911,139.446
2019-06-13,105.5,105.83,0.0,2.207,125.94,87.984,84.923,109.385,93.253,131.246
2019-06-14,104.0,100.694,0.0,2.122,115.9,79.787,79.804,99.404,87.874,123.664
2019-06-15,96.0,93.115,0.0,1.998,107.27,72.803,75.485,91.19,83.508,116.652
2019-06-16,80.93,82.661,0.0,2.484,99.78,66.85,71.79,84.458,79.94,110.168
2019-06-17,70.36,71.495,0.0,2.399,93.23,61.571,68.588,78.942,76.993,104.17
2019-06-18,63.0,63.654,0.0,1.323,87.47,57.129,65.781,74.412,74.531,98.624
2019-06-19,56.95,58.571,0.0,1.374,82.37,53.463,63.3,70.669,72.463,93.495
2019-06-20,52.68,53.227,0.0,1.847,77.83,50.293,61.1,67.551,70.702,88.751
2019-06-21,50.59,49.848,0.0,2.362,73.77,47.54,59.14,64.923,69.172,84.363
2019-06-22,47.46,47.308,0.0,2.097,70.11,44.877,57.373,62.679,67.817,80.304
2019-06-23,44.34,44.824,0.0,2.458,66.8,42.824,55.761,60.734,66.597,76.548
2019-06-24,42.32,42.59,0.06,2.187,63.79,40.741,54.279,59.021,65.478,73.072
2019-06-25,40.31,40.549,0.0,2.162,61.05,38.827,52.911,57.488,64.437,69.856
2019-06-26,40.31,40.077,26.5,2.258,68.18,43.227,53.921,69.208,85.046,76.208
2019-06-27,95.04,78.677,24.01,2.136,75.96,56.804,65.165,85.556,109.883,95.623
2019-06-28,101.0,103.21,0.43,2.222,99.29,73.309,98.337,94.882,115.441,104.262
2019-06-29,93.5,93.996,0.03,2.156,120.13,79.874,139.688,100.244,112.418,98.72
2019-06-30,91.5,91.605,0.0,2.45,114.04,78.033,142.444,101.631,106.267,93.596
2019-07-01,91.0,89.961,1.54,2.465,103.31,74.301,120.522,99.949,99.491,88.857
2019-07-02,91.5,87.517,1.72,2.224,94.55,70.061,103.061,96.224,93.146,84.474
2019-07-03,85.16,83.135,5.55,2.111,89.21,66.647,92.083,91.879,88.406,80.421
2019-07-04,80.93,77.581,0.21,2.121,83.82,63.442,86.906,86.774,83.995,76.672
2019-07-05,70.36,69.815,2.65,1.805,80.12,60.061,85.161,81.701,80.202,73.205
2019-07-06,67.46,64.537,0.0,1.752,76.02,56.646,82.752,76.746,76.888,69.998
2019-07-07,62.45,59.464,0.0,1.988,72.0,52.915,78.278,72.126,74.036,67.032
2019-07-08,56.4,53.45,0.0,2.178,67.87,49.224,74.04,67.93,71.599,64.286
2019-07-09,52.16,47.853,0.01,1.797,64.09,45.774,69.856,64.19,69.512,61.744
2019-07-10,45.89,43.732,0.1,1.646,60.81,42.683,66.479,60.899,67.716,59.391
2019-07-11,43.33,40.825,0.01,2.095,57.91,39.968,63.628,58.026,66.158,57.212
2019-07-12,39.81,38.714,0.0,2.095,55.32,37.598,61.187,55.526,64.782,55.194
2019-07-13,36.29,37.125,0.0,2.505,52.99,35.551,59.032,53.351,63.547,53.324
2019-07-14,36.29,35.64,0.0,2.488,50.88,33.796,57.094,51.45,62.417,51.59
2019-07-15,35.28,34.402,5.03,2.16,50.19,33.381,55.607,50.253,62.012,49.985
2019-07-16,34.78,34.693,0.03,2.727,49.59,33.572,55.14,49.019,61.297,48.499
2019-07-17,36.29,35.799,0.01,2.456,48.5,33.134,55.81,47.867,60.419,47.121
2019-07-18,34.78,34.701,0.18,2.181,47.47,32.379,55.681,46.754,59.489,45.843
2019-07-19,33.47,32.841,0.3,2.139,45.67,31.54,53.683,45.668,58.562,44.656
2019-07-20,31.71,31.847,0.0,2.668,43.9,30.652,51.769,44.61,57.655,43.555
2019-07-21,31.28,31.276,0.0,2.536,42.53,29.575,50.142,43.585,56.767,42.531
2019-07-22,29.96,30.468,0.02,1.902,41.14,28.561,48.87,42.598,55.896,41.58
2019-07-23,28.65,29.244,0.0,2.031,39.82,27.789,47.739,41.649,55.048,40.696
2019-07-24,28.65,28.585,0.0,2.506,38.63,27.077,46.687,40.74,54.237,39.874
2019-07-25,28.21,28.167,0.0,3.079,37.52,26.432,45.706,39.869,53.456,39.107
2019-07-26,27.77,27.674,0.0,2.912,36.49,25.845,44.783,39.034,52.702,38.393
2019-07-27,27.77,27.139,0.26,2.523,35.54,25.378,43.906,38.233,51.971,37.727
2019-07-28,27.33,26.772,0.05,2.545,34.63,24.978,43.072,37.462,51.261,37.106
2019-07-29,26.9,25.99,0.02,2.503,33.78,24.632,42.283,36.718,50.568,36.525
2019-07-30,26.9,25.238,1.23,2.531,33.06,24.546,41.536,36.026,49.9,35.984
2019-07-31,26.9,25.538,0.08,2.037,32.35,24.6,40.83,35.343,49.239,35.478
2019-08-01,27.77,25.36,0.0,2.221,31.86,24.476,40.165,34.674,48.589,35.004
2019-08-02,26.9,24.965,3.67,2.584,31.17,25.025,39.608,34.271,48.24,34.562
2019-08-03,26.9,24.226,0.13,2.768,30.42,25.819,39.31,33.761,47.696,34.148
2019-08-04,26.9,24.58,0.02,2.892,29.82,26.004,39.297,33.223,47.072,33.759
2019-08-05,26.02,24.533,0.0,2.932,29.66,25.8,39.099,32.652,46.423,33.392
2019-08-06,26.02,23.095,0.06,3.001,29.01,25.394,38.381,32.054,45.773,33.047
2019-08-07,25.27,23.026,0.0,3.325,28.25,24.894,37.665,31.439,45.133,32.72
2019-08-08,25.27,22.756,0.01,2.845,27.58,24.359,37.019,30.82,44.508,32.412
2019-08-09,24.53,22.932,0.0,2.803,26.96,23.803,36.471,30.204,43.897,32.119
2019-08-10,24.53,22.075,0.06,2.681,26.39,23.326,35.959,29.597,43.302,31.842
2019-08-11,24.15,21.596,0.16,3.202,25.84,22.927,35.466,29.003,42.719,31.579
2019-08-12,23.04,21.256,0.02,3.41,25.32,22.579,34.99,28.424,42.149,31.328
2019-08-13,23.78,20.767,1.55,3.146,24.89,22.577,34.529,27.906,41.614,31.089
2019-08-14,23.04,21.279,0.04,2.956,24.41,22.719,34.083,27.383,41.072,30.862
2019-08-15,21.54,21.693,0.08,2.797,23.97,22.652,33.653,26.868,40.533,30.644
2019-08-16,20.05,20.437,0.0,2.373,23.52,22.451,33.239,26.359,40.0,30.436
2019-08-17,19.3,19.698,0.0,2.712,23.09,22.168,32.839,25.856,39.475,30.236
2019-08-18,18.56,19.624,0.77,2.93,22.69,22.017,32.451,25.372,38.958,30.044
2019-08-19,27.77,21.307,20.29,5.283,29.72,26.291,32.822,32.586,50.142,33.474
2019-08-20,38.8,31.973,0.31,5.575,40.04,32.044,35.625,36.142,53.067,36.645
2019-08-21,49.02,45.044,0.03,5.137,39.01,34.453,41.436,38.544,52.369,35.965
2019-08-22,50.07,45.562,0.03,4.379,34.01,34.752,45.158,39.542,50.261,35.329
2019-08-23,45.38,41.29,3.91,5.03,31.71,34.694,42.552,39.63,48.099,34.734
2019-08-24,41.32,36.104,0.0,3.876,30.03,34.315,39.835,38.726,45.76,34.176
2019-08-25,37.3,34.11,0.0,4.223,28.05,33.07,37.821,37.257,43.548,33.652
2019-08-26,32.59,29.628,0.02,3.52,26.45,31.42,36.822,35.479,41.57,33.16
2019-08-27,29.09,25.262,0.04,2.949,25.23,29.64,36.081,33.591,39.846,32.697
2019-08-28,26.08,23.218,0.0,3.016,24.24,27.936,35.38,31.73,38.358,32.262
2019-08-29,23.41,21.99,0.0,3.554,23.4,26.362,34.718,29.979,37.074,31.851
2019-08-30,22.29,21.017,0.0,3.708,22.69,24.961,34.094,28.381,35.961,31.463
2019-08-31,23.41,20.618,10.59,2.522,23.2,26.024,33.863,29.053,38.025,31.098
2019-09-01,32.15,24.118,35.09,3.042,38.33,35.623,36.402,51.852,73.258,52.871
2019-09-02,77.92,75.137,3.29,4.004,52.58,47.004,45.908,63.747,83.211,73.03
2019-09-03,86.37,78.044,1.02,3.906,71.56,52.191,62.605,71.855,81.749,69.585
2019-09-04,82.74,81.641,4.06,2.932,63.82,53.761,70.93,75.808,76.241,66.397
2019-09-05,85.76,82.931,0.32,2.773,53.65,52.98,63.949,75.844,69.301,63.445
2019-09-06,80.93,79.452,4.99,3.345,45.99,51.272,57.708,73.625,63.076,60.713
2019-09-07,74.42,72.587,0.33,3.404,40.46,49.023,53.635,69.514,57.145,58.183
2019-09-08,62.45,62.521,0.0,2.843,36.92,45.711,51.728,64.511,51.872,55.84
2019-09-09,50.07,52.373,0.02,2.462,34.07,41.963,50.109,59.216,47.356,53.669
2019-09-10,38.37,40.818,0.0,2.578,31.39,38.226,47.96,54.043,43.56,51.657
2019-09-11,27.77,35.385,0.0,3.122,29.3,34.743,46.053,49.243,40.404,49.79
2019-09-12,27.33,32.631,1.87,2.829,27.68,32.031,44.396,45.01,37.842,48.059
2019-09-13,29.09,29.71,0.38,2.134,26.32,29.843,42.985,41.293,35.698,46.454
2019-09-14,27.77,27.687,0.26,2.068,25.19,27.98,41.725,38.1,33.905,44.965
2019-09-15,26.9,26.352,0.04,3.055,24.22,26.263,40.577,35.387,32.401,43.582
2019-09-16,25.65,25.361,0.0,2.588,23.4,24.685,39.523,33.096,31.132,42.298
2019-09-17,24.9,24.437,0.0,2.728,22.67,23.255,38.548,31.168,30.053,41.104
2019-09-18,23.78,24.316,19.82,2.862,30.99,26.306,38.493,36.889,40.773,44.816
2019-09-19,44.88,42.182,32.38,3.465,52.98,41.786,42.921,58.921,75.773,67.877
2019-09-20,86.13,95.069,22.83,2.912,76.44,76.043,58.507,80.464,102.463,96.742
2019-09-21,101.25,99.735,5.0,4.093,96.81,97.574,87.243,93.702,106.939,104.408
2019-09-22,102.75,102.15,0.08,3.006,102.17,103.149,110.735,100.641,101.168,99.177
2019-09-23,105.0,103.963,0.02,3.022,92.95,100.092,108.816,101.94,91.908,93.778
2019-09-24,106.5,105.765,0.1,2.708,80.08,93.252,93.279,99.009,82.215,88.785
2019-09-25,105.5,105.547,0.26,2.443,69.12,85.19,80.811,93.375,73.345,84.166
2019-09-26,101.5,102.829,0.0,3.341,60.19,76.82,72.696,86.324,65.71,79.891
2019-09-27,97.0,97.356,0.0,3.288,53.16,69.028,67.449,78.805,59.322,75.934
2019-09-28,83.34,84.938,0.0,2.87,47.54,61.908,63.338,71.453,54.059,72.271
2019-09-29,66.94,68.575,0.05,2.301,43.06,55.573,59.829,64.643,49.759,68.881
2019-09-30,54.28,54.578,0.02,2.096,39.47,50.088,56.791,58.565,46.261,65.742
2019-10-01,43.49,44.734,0.0,2.203,36.54,45.343,54.141,53.279,43.413,62.837
2019-10-02,37.78,38.567,0.2,3.403,34.13,41.369,51.81,48.768,41.082,60.145
2019-10-03,33.94,34.515,2.03,3.679,32.12,38.462,49.744,45.044,39.211,57.653
2019-10-04,31.36,31.687,0.07,4.035,30.42,36.219,47.895,41.906,37.621,55.344
2019-10-05,29.45,29.723,3.18,3.599,29.89,34.766,46.231,39.478,36.458,53.206
2019-10-06,33.19,31.3,20.68,2.85,40.18,38.159,45.819,45.383,48.452,56.586
2019-10-07,52.08,48.898,9.82,2.951,59.4,44.88,49.565,49.605,54.677,63.971
2019-10-08,64.21,63.082,0.02,3.46,64.52,48.853,59.644,52.011,55.018,65.451
2019-10-09,66.75,66.685,0.0,3.972,67.76,49.143,68.331,52.878,52.86,62.57
2019-10-10,64.76,65.35,0.0,3.239,62.18,47.333,65.998,52.324,49.896,59.903
2019-10-11,59.52,60.577,0.0,3.52,54.52,44.47,59.943,50.724,46.888,57.433
2019-10-12,51.86,53.268,0.0,3.181,48.49,41.206,54.958,48.479,44.132,55.144
2019-10-13,42.98,44.431,0.45,2.845,46.47,37.912,51.768,45.927,41.722,53.023
2019-10-14,37.72,37.778,7.65,3.652,50.52,36.443,49.828,44.404,41.321,51.061
2019-10-15,48.76,46.495,14.72,3.201,53.12,39.045,49.772,46.507,46.819,53.171
2019-10-16,55.67,55.317,0.18,2.636,60.61,41.975,53.305,46.699,47.67,55.127
2019-10-17,52.25,53.016,0.23,2.706,62.82,42.118,59.22,46.31,46.419,53.011
2019-10-18,47.83,48.543,2.83,3.426,57.1,41.217,60.68,45.396,44.595,51.053
2019-10-19,43.51,44.259,0.19,3.532,50.4,39.704,56.324,43.884,42.554,49.24
2019-10-20,38.98,39.728,0.44,3.372,45.83,37.513,52.309,42.032,40.585,47.56
2019-10-21,36.36,36.549,7.35,3.387,43.7,36.619,49.565,41.029,40.33,46.004
2019-10-22,37.05,36.622,0.0,4.146,41.64,36.198,48.649,39.525,39.328,44.564
2019-10-23,39.96,39.679,0.0,4.459,40.96,34.695,48.981,37.951,38.03,43.226
2019-10-24,39.98,40.144,0.0,3.391,39.52,32.672,48.627,36.332,36.694,41.984
2019-10-25,37.34,37.953,1.23,3.033,36.77,30.755,46.547,34.751,35.448,40.832
2019-10-26,33.18,33.843,0.84,3.34,34.22,29.165,44.569,33.233,34.32,39.762
2019-10-27,33.43,32.861,1.5,3.739,34.16,27.926,42.901,31.844,33.325,38.768
2019-10-28,35.52,35.23,14.85,3.826,40.07,29.943,42.219,34.672,39.018,38.991
2019-10-29,46.38,43.78,0.07,4.197,43.13,32.937,43.657,35.644,40.393,39.197
2019-10-30,56.97,55.743,0.42,3.419,52.56,33.567,47.52,36.107,39.74,38.241
2019-10-31,58.22,58.685,0.36,3.764,50.58,32.774,49.536,35.916,38.312,37.354
2019-11-01,54.26,55.137,0.05,3.162,45.96,31.301,46.816,35.172,36.675,36.528
2019-11-02,46.28,47.884,0.6,3.178,41.82,29.619,44.115,34.055,35.078,35.76
2019-11-03,36.46,37.997,5.23,4.775,38.36,28.992,42.016,33.235,34.311,35.046
2019-11-04,30.68,30.651,3.36,3.447,36.45,29.446,40.786,32.301,33.468,34.383
2019-11-05,33.24,33.035,14.94,3.878,34.69,32.611,40.478,35.376,39.078,35.164
2019-11-06,33.18,33.273,0.33,4.148,33.88,36.057,42.065,36.407,40.205,35.885
2019-11-07,39.47,37.985,1.98,3.793,36.52,37.057,45.78,36.863,39.328,35.155
2019-11-08,41.56,42.068,0.43,4.233,35.42,36.538,47.749,36.545,37.661,34.477
2019-11-09,35.39,36.565,0.34,3.774,32.67,34.894,45.177,35.617,35.797,33.844
2019-11-10,38.39,36.71,27.49,3.426,44.49,38.859,43.958,48.388,56.986,42.474
2019-11-11,54.15,51.021,2.17,3.981,63.48,48.205,47.655,54.304,62.808,50.459
2019-11-12,63.95,63.331,0.84,4.581,71.31,53.027,57.861,57.994,61.566,48.632
2019-11-13,64.84,64.96,0.84,3.928,65.01,51.812,63.933,59.123,57.611,46.941
2019-11-14,63.5,63.731,11.76,3.646,60.04,51.494,59.194,60.702,57.18,45.374
2019-11-15,61.59,62.036,0.09,4.261,57.37,51.163,56.206,59.576,54.178,43.922
2019-11-16,59.14,59.433,0.0,4.699,52.11,48.953,56.42,57.211,50.321,42.577
2019-11-17,56.08,56.893,0.0,4.097,48.24,45.404,56.492,54.012,46.479,41.327
2019-11-18,48.9,50.296,0.0,3.595,43.71,41.486,53.171,50.395,43.004,40.167
2019-11-19,40.6,41.91,0.01,4.93,39.64,37.615,50.029,46.689,39.995,39.087
2019-11-20,33.83,34.802,0.0,4.643,36.42,34.028,47.457,43.125,37.424,38.081
2019-11-21,29.35,29.995,0.26,3.929,33.82,30.879,45.588,39.843,35.242,37.146
2019-11-22,26.24,26.648,0.03,4.553,31.68,28.099,43.997,36.907,33.395,36.274
2019-11-23,27.08,25.632,10.35,5.604,39.69,28.02,42.79,36.343,34.911,35.464
2019-11-24,39.38,38.215,0.1,5.872,39.21,29.076,42.473,35.176,34.561,34.711
2019-11-25,40.19,40.746,0.0,4.105,39.87,28.759,43.123,34.029,33.39,34.008
2019-11-26,33.01,34.147,0.95,3.7,38.95,27.858,43.119,32.813,31.992,33.352
2019-11-27,46.13,42.29,35.33,4.456,53.35,34.343,42.968,54.791,67.838,46.171
2019-11-28,70.71,65.963,8.25,4.082,69.1,46.512,48.318,66.922,80.222,60.61
2019-11-29,88.18,87.552,0.0,4.578,73.23,55.076,61.978,74.959,79.782,60.542
2019-11-30,79.46,81.423,0.0,3.697,74.18,57.016,72.037,78.596,74.206,57.899
2019-12-01,67.97,69.778,7.11,4.582,65.18,55.893,67.124,79.386,68.596,55.451
2019-12-02,58.8,59.985,0.04,4.483,55.42,53.944,60.766,77.012,62.152,53.183
2019-12-03,57.05,56.786,0.16,4.6,49.71,50.394,56.55,72.845,55.965,51.08
2019-12-04,56.99,57.477,1.41,3.763,50.2,46.459,54.027,67.747,50.497,49.13
2019-12-05,50.75,51.847,9.66,4.221,48.4,44.416,51.594,64.048,48.584,47.324
2019-12-06,46.94,47.264,4.14,4.227,45.05,44.16,50.48,59.941,46.052,45.65
2019-12-07,49.6,48.872,0.0,3.992,44.84,42.881,50.847,55.786,43.047,44.099
2019-12-08,49.61,50.216,0.0,4.121,41.58,40.318,50.502,51.772,40.108,42.659
2019-12-09,43.12,44.365,6.64,3.751,39.73,38.566,48.193,48.808,38.662,41.325
2019-12-10,36.2,37.188,0.34,3.507,36.62,37.364,46.522,45.755,36.792,40.087
2019-12-11,32.0,32.512,1.64,3.32,33.74,35.603,45.789,42.978,34.901,38.938
2019-12-12,32.07,31.367,0.26,3.818,41.21,33.574,45.01,40.394,33.138,37.869
2019-12-13,36.13,36.309,0.05,3.819,57.38,31.224,43.273,38.029,31.554,36.874
2019-12-14,30.74,31.629,0.33,4.329,48.88,28.866,41.635,35.894,30.156,35.948
2019-12-15,26.51,27.054,0.3,4.606,42.11,26.7,40.215,33.991,28.923,35.085
2019-12-16,25.69,25.513,12.33,5.555,41.58,27.365,39.371,35.153,32.319,34.283
2019-12-17,30.58,28.931,5.14,4.41,43.24,30.233,39.684,35.658,33.46,33.537
2019-12-18,38.54,38.172,3.18,4.947,43.35,32.306,41.333,35.872,33.066,32.843
2019-12-19,36.45,37.096,0.26,5.604,42.83,32.878,42.238,35.561,31.845,32.198
2019-12-20,33.03,33.418,4.58,4.883,40.69,32.913,40.683,35.214,30.88,31.598
2019-12-21,32.36,32.197,2.4,3.579,39.18,32.967,38.885,34.472,29.69,31.038
2019-12-22,31.01,31.642,1.07,3.296,38.99,32.142,37.404,33.455,28.413,30.514
2019-12-23,30.77,30.569,0.0,3.208,35.65,30.697,36.389,32.265,27.198,30.024
2019-12-24,29.33,29.705,0.0,3.679,33.23,28.739,35.561,30.997,26.106,29.565
2019-12-25,27.33,27.709,0.0,4.14,30.94,26.589,34.794,29.724,25.146,29.133
2019-12-26,25.22,25.526,0.0,3.706,29.5,24.435,34.073,28.498,24.31,28.727
2019-12-27,22.55,23.035,0.0,4.497,29.99,22.49,33.391,27.349,23.582,28.344
2019-12-28,20.79,21.012,0.0,5.062,28.61,20.758,32.748,26.294,22.945,27.982
2019-12-29,18.96,19.25,0.0,5.357,26.81,19.249,32.138,25.337,22.383,27.64
2019-12-30,17.46,17.699,0.11,5.308,25.41,17.942,31.558,24.473,21.882,27.315
2019-12-31,16.3,16.427,0.39,4.251,24.26,16.975,31.006,23.698,21.431,27.008
2020-01-01,16.1,16.01,3.81,3.679,25.95,17.046,30.485,23.27,21.332,26.718
2020-01-02,18.06,17.44,14.74,4.818,31.29,20.655,30.344,26.842,27.237,26.989
2020-01-03,29.39,26.597,0.75,4.441,34.21,24.955,31.318,28.501,28.695,27.236
2020-01-04,39.0,38.589,9.38,4.079,37.57,28.664,33.719,31.185,30.652,27.915
2020-01-05,40.77,40.953,0.77,4.327,38.44,31.48,35.823,32.344,30.144,28.539
2020-01-06,35.62,36.536,3.44,4.813,40.46,32.6,35.916,32.833,28.934,28.116
2020-01-07,28.61,29.913,4.63,4.106,41.33,33.44,35.448,32.865,27.807,27.721
2020-01-08,26.38,25.827,0.62,4.101,42.7,33.425,33.877,32.149,26.297,27.351
2020-01-09,33.69,30.627,16.94,4.967,42.21,35.708,33.261,36.384,33.142,29.536
2020-01-10,43.46,45.29,11.14,3.801,37.97,40.821,34.578,40.136,37.794,36.101
2020-01-11,55.26,49.488,11.59,3.897,44.13,46.337,38.946,44.383,41.557,44.413
2020-01-12,76.17,75.931,0.46,3.769,48.83,49.338,44.457,46.104,40.707,47.563
2020-01-13,68.58,69.837,0.05,4.152,46.3,51.86,46.834,46.25,38.0,45.715
2020-01-14,57.38,59.554,0.12,4.927,40.97,48.61,45.73,45.079,34.797,44.001
2020-01-15,44.09,46.236,0.67,4.731,36.47,44.553,42.37,43.019,31.684,42.41
2020-01-16,34.01,35.25,23.57,4.531,35.12,45.446,40.686,50.835,45.76,47.044
2020-01-17,33.61,32.357,0.3,4.949,36.49,50.368,42.548,53.52,48.771,51.334
2020-01-18,46.52,44.728,0.1,4.278,36.43,51.544,48.29,54.673,46.836,49.198
2020-01-19,49.9,50.149,0.02,4.056,33.33,48.416,51.573,54.091,43.115,47.217
2020-01-20,42.74,44.466,0.34,4.376,30.16,44.43,48.091,52.127,39.041,45.38
2020-01-21,32.53,34.001,0.0,4.516,27.82,40.216,44.623,49.267,35.214,43.676
2020-01-22,26.5,27.268,0.48,4.332,25.99,36.19,41.955,45.961,31.84,42.095
2020-01-23,23.47,23.853,0.61,4.551,24.51,32.646,40.383,42.55,28.958,40.627
2020-01-24,21.81,22.013,0.31,3.596,23.29,29.555,39.144,39.256,26.527,39.264
2020-01-25,21.26,21.302,0.01,3.777,22.27,26.789,38.008,36.218,24.501,37.998
2020-01-26,20.47,20.693,0.0,3.815,21.4,24.3,36.964,33.5,22.832,36.822
2020-01-27,18.96,19.197,0.0,3.988,20.63,22.069,36.001,31.123,21.456,35.728
2020-01-28,18.0,18.014,15.76,3.947,24.64,23.641,35.544,33.72,27.656,36.347
2020-01-29,20.85,19.549,5.43,4.171,31.64,27.799,36.586,34.954,29.749,37.698
2020-01-30,33.9,32.38,3.58,4.135,36.38,30.871,39.456,35.728,29.451,37.314
2020-01-31,35.63,35.695,4.87,4.141,36.82,32.98,41.332,36.121,28.516,36.286
2020-02-01,34.13,34.534,0.33,5.057,34.75,33.664,39.745,35.627,26.82,35.331
2020-02-02,28.87,29.869,6.77,4.695,34.79,34.078,37.95,35.426,26.175,34.338
2020-02-03,24.76,25.213,4.49,4.39,33.79,34.901,36.747,34.816,25.276,33.416
2020-02-04,26.57,25.97,0.86,4.785,31.69,34.792,36.253,33.716,23.85,32.56
2020-02-05,26.25,26.675,4.33,4.518,31.61,34.206,35.778,32.696,22.765,31.766
2020-02-06,23.39,23.788,2.48,4.313,34.76,33.702,34.783,31.468,21.582,31.028
2020-02-07,25.58,24.945,2.27,4.545,39.98,32.843,33.834,30.181,20.44,30.342
2020-02-08,29.9,29.07,3.06,4.501,39.38,31.967,33.009,28.977,19.516,29.703
2020-02-09,31.3,31.32,11.46,4.224,36.92,33.09,32.585,30.15,22.367,29.109
2020-02-10,29.88,30.278,2.09,4.275,34.51,34.651,33.038,30.253,22.71,28.557
2020-02-11,36.85,34.636,0.09,4.653,31.93,34.407,34.441,29.998,21.898,28.042
2020-02-12,45.29,44.637,0.12,4.244,29.07,32.696,35.165,29.355,20.694,27.562
2020-02-13,45.59,45.889,0.01,3.508,26.54,30.264,33.91,28.402,19.447,27.111
2020-02-14,42.5,43.074,0.1,2.826,24.6,27.597,32.638,27.258,18.294,26.69
2020-02-15,39.08,39.664,0.01,3.394,23.06,24.98,31.624,26.031,17.28,26.295
2020-02-16,35.23,35.959,0.08,3.615,21.8,22.56,30.973,24.803,16.408,25.924
2020-02-17,29.7,30.79,0.38,4.148,20.76,20.49,30.429,23.633,15.666,25.575
2020-02-18,23.65,24.499,0.92,4.164,19.88,18.923,29.915,22.563,15.037,25.247
2020-02-19,20.16,20.639,11.49,4.096,22.6,20.116,29.654,24.057,18.252,24.939
2020-02-20,22.01,20.289,1.18,3.311,24.93,22.494,30.131,24.498,18.897,24.651
2020-02-21,36.97,35.318,3.82,3.816,29.51,24.02,31.426,24.921,18.757,24.381
2020-02-22,34.04,35.601,3.73,3.35,29.56,25.326,32.162,25.103,18.287,24.127
2020-02-23,28.82,28.954,0.16,3.969,27.12,25.758,31.17,24.802,17.412,23.889
2020-02-24,26.09,27.081,0.07,3.902,24.49,24.958,30.198,24.196,16.453,23.664
2020-02-25,20.59,21.183,13.96,4.368,28.21,26.483,29.715,27.025,21.195,23.71
2020-02-26,24.49,22.252,29.04,4.441,47.2,35.189,31.23,43.744,47.386,38.972
2020-02-27,40.74,38.688,2.68,4.382,69.46,48.44,36.715,52.508,54.693,52.833
2020-02-28,47.93,47.357,0.0,4.109,79.79,55.426,45.127,58.185,53.369,50.432
2020-02-29,47.51,48.125,0.0,4.376,70.92,53.973,48.604,60.434,48.732,48.207
2020-03-01,39.94,41.54,0.52,4.111,59.62,50.472,44.58,59.86,43.238,46.145
2020-03-02,31.13,32.28,2.36,3.887,51.59,46.586,40.744,57.425,38.048,44.233
2020-03-03,25.13,26.017,2.99,4.586,44.84,43.214,38.156,53.955,33.594,42.462
2020-03-04,22.3,22.604,0.43,3.858,39.41,39.905,36.864,49.875,29.69,40.818
2020-03-05,21.72,21.731,0.0,4.012,35.18,36.227,35.907,45.679,26.374,39.292
2020-03-06,23.77,23.385,0.0,4.081,31.78,32.583,35.021,41.647,23.599,37.875
2020-03-07,22.24,22.758,0.09,4.235,29.07,29.184,34.197,37.945,21.289,36.559
2020-03-08,19.88,20.202,0.24,4.389,26.9,26.178,33.428,34.655,19.389,35.336
2020-03-09,18.26,18.496,0.0,3.909,25.14,23.559,32.707,31.796,17.838,34.199
2020-03-10,16.89,17.103,0.0,4.079,23.67,21.273,32.033,29.352,16.571,33.142
2020-03-11,16.2,16.27,0.0,3.853,22.45,19.315,31.4,27.285,15.531,32.158
2020-03-12,15.73,15.851,0.0,3.481,21.41,17.658,30.804,25.548,14.674,31.242
2020-03-13,15.1,15.175,0.0,3.701,20.51,16.269,30.244,24.093,13.964,30.389
2020-03-14,14.61,14.706,0.0,3.588,19.73,15.11,29.717,22.872,13.369,29.594
2020-03-15,14.09,14.167,0.04,4.131,19.04,14.096,29.218,21.843,12.868,28.852
2020-03-16,14.0,13.956,5.57,4.08,18.5,14.525,28.787,21.551,13.213,28.163
2020-03-17,14.09,13.966,0.15,3.354,18.71,15.518,28.507,21.106,13.072,27.52
2020-03-18,23.37,21.28,10.33,3.251,25.99,17.947,28.578,22.671,15.713,26.921
2020-03-19,25.15,25.875,0.29,3.712,28.02,20.74,29.17,23.255,16.195,26.363
2020-03-20,23.14,23.141,0.1,4.164,26.59,21.622,30.134,23.509,15.759,25.842
2020-03-21,21.31,21.867,0.0,3.216,24.23,21.226,30.611,23.379,14.99,25.355
2020-03-22,18.34,18.788,0.0,2.941,21.92,20.095,29.621,22.934,14.155,24.899
2020-03-23,16.3,16.548,0.04,3.5,20.3,18.86,28.665,22.274,13.368,24.472
2020-03-24,15.34,15.487,0.32,3.035,19.09,17.621,27.921,21.497,12.667,24.071
2020-03-25,14.46,14.605,0.16,3.739,18.15,16.467,27.46,20.675,12.061,23.694
