data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2018-02-10,54.41,1.21,4.315,49.31,69.827,67.271,52.878,67.983,84.324
2018-02-11,56.96,10.7,4.851,52.81,68.947,64.674,52.373,69.157,79.455
2018-02-12,63.03,19.47,4.339,62.34,72.179,65.378,58.248,80.758,79.07
2018-02-13,88.83,3.76,3.674,74.9,73.495,72.508,61.198,83.533,78.805
2018-02-14,96.61,0.27,2.95,72.48,72.128,84.805,62.535,81.823,78.568
2018-02-15,85.91,0.09,3.501,64.81,69.658,89.679,62.219,78.395,74.498
2018-02-16,79.96,0.09,3.509,57.66,66.766,81.475,60.613,74.528,70.876
2018-02-17,77.02,0.3,4.332,51.84,63.8,73.639,58.192,70.777,67.7
2018-02-18,74.45,1.38,4.282,47.5,61.2,67.64,55.401,67.35,64.907
2018-02-19,73.6,13.97,4.125,46.03,62.175,64.466,56.086,70.61,62.454
2018-02-20,74.8,0.3,3.445,53.05,61.86,64.909,55.28,70.169,60.298
2018-02-21,75.09,0.51,3.698,56.22,60.239,68.828,54.013,68.008,58.4
2018-02-22,64.15,0.03,3.564,49.98,58.142,71.242,52.25,65.281,56.728
2018-02-23,54.79,0.0,3.857,44.79,55.896,66.485,50.152,62.497,55.234
2018-02-24,48.17,0.0,3.875,41.61,53.592,61.761,47.903,59.856,53.896
2018-02-25,44.31,0.0,4.275,38.96,51.257,57.845,45.657,57.449,52.69
2018-02-26,41.75,0.19,4.318,36.74,49.279,55.013,43.517,55.329,51.598
2018-02-27,40.32,4.05,4.359,35.31,48.386,52.744,41.845,53.874,50.62
2018-02-28,39.83,0.92,4.269,35.21,47.593,50.687,40.245,52.348,49.729
2018-03-01,43.21,2.1,4.117,36.87,46.918,48.826,38.854,50.948,48.919
2018-03-02,44.02,4.33,4.035,37.49,47.013,47.16,37.886,50.071,48.184
2018-03-03,44.0,10.86,4.567,36.26,49.152,46.089,39.028,52.567,47.515
2018-03-04,50.7,2.26,3.959,38.55,50.369,46.452,39.326,52.536,46.903
2018-03-05,48.81,1.2,3.87,37.69,50.38,48.297,39.215,51.356,46.342
2018-03-06,44.64,13.83,4.02,37.91,53.123,50.015,42.161,55.799,45.823
2018-03-07,43.83,0.81,4.203,41.86,54.246,50.373,43.212,55.983,45.343
2018-03-08,45.61,0.02,4.331,41.3,53.566,52.944,43.381,54.292,44.895
2018-03-09,43.44,0.07,3.917,37.36,52.055,54.791,42.713,51.998,44.475
2018-03-10,40.01,5.35,4.018,35.0,51.806,51.691,41.964,50.423,44.08
2018-03-11,38.72,0.22,3.885,33.73,50.955,48.875,40.63,48.446,43.7
2018-03-12,40.11,1.27,3.562,33.79,49.81,46.909,39.078,46.465,43.333
2018-03-13,37.58,0.1,3.626,32.99,48.374,45.626,37.401,44.613,42.971
2018-03-14,38.6,38.26,3.63,36.06,56.672,46.146,62.546,88.824,55.38
2018-03-15,67.82,5.33,4.188,51.64,62.447,53.76,76.44,102.558,67.021
2018-03-16,111.74,0.08,3.937,65.33,63.484,71.443,85.223,101.513,77.189
2018-03-17,92.25,1.39,3.388,58.24,62.772,86.645,88.484,94.621,73.378
2018-03-18,72.94,0.59,3.448,49.39,61.136,78.854,87.265,86.067,69.29
2018-03-19,64.05,0.89,3.794,42.74,59.094,69.756,83.077,77.66,65.696
2018-03-20,58.31,25.95,3.942,42.07,64.133,64.291,89.606,92.519,69.293
2018-03-21,69.84,1.25,3.253,59.88,66.439,67.2,90.074,93.548,72.463
2018-03-22,115.13,0.2,2.886,76.68,69.873,78.423,88.273,88.498,75.223
2018-03-23,105.86,0.3,3.313,65.72,66.716,86.505,84.338,81.502,70.904
2018-03-24,85.77,2.04,2.768,59.85,63.824,78.663,79.048,74.461,67.114
2018-03-25,76.88,14.28,3.713,62.71,64.932,71.728,76.794,74.868,65.176
2018-03-26,79.37,7.48,3.811,60.01,69.001,69.445,73.815,73.547,65.862
2018-03-27,88.09,5.38,3.632,66.34,74.156,73.673,70.515,70.665,67.601
2018-03-28,88.94,7.14,3.45,70.6,78.394,79.154,67.475,68.174,70.137
2018-03-29,91.21,14.51,2.944,70.93,89.868,79.277,67.582,71.808,77.509
2018-03-30,102.53,2.09,3.152,90.51,98.718,81.123,65.827,70.779,82.864
2018-03-31,123.34,5.53,3.437,99.3,99.852,86.125,63.851,68.571,85.829
2018-04-01,117.46,2.24,3.076,95.46,93.614,87.728,61.061,65.357,80.946
2018-04-02,115.0,0.18,3.04,100.25,88.603,81.565,57.757,61.901,76.672
2018-04-03,106.03,0.0,2.901,94.42,81.826,75.68,54.239,58.623,72.265
2018-04-04,93.06,0.05,2.731,84.85,75.594,69.65,50.745,55.684,68.406
2018-04-05,79.09,0.32,2.895,75.55,70.042,65.162,47.447,53.115,65.027
2018-04-06,70.18,0.05,2.972,67.7,65.062,61.614,44.442,50.884,62.065
2018-04-07,64.96,0.0,2.978,61.15,60.588,58.619,41.773,48.93,59.456
2018-04-08,58.86,0.0,3.012,55.47,56.625,56.012,39.443,47.202,57.152
2018-04-09,52.98,0.06,2.81,50.61,53.132,53.668,37.429,45.65,55.115
2018-04-10,50.67,0.0,2.67,46.51,50.038,51.55,35.698,44.243,53.31
2018-04-11,47.76,0.0,3.807,43.09,47.285,49.625,34.209,42.947,51.702
2018-04-12,45.19,0.02,3.837,40.23,44.898,47.867,32.924,41.774,50.265
2018-04-13,42.77,0.0,3.532,37.84,42.801,46.249,31.807,40.718,48.978
2018-04-14,41.1,0.55,2.911,35.84,41.05,44.75,30.83,39.757,47.824
2018-04-15,39.41,1.04,2.727,34.34,39.789,43.361,29.98,38.877,46.788
2018-04-16,38.92,0.68,2.571,34.61,38.732,42.078,29.215,38.058,45.853
2018-04-17,39.26,0.76,2.993,35.81,37.832,40.896,28.521,37.289,45.006
2018-04-18,40.86,0.06,2.923,36.26,36.867,39.804,27.871,36.562,44.232
2018-04-19,41.67,0.01,2.883,35.26,35.907,38.785,27.257,35.872,43.522
2018-04-20,41.55,0.0,3.371,34.01,34.985,37.829,26.671,35.212,42.865
2018-04-21,41.87,0.0,2.408,32.47,34.132,36.927,26.11,34.578,42.256
2018-04-22,39.7,0.13,2.893,31.07,33.241,36.073,25.57,33.967,41.688
2018-04-23,35.98,0.01,2.667,29.98,32.547,35.267,25.049,33.376,41.156
2018-04-24,33.6,0.02,3.11,29.09,31.926,34.506,24.545,32.802,40.654
2018-04-25,31.46,0.0,2.771,28.34,31.348,33.785,24.056,32.243,40.177
2018-04-26,30.56,0.01,2.889,27.69,30.821,33.101,23.581,31.699,39.722
2018-04-27,30.56,0.05,2.917,27.13,30.349,32.45,23.119,31.167,39.286
2018-04-28,30.31,0.39,2.773,26.63,29.91,31.83,22.671,30.647,38.867
2018-04-29,29.95,0.0,3.03,26.19,29.578,31.24,22.232,30.138,38.462
2018-04-30,30.32,0.0,2.871,25.78,29.234,30.677,21.804,29.639,38.068
2018-05-01,29.13,0.02,2.748,25.42,28.905,30.14,21.384,29.15,37.684
2018-05-02,27.59,0.21,2.812,25.08,28.633,29.626,20.973,28.67,37.31
2018-05-03,27.44,0.0,2.609,24.88,28.307,29.134,20.571,28.199,36.943
2018-05-04,27.07,0.06,2.075,25.14,28.019,28.663,20.176,27.736,36.583
2018-05-05,27.99,0.0,2.322,24.92,27.748,28.213,19.789,27.281,36.23
2018-05-06,27.34,0.23,2.459,24.49,27.529,27.783,19.411,26.835,35.882
2018-05-07,27.94,0.94,2.806,24.26,27.49,27.371,19.056,26.398,35.538
2018-05-08,27.49,0.29,2.295,26.57,27.507,26.977,18.702,25.967,35.199
2018-05-09,27.1,0.28,2.783,29.93,27.443,26.599,18.353,25.543,34.863
2018-05-10,27.48,0.0,2.366,29.62,27.299,26.237,18.007,25.125,34.53
2018-05-11,28.4,0.21,2.737,28.76,27.158,25.888,17.665,24.715,34.199
2018-05-12,28.58,0.29,2.626,27.58,27.046,25.551,17.328,24.311,33.87
2018-05-13,28.47,0.0,2.284,26.39,26.872,25.226,16.995,23.914,33.544
2018-05-14,26.3,0.0,2.318,25.52,26.653,24.912,16.668,23.523,33.219
2018-05-15,24.89,2.2,2.49,24.92,26.991,24.609,16.435,23.215,32.898
2018-05-16,24.99,1.66,1.961,25.1,27.533,24.318,16.22,22.891,32.58
2018-05-17,27.02,0.06,2.599,26.13,27.678,24.041,15.972,22.528,32.264
2018-05-18,25.41,3.44,2.366,25.55,28.436,23.805,15.921,22.4,31.951
2018-05-19,26.87,16.84,2.217,28.15,33.093,24.087,20.968,30.328,32.086
2018-05-20,34.14,0.0,1.284,36.19,35.603,25.773,23.66,32.36,32.171
2018-05-21,34.96,0.0,1.831,34.66,36.062,28.867,25.33,31.812,32.211
2018-05-22,29.9,0.0,2.398,30.31,35.74,31.251,25.876,30.267,31.77
2018-05-23,26.97,0.0,1.805,27.44,35.028,29.728,25.526,28.456,31.35
2018-05-24,25.07,0.0,1.824,25.69,34.121,27.959,24.583,26.695,30.949
2018-05-25,24.02,0.04,2.289,24.53,33.144,26.641,23.313,25.105,30.565
2018-05-26,24.11,0.02,2.229,23.7,32.151,26.008,21.916,23.717,30.195
2018-05-27,21.52,0.0,2.696,23.09,31.175,25.654,20.528,22.523,29.838
2018-05-28,20.93,0.0,2.476,22.6,30.24,25.313,19.226,21.499,29.489
2018-05-29,21.28,0.0,2.188,22.21,29.36,24.984,18.051,20.621,29.15
2018-05-30,20.95,0.01,1.955,21.88,28.545,24.667,17.017,19.861,28.818
2018-05-31,20.78,0.0,2.417,21.6,27.792,24.361,16.119,19.2,28.493
2018-06-01,20.4,0.96,2.106,21.34,27.349,24.067,15.363,18.621,28.175
2018-06-02,20.63,6.71,2.333,21.4,28.608,23.899,15.538,19.288,27.864
2018-06-03,20.8,1.89,2.186,22.98,29.624,24.093,15.502,19.217,27.56
2018-06-04,22.79,1.4,1.701,24.07,30.073,24.663,15.391,18.805,27.261
2018-06-05,22.19,4.87,2.036,24.02,31.177,25.188,15.575,18.835,26.969
2018-06-06,22.76,0.27,2.014,24.16,31.512,24.942,15.456,18.434,26.681
2018-06-07,23.57,4.78,2.285,24.35,32.376,24.937,15.602,18.434,26.399
2018-06-08,22.82,0.18,1.836,24.25,32.516,25.166,15.437,18.012,26.121
2018-06-09,23.87,0.01,2.296,24.15,31.984,25.124,15.115,17.442,25.846
2018-06-10,24.03,0.0,2.18,23.02,31.19,25.031,14.672,16.85,25.576
2018-06-11,22.9,0.24,2.19,22.04,30.354,24.419,14.158,16.286,25.309
2018-06-12,22.81,15.96,1.882,22.12,33.601,24.268,18.301,23.237,25.046
2018-06-13,23.65,1.4,2.061,25.7,35.581,25.416,20.419,24.972,24.786
2018-06-14,34.27,4.66,2.061,29.74,36.869,28.036,22.075,24.96,25.18
2018-06-15,37.15,6.09,1.882,29.77,38.487,30.669,23.291,24.694,28.238
2018-06-16,32.36,4.21,2.113,32.28,39.72,30.524,23.705,23.767,32.266
2018-06-17,31.67,0.51,2.13,32.43,39.638,30.678,23.277,22.221,35.125
2018-06-18,32.14,0.08,1.134,30.16,38.662,30.564,22.314,20.57,34.881
2018-06-19,30.87,0.04,1.194,26.8,37.294,29.76,21.033,19.027,33.289
2018-06-20,29.36,0.04,1.723,24.48,35.773,28.61,19.619,17.666,31.873
2018-06-21,27.86,0.03,2.226,23.01,34.222,27.667,18.205,16.499,30.613
2018-06-22,25.96,0.02,1.992,22.02,32.706,27.038,16.875,15.509,29.488
2018-06-23,24.25,0.0,2.454,21.31,31.25,26.599,15.674,14.673,28.481
2018-06-24,23.8,0.17,2.108,20.78,29.935,26.216,14.618,13.966,27.579
2018-06-25,22.53,0.72,1.98,20.37,28.9,25.848,13.717,13.364,26.767
2018-06-26,23.57,12.07,1.951,21.3,30.994,25.789,15.626,17.179,26.034
2018-06-27,30.68,36.85,1.99,30.51,41.383,27.834,41.359,59.943,44.855
2018-06-28,53.45,0.79,2.144,52.19,47.026,34.806,55.712,72.433,61.408
2018-06-29,65.72,0.0,1.99,51.89,48.036,46.636,64.946,71.308,75.882
2018-06-30,55.23,2.36,2.278,40.73,47.855,54.358,68.705,64.992,69.16
2018-07-01,46.23,0.0,2.282,33.28,46.566,49.284,67.991,57.183,63.28
2018-07-02,42.08,0.0,1.985,29.03,44.597,43.829,64.328,49.542,58.135
2018-07-03,34.77,0.41,1.967,26.46,42.471,39.972,59.039,42.734,53.631
2018-07-04,31.07,1.06,1.873,24.75,40.512,38.114,53.135,36.943,49.689
2018-07-05,29.63,0.0,1.641,23.45,38.443,37.049,47.25,32.132,46.238
2018-07-06,28.35,0.0,1.588,22.81,36.346,36.065,41.784,28.169,43.215
2018-07-07,27.5,0.0,1.938,22.16,34.339,35.156,36.933,24.921,40.565
2018-07-08,26.59,0.07,2.04,21.56,32.48,34.309,32.764,22.25,38.239
2018-07-09,26.04,1.42,1.554,21.12,31.13,33.517,29.298,20.077,36.197
2018-07-10,27.05,0.0,1.67,21.01,29.778,32.775,26.422,18.299,34.401
2018-07-11,25.7,0.0,1.999,20.66,28.393,32.08,24.069,16.842,32.819
2018-07-12,25.29,0.0,2.267,20.29,27.112,31.428,22.152,15.645,31.423
2018-07-13,23.71,0.0,2.629,19.98,25.935,30.812,20.593,14.656,30.188
2018-07-14,23.61,0.0,2.462,19.72,24.852,30.226,19.325,13.835,29.093
2018-07-15,23.01,0.0,1.993,19.5,23.891,29.669,18.287,13.146,28.121
2018-07-16,22.19,0.0,2.61,19.3,23.011,29.139,17.43,12.565,27.256
2018-07-17,21.94,0.0,2.432,19.13,22.239,28.634,16.716,12.069,26.483
2018-07-18,22.0,0.0,1.98,18.97,21.548,28.154,16.111,11.641,25.792
2018-07-19,21.75,0.01,2.094,18.82,20.933,27.696,15.591,11.267,25.171
2018-07-20,20.2,0.0,2.481,18.68,20.382,27.259,15.136,10.938,24.61
2018-07-21,19.58,0.27,2.372,18.55,19.901,26.842,14.733,10.644,24.103
2018-07-22,21.17,0.06,1.969,18.42,19.52,26.443,14.367,10.379,23.643
2018-07-23,21.56,0.0,2.127,18.3,19.136,26.061,14.032,10.138,23.222
2018-07-24,21.36,0.16,2.416,18.2,18.812,25.695,13.72,9.915,22.836
2018-07-25,21.84,0.18,2.914,18.1,18.553,25.344,13.426,9.707,22.48
